,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,promotion_name,sales_country,media_type,cost,id,store_id,customer_id,product_id
34244,4.2,1.848,3,High Roller Savings,USA,Daily Paper,101.84,52807,s73,c24518,prod33899
34245,4.2,1.68,3,One Day Sale,USA,"Daily Paper, Radio, TV",85.88,52856,s82,c28428,prod33899
34246,4.28,1.5408,2,Big Promo,USA,Sunday Paper,51.12,52607,s18,c22,prod33900
34247,6.42,3.0174,3,Big Promo,USA,Sunday Paper,51.12,52631,s18,c36,prod33900
34248,6.42,2.4396,3,Unbeatable Price Savers,USA,Bulk Mail,66.78,52638,s40,c40,prod33900
34249,4.28,1.8832,2,Savings Galore,USA,Street Handout,138.53,52645,s40,c47,prod33900
34250,8.56,3.424,4,Price Savers,USA,Street Handout,115.13,52570,s18,c204,prod33900
34251,6.42,2.3754,3,Free For All,USA,In-Store Coupon,109.06,52580,s18,c216,prod33900
34252,8.56,3.6808,4,Bag Stuffers,USA,Daily Paper,70.32,52581,s18,c217,prod33900
34253,4.28,1.5408,2,Sales Days,USA,Bulk Mail,116.74,52705,s58,c340,prod33900
34254,10.7,4.601,5,Price Destroyers,USA,"Daily Paper, Radio",62.26,52722,s58,c359,prod33900
34255,4.28,1.8832,2,Wallet Savers,USA,"Sunday Paper, Radio, TV",79.95,52763,s58,c393,prod33900
34256,4.28,1.5836,2,Bye Bye Baby,USA,"Daily Paper, Radio, TV",58.16,52789,s73,c420,prod33900
34257,6.42,2.0544,3,Double Down Sale,USA,Radio,50.79,52513,s0,c765,prod33900
34258,6.42,2.5038,3,Big Promo,USA,Sunday Paper,51.12,52585,s18,c835,prod33900
34259,10.7,3.531,5,Free For All,USA,Street Handout,55.18,52616,s18,c864,prod33900
34260,8.56,4.1944,4,Sales Days,USA,Bulk Mail,116.74,52737,s58,c1004,prod33900
34261,6.42,2.889,3,Free For All,USA,"Sunday Paper, Radio",126.24,52891,s100,c1141,prod33900
34262,6.42,3.0816,3,Price Savers,USA,"Sunday Paper, Radio",80.29,52503,s0,c1337,prod33900
34263,6.42,1.9902,3,Bag Stuffers,USA,Daily Paper,70.32,52629,s18,c2036,prod33900
34264,6.42,2.5038,3,Green Light Days,USA,Street Handout,133.42,52708,s58,c2513,prod33900
34265,4.28,1.926,2,Dollar Days,USA,Sunday Paper,143.04,52780,s73,c2966,prod33900
34266,8.56,3.6808,4,Dollar Days,USA,Sunday Paper,143.04,52792,s73,c2988,prod33900
34267,4.28,1.5836,2,Saving Days,USA,"Sunday Paper, Radio, TV",67.11,52839,s82,c3299,prod33900
34268,4.28,1.284,2,Weekend Markdown,USA,Daily Paper,140.57,52886,s100,c3598,prod33900
34269,8.56,3.1672,4,Sales Days,USA,Daily Paper,62.71,53225,s113,c4198,prod33900
34270,4.28,1.5836,2,Super Wallet Savers,USA,"Daily Paper, Radio",109.14,53226,s113,c4199,prod33900
34271,4.28,1.8832,2,Money Savers,USA,"Sunday Paper, Radio, TV",82.61,53228,s113,c4202,prod33900
34272,8.56,2.8248,4,Dollar Cutters,USA,"Daily Paper, Radio, TV",144.18,52641,s40,c4444,prod33900
34273,4.28,1.5836,2,High Roller Savings,USA,Daily Paper,101.84,52788,s73,c4590,prod33900
34274,6.42,2.8248,3,Two Day Sale,USA,Sunday Paper,126.88,52835,s82,c4653,prod33900
34275,6.42,3.1458,3,Dollar Cutters,USA,"Daily Paper, Radio, TV",144.18,52651,s40,c5778,prod33900
34276,4.28,1.8832,2,Two Day Sale,USA,Radio,91.28,52666,s40,c5812,prod33900
34277,8.56,2.7392,4,Best Savings,USA,"Daily Paper, Radio, TV",53.82,52790,s73,c7194,prod33900
34278,8.56,3.2528,4,Double Down Sale,USA,TV,95.74,52564,s18,c13669,prod33900
34279,4.28,1.8404,2,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,52539,s0,c18207,prod33900
34280,2.14,0.9202,1,Price Smashers,USA,TV,145.24,53295,s126,c28023,prod33900
34281,10.64,4.0432,4,Super Duper Savers,USA,Sunday Paper,69.65,52562,s18,c20,prod33902
34282,7.98,2.8728,3,I Cant Believe It Sale,USA,Product Attachment,69.47,52518,s0,c153,prod33902
34283,7.98,3.9102,3,Double Down Sale,USA,Radio,50.79,52542,s0,c187,prod33902
34284,5.32,2.2876,2,Dollar Cutters,USA,"Daily Paper, Radio, TV",144.18,52665,s40,c303,prod33902
34285,7.98,3.9102,3,Free For All,USA,Daily Paper,52.06,52900,s100,c521,prod33902
34286,7.98,2.5536,3,Dollar Cutters,USA,"Sunday Paper, Radio",136.74,52572,s18,c651,prod33902
34287,10.64,5.32,4,Two for One,USA,Product Attachment,59.83,52632,s18,c863,prod33902
34288,10.64,5.0008,4,Shelf Clearing Days,USA,Radio,99.77,52655,s40,c915,prod33902
34289,7.98,3.5112,3,Big Time Discounts,USA,In-Store Coupon,59.4,52756,s58,c1025,prod33902
34290,5.32,2.0216,2,Price Savers,USA,"Sunday Paper, Radio",80.29,52528,s0,c1490,prod33902
34291,7.98,3.9102,3,Save-It Sale,USA,Sunday Paper,139.37,52584,s18,c1776,prod33902
34292,7.98,3.1122,3,Dimes Off,USA,"Daily Paper, Radio",131.58,52649,s40,c2173,prod33902
34293,5.32,1.6492,2,High Roller Savings,USA,Daily Paper,101.84,52797,s73,c3025,prod33902
34294,7.98,3.8304,3,Save-It Sale,USA,Daily Paper,81.79,52802,s73,c3044,prod33902
34295,7.98,3.5112,3,Go For It,USA,Product Attachment,119.3,52882,s100,c3557,prod33902
34296,10.64,3.9368,4,Price Destroyers,USA,"Sunday Paper, Radio",115.05,53213,s113,c4119,prod33902
34297,10.64,4.6816,4,Price Winners,USA,In-Store Coupon,94.63,52588,s18,c4944,prod33902
34298,7.98,2.8728,3,Weekend Markdown,USA,Street Handout,53.37,52771,s73,c7156,prod33902
34299,10.64,3.192,4,Money Savers,USA,Cash Register Handout,53.01,52921,s100,c7469,prod33902
34300,7.98,3.7506,3,High Roller Savings,USA,Daily Paper,101.84,52870,s82,c8254,prod33902
34301,7.98,2.5536,3,Cash Register Lottery,USA,"Sunday Paper, Radio",123.61,52505,s0,c9627,prod33902
34302,7.98,3.591,3,Savings Galore,USA,"Sunday Paper, Radio, TV",61.65,52786,s73,c11937,prod33902
34303,10.64,5.2136,4,Dollar Cutters,USA,Street Handout,131.46,52667,s40,c18319,prod33902
34304,2.56,0.9984,2,Weekend Markdown,USA,"Daily Paper, Radio",69.63,52639,s40,c42,prod33906
34305,2.56,0.9216,2,Save-It Sale,USA,"Daily Paper, Radio, TV",89.37,52720,s58,c64,prod33906
34306,5.12,1.6384,4,Price Savers,USA,"Sunday Paper, Radio",80.29,52525,s0,c170,prod33906
34307,3.84,1.6128,3,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,52526,s0,c171,prod33906
34308,2.56,1.2288,2,Super Duper Savers,USA,Sunday Paper,69.65,52575,s18,c212,prod33906
34309,5.12,1.8944,4,One Day Sale,USA,In-Store Coupon,93.07,52706,s58,c340,prod33906
34310,6.4,2.752,5,Go For It,USA,"Daily Paper, Radio, TV",100.55,52758,s58,c392,prod33906
34311,5.12,1.6896,4,Pick Your Savings,USA,Radio,147.17,52775,s73,c407,prod33906
34312,5.12,1.6384,4,Big Time Discounts,USA,In-Store Coupon,145.6,52874,s100,c503,prod33906
34313,5.12,2.4064,4,Green Light Special,USA,In-Store Coupon,123.02,53194,s113,c578,prod33906
34314,6.4,2.368,5,Tip Top Savings,USA,Street Handout,142.58,52571,s18,c648,prod33906
34315,2.56,0.8192,2,Dollar Cutters,USA,Street Handout,131.46,52648,s40,c906,prod33906
34316,5.12,2.048,4,Save-It Sale,USA,"Daily Paper, Radio, TV",89.37,52751,s58,c1017,prod33906
34317,3.84,1.344,3,Three for One,USA,Product Attachment,122.47,52601,s18,c1852,prod33906
34318,5.12,1.8944,4,Weekend Markdown,USA,In-Store Coupon,73.05,52602,s18,c1852,prod33906
34319,5.12,1.6896,4,Two Day Sale,USA,Radio,91.28,52677,s40,c2330,prod33906
34320,6.4,1.984,5,High Roller Savings,USA,Daily Paper,101.84,52773,s73,c2894,prod33906
34321,6.4,2.048,5,Super Savers,USA,"Sunday Paper, Radio",64.76,52794,s73,c2997,prod33906
34322,5.12,1.5872,4,Double Down Sale,USA,Daily Paper,55.96,52800,s73,c3041,prod33906
34323,3.84,1.3824,3,Save-It Sale,USA,Daily Paper,81.79,52847,s82,c3349,prod33906
34324,3.84,1.1904,3,Free For All,USA,Daily Paper,52.06,52877,s100,c3514,prod33906
34325,2.56,1.1008,2,Free For All,USA,Product Attachment,121.8,52943,s110,c3921,prod33906
34326,3.84,1.344,3,Save-It Sale,USA,Radio,144.38,52509,s0,c4299,prod33906
34327,5.12,1.6384,4,You Save Days,USA,Bulk Mail,131.81,52842,s82,c4664,prod33906
34328,3.84,1.6896,3,Weekend Markdown,USA,"Daily Paper, Radio",69.63,52644,s40,c7720,prod33906
34329,3.84,1.152,3,Big Time Savings,USA,In-Store Coupon,135.8,52693,s40,c7746,prod33906
34330,3.7,1.739,2,I Cant Believe It Sale,USA,Product Attachment,69.47,52521,s0,c155,prod33912
34331,9.25,4.44,5,Double Down Sale,USA,Radio,50.79,52523,s0,c160,prod33912
34332,5.55,2.7195,3,Big Time Discounts,USA,"Daily Paper, Radio",111.51,52537,s0,c185,prod33912
34333,5.55,2.6085,3,Tip Top Savings,USA,Street Handout,142.58,52577,s18,c215,prod33912
34334,5.55,1.7205,3,Save-It Sale,USA,Sunday Paper,139.37,52615,s18,c250,prod33912
34335,7.4,3.626,4,Saving Days,USA,Street Handout,67.31,52622,s18,c253,prod33912
34336,7.4,3.552,4,Green Light Days,USA,Street Handout,133.42,52716,s58,c352,prod33912
34337,3.7,1.628,2,One Day Sale,USA,In-Store Coupon,93.07,52725,s58,c367,prod33912
34338,3.7,1.517,2,Go For It,USA,Product Attachment,119.3,52875,s100,c503,prod33912
34339,5.55,1.665,3,Wallet Savers,USA,"Daily Paper, Radio, TV",53.13,52907,s100,c536,prod33912
34340,5.55,1.665,3,Coupon Spectacular,USA,TV,51.47,53198,s113,c584,prod33912
34341,7.4,2.812,4,Price Savers,USA,"Sunday Paper, Radio",111.7,52568,s18,c818,prod33912
34342,7.4,2.22,4,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,52515,s0,c1403,prod33912
34343,3.7,1.147,2,Double Down Sale,USA,TV,95.74,52608,s18,c1892,prod33912
34344,7.4,2.368,4,Shelf Emptiers,USA,"Daily Paper, Radio, TV",107.89,52770,s73,c2887,prod33912
34345,5.55,2.22,3,Big Time Discounts,USA,Product Attachment,109.93,52913,s100,c3738,prod33912
34346,7.4,2.738,4,Price Destroyers,USA,"Sunday Paper, Radio",115.05,53216,s113,c4139,prod33912
34347,1.85,0.592,1,Savings Galore,USA,Bulk Mail,76.05,53302,s126,c4254,prod33912
34348,7.4,3.256,4,Savings Galore,USA,"Sunday Paper, Radio, TV",61.65,52777,s73,c4580,prod33912
34349,7.4,2.664,4,Weekend Markdown,USA,Daily Paper,140.57,52895,s100,c5294,prod33912
34350,5.55,2.0535,3,Super Duper Savers,USA,Cash Register Handout,129.5,53221,s113,c5407,prod33912
34351,5.55,2.2755,3,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,52531,s0,c5546,prod33912
34352,3.7,1.332,2,Big Time Savings,USA,Daily Paper,77.32,52832,s82,c7294,prod33912
34353,5.55,2.1645,3,Bye Bye Baby,USA,"Daily Paper, Radio, TV",58.16,52825,s82,c9408,prod33912
34354,3.7,1.221,2,High Roller Savings,USA,Daily Paper,101.84,52778,s73,c12558,prod33912
34355,1.85,0.629,1,Fantastic Discounts,USA,"Sunday Paper, Radio, TV",134.01,53294,s126,c17502,prod33912
34356,5.55,2.7195,3,Shelf Emptiers,USA,Street Handout,137.34,52848,s82,c27899,prod33912
34357,1.59,0.6996,3,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,52524,s0,c162,prod33921
34358,1.59,0.795,3,Price Slashers,USA,Sunday Paper,67.2,52918,s100,c545,prod33921
34359,1.59,0.7632,3,Shelf Clearing Days,USA,Sunday Paper,106.1,53203,s113,c591,prod33921
34360,1.59,0.5883,3,You Save Days,USA,Sunday Paper,51.27,53222,s113,c609,prod33921
34361,1.59,0.6042,3,Big Promo,USA,Cash Register Handout,123.88,52662,s40,c673,prod33921
34362,2.12,0.6784,4,Double Down Sale,USA,Radio,50.79,52529,s0,c789,prod33921
34363,2.12,0.8268,4,Price Savers,USA,"Sunday Paper, Radio",80.29,52552,s0,c812,prod33921
34364,1.06,0.3286,2,Super Duper Savers,USA,Daily Paper,100.91,52745,s58,c1013,prod33921
34365,2.12,0.9752,4,Cash Register Lottery,USA,In-Store Coupon,95.78,52546,s0,c1607,prod33921
34366,2.12,0.7844,4,Free For All,USA,Street Handout,55.18,52633,s18,c2060,prod33921
34367,2.12,0.6784,4,High Roller Savings,USA,Daily Paper,101.84,52815,s73,c3137,prod33921
34368,2.12,0.9328,4,Big Promo,USA,"Sunday Paper, Radio, TV",117.04,52823,s82,c3192,prod33921
34369,2.12,0.8904,4,Two for One,USA,Daily Paper,68.97,52826,s82,c3224,prod33921
34370,1.59,0.6996,3,Two Day Sale,USA,"Daily Paper, Radio",149.75,52844,s82,c3341,prod33921
34371,2.12,0.9964,4,Free For All,USA,Daily Paper,52.06,52873,s100,c3492,prod33921
34372,2.12,0.848,4,Free For All,USA,Daily Paper,52.06,52904,s100,c3674,prod33921
34373,1.06,0.4346,2,Sale Winners,USA,Product Attachment,137.7,52914,s100,c3743,prod33921
34374,1.59,0.7473,3,Shelf Clearing Days,USA,In-Store Coupon,109.21,53205,s113,c4061,prod33921
34375,1.06,0.4558,2,Double Down Sale,USA,Radio,50.79,52553,s0,c4911,prod33921
34376,1.59,0.7155,3,Saving Days,USA,Product Attachment,83.26,52798,s73,c5181,prod33921
34377,1.59,0.5406,3,Price Slashers,USA,"Sunday Paper, Radio, TV",100.44,52684,s40,c5850,prod33921
34378,1.59,0.6519,3,Sales Galore,USA,TV,106.16,52833,s82,c7298,prod33921
34379,1.59,0.5247,3,Save-It Sale,USA,Daily Paper,81.79,52806,s73,c9374,prod33921
34380,0.53,0.2491,1,Pick Your Savings,USA,Daily Paper,57.51,53304,s126,c12360,prod33921
34381,1.06,0.4664,2,Bye Bye Baby,USA,"Sunday Paper, Radio, TV",95.28,53299,s126,c12731,prod33921
34382,11.0,4.62,4,Super Savers,USA,"Sunday Paper, Radio",64.99,52750,s58,c387,prod33962
34383,8.25,4.0425,3,One Day Sale,USA,In-Store Coupon,93.07,52759,s58,c392,prod33962
34384,8.25,3.3,3,High Roller Savings,USA,TV,72.61,52908,s100,c536,prod33962
34385,8.25,3.465,3,Shelf Clearing Days,USA,Sunday Paper,106.1,53211,s113,c605,prod33962
34386,8.25,3.0525,3,Bag Stuffers,USA,Daily Paper,70.32,52587,s18,c838,prod33962
34387,5.5,2.145,2,Price Destroyers,USA,"Daily Paper, Radio, TV",58.27,53202,s113,c1201,prod33962
34388,8.25,3.3825,3,Price Winners,USA,In-Store Coupon,94.63,52566,s18,c1699,prod33962
34389,8.25,3.135,3,Save-It Sale,USA,Sunday Paper,139.37,52579,s18,c1762,prod33962
34390,8.25,3.5475,3,Price Savers,USA,Street Handout,115.13,52613,s18,c1957,prod33962
34391,11.0,3.41,4,Weekend Markdown,USA,"Daily Paper, Radio",69.63,52671,s40,c2309,prod33962
34392,8.25,3.5475,3,Save-It Sale,USA,"Daily Paper, Radio, TV",89.37,52704,s58,c2499,prod33962
34393,8.25,2.805,3,Big Time Discounts,USA,"Daily Paper, Radio, TV",146.41,52805,s73,c3047,prod33962
34394,8.25,3.3825,3,Saving Days,USA,"Daily Paper, Radio",118.36,52897,s100,c3637,prod33962
34395,11.0,3.96,4,Green Light Days,USA,Cash Register Handout,139.19,52899,s100,c3642,prod33962
34396,8.25,2.8875,3,Price Slashers,USA,Sunday Paper,67.2,52910,s100,c3712,prod33962
34397,5.5,1.925,2,Big Promo,USA,Cash Register Handout,123.88,52702,s40,c7010,prod33962
34398,11.0,5.06,4,Best Savings,USA,"Daily Paper, Radio, TV",53.82,52791,s73,c7194,prod33962
34399,8.25,2.97,3,Money Savers,USA,Cash Register Handout,53.01,52884,s100,c7869,prod33962
34400,8.25,2.8875,3,High Roller Savings,USA,Daily Paper,101.84,52803,s73,c10494,prod33962
34401,11.0,3.63,4,Double Down Sale,USA,TV,95.74,52565,s18,c13669,prod33962
34402,8.25,3.3,3,Sales Galore,USA,"Daily Paper, Radio, TV",145.41,52685,s40,c20094,prod33962
34403,5.5,2.035,2,Double Down Sale,USA,Street Handout,59.19,52703,s40,c34100,prod33962
34404,4.8,1.872,3,High Roller Savings,USA,"Daily Paper, Radio",84.16,53380,s0,c11,prod34404
34405,4.8,1.776,3,Price Savers,USA,Street Handout,115.13,53410,s18,c204,prod34404
34406,6.4,2.944,4,Price Slashers,USA,Radio,76.98,53552,s40,c329,prod34404
34407,6.4,3.072,4,Big Promo,USA,Radio,98.52,53622,s58,c380,prod34404
34408,4.8,2.016,3,Double Down Sale,USA,Daily Paper,55.96,53706,s82,c454,prod34404
34409,3.2,1.152,2,Double Down Sale,USA,TV,95.74,53413,s18,c651,prod34404
34410,3.2,1.152,2,Price Savers,USA,"Sunday Paper, Radio",111.7,53414,s18,c651,prod34404
34411,4.8,2.16,3,Free For All,USA,"Sunday Paper, Radio",126.24,53763,s100,c717,prod34404
34412,3.2,1.472,2,Two for One,USA,Product Attachment,59.83,53426,s18,c836,prod34404
34413,4.8,1.584,3,Weekend Markdown,USA,Daily Paper,140.57,53770,s100,c1127,prod34404
34414,4.8,2.16,3,Bye Bye Baby,USA,Radio,90.58,53539,s40,c2401,prod34404
34415,3.2,1.408,2,Sales Days,USA,Bulk Mail,116.74,53591,s58,c2618,prod34404
34416,4.8,2.352,3,Shelf Emptiers,USA,"Daily Paper, Radio, TV",107.89,53755,s82,c3464,prod34404
34417,4.8,2.16,3,Sales Galore,USA,TV,106.16,53761,s82,c3483,prod34404
34418,6.4,1.984,4,Free For All,USA,Daily Paper,52.06,53764,s100,c3500,prod34404
34419,4.8,2.304,3,Money Savers,USA,Cash Register Handout,53.01,53766,s100,c3508,prod34404
34420,4.8,2.112,3,Green Light Days,USA,Cash Register Handout,139.19,53801,s100,c3666,prod34404
34421,3.2,1.568,2,Price Cutters,USA,Sunday Paper,69.42,54263,s126,c4246,prod34404
34422,3.2,1.088,2,Free For All,USA,Product Attachment,121.8,53867,s110,c4765,prod34404
34423,6.4,2.432,4,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,53321,s0,c5445,prod34404
34424,4.8,2.352,3,Sales Galore,USA,"Daily Paper, Radio, TV",145.41,53483,s40,c5746,prod34404
34425,1.6,0.64,1,One Day Sale,USA,Cash Register Handout,138.96,53861,s110,c6419,prod34404
34426,4.8,1.584,3,You Save Days,USA,Sunday Paper,51.27,54164,s113,c6465,prod34404
34427,3.2,1.184,2,Price Savers,USA,"Sunday Paper, Radio",80.29,53327,s0,c6576,prod34404
34428,4.8,2.064,3,High Roller Savings,USA,"Sunday Paper, Radio, TV",95.55,53738,s82,c7337,prod34404
34429,3.2,1.12,2,Sales Galore,USA,"Daily Paper, Radio",109.03,53851,s110,c7520,prod34404
34430,4.8,2.16,3,Double Down Sale,USA,Radio,50.79,53313,s0,c8059,prod34404
34431,1.6,0.64,1,Sales Days,USA,In-Store Coupon,101.57,53852,s110,c10106,prod34404
34432,4.8,2.16,3,Dollar Cutters,USA,Bulk Mail,141.26,53683,s73,c11967,prod34404
34433,4.8,1.872,3,You Save Days,USA,Bulk Mail,131.81,53689,s73,c11973,prod34404
34434,3.2,1.248,2,Three for One,USA,Cash Register Handout,136.43,54268,s126,c31991,prod34404
34435,6.57,2.1681,3,Go For It,USA,Street Handout,97.45,53580,s58,c63,prod34405
34436,8.76,2.8908,4,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,53314,s0,c128,prod34405
34437,4.38,1.8396,2,Big Promo,USA,Sunday Paper,51.12,53455,s18,c249,prod34405
34438,6.57,2.4966,3,Weekend Markdown,USA,"Daily Paper, Radio",69.63,53513,s40,c306,prod34405
34439,4.38,1.533,2,Big Promo,USA,Radio,98.52,53608,s58,c374,prod34405
34440,4.38,1.752,2,Price Cutters,USA,Product Attachment,129.2,53759,s82,c497,prod34405
34441,4.38,2.1462,2,One Day Sale,USA,Street Handout,95.15,53863,s110,c566,prod34405
34442,8.76,3.066,4,Big Time Savings,USA,In-Store Coupon,135.8,53524,s40,c2344,prod34405
34443,6.57,2.5623,3,Price Savers,USA,Cash Register Handout,128.2,53688,s73,c3082,prod34405
34444,4.38,1.5768,2,Price Cutters,USA,Product Attachment,129.2,53762,s82,c3263,prod34405
34445,8.76,3.504,4,One Day Sale,USA,"Daily Paper, Radio, TV",85.88,53722,s82,c3294,prod34405
34446,8.76,3.504,4,Money Savers,USA,Cash Register Handout,53.01,53829,s100,c3789,prod34405
34447,4.38,1.5768,2,Weekend Markdown,USA,Daily Paper,140.57,53842,s100,c3854,prod34405
34448,6.57,2.0367,3,Big Time Discounts,USA,Product Attachment,109.93,53796,s100,c4695,prod34405
34449,4.38,2.0148,2,Free For All,USA,In-Store Coupon,109.06,53400,s18,c5603,prod34405
34450,6.57,2.2995,3,Shelf Clearing Days,USA,Sunday Paper,106.1,54142,s113,c6426,prod34405
34451,6.57,2.1681,3,Best Savings,USA,Street Handout,114.01,53518,s40,c13772,prod34405
34452,8.76,3.3288,4,Savings Galore,USA,Street Handout,138.53,53563,s40,c18358,prod34405
34453,14.28,6.7116,4,I Cant Believe It Sale,USA,Product Attachment,69.47,53315,s0,c0,prod34406
34454,10.71,5.0337,3,Weekend Markdown,USA,In-Store Coupon,73.05,53449,s18,c31,prod34406
34455,7.14,2.4276,2,Double Down Sale,USA,Street Handout,59.19,53484,s40,c44,prod34406
34456,14.28,6.9972,4,Shelf Clearing Days,USA,Sunday Paper,106.1,54147,s113,c115,prod34406
34457,7.14,2.3562,2,Cash Register Lottery,USA,"Daily Paper, Radio, TV",55.59,53375,s0,c175,prod34406
34458,10.71,5.0337,3,Price Slashers,USA,"Sunday Paper, Radio, TV",100.44,53523,s40,c314,prod34406
34459,14.28,4.8552,4,One Day Sale,USA,In-Store Coupon,93.07,53620,s58,c380,prod34406
34460,10.71,4.8195,3,Go For It,USA,"Daily Paper, Radio, TV",100.55,53635,s58,c392,prod34406
34461,10.71,4.3911,3,Price Winners,USA,"Sunday Paper, Radio",122.51,53655,s73,c409,prod34406
34462,14.28,6.8544,4,Big Time Discounts,USA,In-Store Coupon,145.6,53804,s100,c531,prod34406
34463,7.14,2.6418,2,Super Duper Savers,USA,Cash Register Handout,129.5,54178,s113,c574,prod34406
34464,10.71,4.284,3,Bag Stuffers,USA,Daily Paper,70.32,53404,s18,c818,prod34406
34465,14.28,6.2832,4,Price Savers,USA,"Sunday Paper, Radio",111.7,53477,s18,c892,prod34406
34466,7.14,3.2844,2,Big Promo,USA,"Sunday Paper, Radio, TV",117.04,53736,s82,c1109,prod34406
34467,10.71,4.3911,3,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,53331,s0,c1306,prod34406
34468,7.14,2.3562,2,Tip Top Savings,USA,"Daily Paper, Radio, TV",54.9,53357,s0,c1432,prod34406
34469,10.71,3.9627,3,Big Time Savings,USA,Radio,53.45,53363,s0,c1476,prod34406
34470,10.71,4.8195,3,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,53368,s0,c1499,prod34406
34471,10.71,3.3201,3,High Roller Savings,USA,"Daily Paper, Radio",84.16,53381,s0,c1561,prod34406
34472,10.71,3.9627,3,Saving Days,USA,Street Handout,67.31,53420,s18,c1768,prod34406
34473,10.71,3.7485,3,Savings Galore,USA,"Sunday Paper, Radio, TV",61.65,53641,s73,c2871,prod34406
34474,14.28,4.998,4,Sale Winners,USA,In-Store Coupon,147.35,53684,s73,c3060,prod34406
34475,7.14,2.9274,2,Big Promo,USA,"Sunday Paper, Radio, TV",117.04,53703,s82,c3173,prod34406
34476,10.71,4.284,3,Sales Galore,USA,TV,106.16,53716,s82,c3258,prod34406
34477,10.71,4.9266,3,Two for One,USA,Product Attachment,106.2,54181,s113,c4128,prod34406
34478,10.71,4.6053,3,Three for One,USA,Product Attachment,122.47,53418,s18,c4374,prod34406
34479,14.28,4.8552,4,Two Day Sale,USA,Radio,91.28,53561,s40,c4506,prod34406
34480,14.28,4.998,4,Price Destroyers,USA,TV,135.92,53685,s73,c4612,prod34406
34481,14.28,4.5696,4,Coupon Spectacular,USA,TV,51.47,54170,s113,c7586,prod34406
34482,14.28,4.5696,4,I Cant Believe It Sale,USA,Product Attachment,69.47,53335,s0,c9019,prod34406
34483,10.71,3.9627,3,Saving Days,USA,"Daily Paper, Radio",118.36,53845,s100,c10892,prod34406
34484,10.71,3.7485,3,Bye Bye Baby,USA,"Daily Paper, Radio, TV",58.16,53760,s82,c12096,prod34406
34485,14.28,4.8552,4,Price Winners,USA,"Sunday Paper, Radio",122.51,53647,s73,c13048,prod34406
34486,10.71,3.9627,3,High Roller Savings,USA,Daily Paper,101.84,53700,s73,c13100,prod34406
34487,7.14,3.1416,2,Shelf Clearing Days,USA,Radio,99.77,53486,s40,c14791,prod34406
34488,3.44,1.3072,2,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,53316,s0,c1,prod34407
34489,8.6,2.924,5,Super Duper Savers,USA,"Sunday Paper, Radio",80.0,53512,s40,c50,prod34407
34490,6.88,3.3712,4,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,53350,s0,c146,prod34407
34491,5.16,2.064,3,Price Savers,USA,Street Handout,115.13,53415,s18,c209,prod34407
34492,6.88,2.6144,4,Super Duper Savers,USA,Sunday Paper,69.65,53423,s18,c219,prod34407
34493,3.44,1.2728,2,Double Down Sale,USA,TV,95.74,53452,s18,c247,prod34407
34494,3.44,1.0664,2,High Roller Savings,USA,"Sunday Paper, Radio, TV",95.55,53708,s82,c457,prod34407
34495,6.88,3.0272,4,Money Savers,USA,"Sunday Paper, Radio, TV",82.61,54185,s113,c608,prod34407
34496,6.88,3.0272,4,You Save Days,USA,TV,108.22,53781,s100,c715,prod34407
34497,3.44,1.4448,2,I Cant Believe It Sale,USA,Product Attachment,69.47,53336,s0,c751,prod34407
34498,3.44,1.4448,2,High Roller Savings,USA,"Daily Paper, Radio",84.16,53366,s0,c788,prod34407
34499,6.88,2.3392,4,Two for One,USA,"Daily Paper, Radio, TV",57.52,53574,s58,c971,prod34407
34500,6.88,3.3024,4,Pick Your Savings,USA,Sunday Paper,67.25,53748,s82,c1112,prod34407
34501,5.16,1.8576,3,Go For It,USA,Product Attachment,119.3,53784,s100,c1139,prod34407
34502,5.16,1.6512,3,Green Light Days,USA,Daily Paper,66.27,53329,s0,c1293,prod34407
34503,3.44,1.3072,2,Save-It Sale,USA,Radio,144.38,53364,s0,c1479,prod34407
34504,6.88,2.8208,4,Two Day Sale,USA,Radio,91.28,53538,s40,c2399,prod34407
34505,5.16,1.8576,3,Super Wallet Savers,USA,Cash Register Handout,140.19,53806,s100,c3692,prod34407
34506,6.88,2.8208,4,Weekend Markdown,USA,Street Handout,117.4,53841,s100,c3851,prod34407
34507,5.16,2.322,3,Two for One,USA,Product Attachment,106.2,54172,s113,c4097,prod34407
34508,5.16,2.4252,3,Weekend Markdown,USA,"Daily Paper, Radio",69.63,53504,s40,c4465,prod34407
34509,6.88,2.2016,4,You Save Days,USA,Bulk Mail,131.81,53667,s73,c4589,prod34407
34510,5.16,2.1672,3,Saving Days,USA,"Sunday Paper, Radio, TV",67.11,53735,s82,c4666,prod34407
34511,6.88,2.4768,4,Go For It,USA,Radio,105.74,54174,s113,c4798,prod34407
