,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home,customer_id,location_id
3090,S,M,5,Partial High School,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c10533,loc82
3091,S,F,2,Partial College,Bronze,Management,N,1,$30K - $50K,0,c10539,loc82
3092,M,M,2,Partial College,Bronze,Management,Y,2,$30K - $50K,2,c10552,loc82
3093,M,F,1,High School Degree,Bronze,Manual,Y,4,$50K - $70K,1,c10562,loc100
3094,M,M,4,Partial High School,Bronze,Management,N,3,$90K - $110K,3,c10606,loc100
3095,M,F,2,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,2,c10608,loc100
3096,S,M,2,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,c10617,loc100
3097,S,F,3,Partial High School,Bronze,Manual,Y,2,$30K - $50K,0,c10681,loc126
3098,M,F,2,Partial High School,Normal,Manual,N,2,$10K - $30K,2,c10682,loc126
3099,M,M,0,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c10717,loc40
3100,M,M,3,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,3,c10722,loc40
3101,M,M,3,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,1,c10727,loc40
3102,M,F,3,Graduate Degree,Golden,Professional,Y,3,$110K - $130K,3,c10749,loc73
3103,S,M,1,Graduate Degree,Bronze,Management,Y,3,$130K - $150K,0,c10750,loc73
3104,S,M,0,Partial High School,Bronze,Manual,N,3,$50K - $70K,0,c10755,loc73
3105,S,F,2,Partial High School,Bronze,Skilled Manual,N,1,$30K - $50K,0,c10757,loc82
3106,M,M,1,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c10764,loc82
3107,S,M,5,Partial College,Silver,Management,N,3,$30K - $50K,0,c10766,loc82
3108,M,M,4,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,4,c10769,loc82
3109,S,F,4,Graduate Degree,Bronze,Management,N,4,$70K - $90K,0,c10787,loc100
3110,M,M,0,Partial High School,Silver,Manual,Y,2,$30K - $50K,0,c10789,loc100
3111,S,M,3,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c10792,loc110
3112,M,F,2,Bachelors Degree,Golden,Management,N,2,$150K +,2,c10847,loc40
3113,M,M,4,Bachelors Degree,Normal,Professional,N,4,$50K - $70K,1,c10849,loc40
3114,M,F,4,Bachelors Degree,Golden,Management,N,1,$10K - $30K,2,c10865,loc73
3115,M,M,4,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,2,c10869,loc73
3116,S,F,1,High School Degree,Bronze,Skilled Manual,N,1,$50K - $70K,0,c10870,loc73
3117,M,F,0,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0,c10877,loc82
3118,M,M,3,Bachelors Degree,Bronze,Management,Y,3,$130K - $150K,2,c10892,loc100
3119,S,F,4,Partial College,Bronze,Skilled Manual,Y,2,$50K - $70K,0,c10914,loc126
3120,S,F,2,Bachelors Degree,Normal,Professional,N,1,$10K - $30K,0,c10915,loc126
3121,M,F,3,Bachelors Degree,Golden,Management,Y,3,$50K - $70K,3,c10973,loc0
3122,S,M,2,Partial High School,Bronze,Management,Y,1,$90K - $110K,0,c10993,loc18
3123,M,F,2,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,2,c11007,loc18
3124,S,F,5,Partial High School,Normal,Manual,N,0,$10K - $30K,0,c11039,loc40
3125,S,F,4,Bachelors Degree,Silver,Professional,Y,3,$50K - $70K,0,c11041,loc40
3126,S,F,5,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c11044,loc40
3127,M,F,4,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,2,c11046,loc40
3128,M,F,3,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,2,c11049,loc40
3129,M,M,4,High School Degree,Bronze,Management,Y,2,$90K - $110K,1,c11054,loc40
3130,S,M,2,High School Degree,Normal,Professional,Y,3,$110K - $130K,0,c11065,loc40
3131,M,F,1,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,1,c11067,loc40
3132,M,M,4,Bachelors Degree,Normal,Professional,Y,2,$10K - $30K,4,c11074,loc40
3133,S,M,3,Partial High School,Normal,Manual,N,0,$10K - $30K,0,c11079,loc40
3134,S,F,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c11088,loc40
3135,M,F,4,High School Degree,Normal,Skilled Manual,Y,2,$30K - $50K,1,c11154,loc73
3136,M,M,5,Graduate Degree,Bronze,Management,N,2,$70K - $90K,2,c11156,loc73
3137,M,M,3,Partial College,Bronze,Clerical,N,4,$30K - $50K,2,c11166,loc73
3138,S,F,1,Partial High School,Bronze,Skilled Manual,Y,4,$30K - $50K,0,c11173,loc73
3139,M,F,2,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0,c11177,loc73
3140,M,M,1,Bachelors Degree,Golden,Professional,N,4,$50K - $70K,1,c11180,loc73
3141,M,M,1,High School Degree,Bronze,Manual,N,3,$30K - $50K,1,c11181,loc73
3142,S,M,2,High School Degree,Bronze,Skilled Manual,N,1,$30K - $50K,0,c11183,loc82
3143,M,M,2,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,2,c11185,loc82
3144,S,M,4,Graduate Degree,Normal,Professional,Y,3,$130K - $150K,0,c11192,loc82
3145,M,F,4,High School Degree,Bronze,Management,Y,2,$130K - $150K,2,c11197,loc82
3146,S,F,2,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,c11204,loc82
3147,M,M,1,Bachelors Degree,Bronze,Management,Y,1,$50K - $70K,1,c11210,loc82
3148,S,F,1,Partial High School,Normal,Manual,N,0,$10K - $30K,0,c11212,loc82
3149,M,F,4,High School Degree,Golden,Manual,Y,3,$30K - $50K,4,c11215,loc82
3150,M,F,4,High School Degree,Golden,Professional,N,2,$90K - $110K,4,c11226,loc82
3151,M,M,4,Graduate Degree,Golden,Management,Y,1,$70K - $90K,0,c11231,loc100
3152,M,F,1,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,1,c11290,loc110
3153,S,F,4,Partial High School,Bronze,Skilled Manual,Y,4,$30K - $50K,0,c11312,loc113
3154,S,F,1,Partial High School,Bronze,Skilled Manual,N,2,$50K - $70K,0,c11331,loc126
3155,M,M,1,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0,c11334,loc126
3156,S,M,2,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c11336,loc126
3157,S,F,4,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,c11354,loc0
3158,M,M,4,High School Degree,Golden,Management,Y,2,$130K - $150K,1,c11356,loc0
3159,M,F,2,Bachelors Degree,Normal,Professional,Y,2,$10K - $30K,1,c11384,loc0
3160,M,M,3,Bachelors Degree,Bronze,Management,Y,1,$50K - $70K,1,c11410,loc0
3161,S,M,1,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0,c11417,loc0
3162,S,M,5,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,c11423,loc0
3163,M,M,1,High School Degree,Bronze,Management,N,1,$110K - $130K,1,c11431,loc0
3164,M,M,3,Partial College,Silver,Management,N,2,$30K - $50K,3,c11434,loc0
3165,S,F,4,Partial High School,Bronze,Management,N,1,$70K - $90K,0,c11440,loc0
3166,S,M,4,Partial College,Silver,Skilled Manual,N,4,$30K - $50K,0,c11454,loc0
3167,M,F,1,Partial College,Bronze,Professional,Y,3,$110K - $130K,0,c11468,loc0
3168,S,F,2,Partial High School,Bronze,Professional,Y,1,$90K - $110K,0,c11476,loc0
3169,M,F,3,High School Degree,Bronze,Manual,Y,2,$30K - $50K,2,c11514,loc18
3170,M,M,4,Partial College,Bronze,Clerical,N,2,$30K - $50K,2,c11546,loc18
3171,M,M,5,Bachelors Degree,Golden,Professional,N,4,$90K - $110K,3,c11576,loc18
3172,M,M,3,Partial High School,Silver,Professional,Y,3,$70K - $90K,3,c11635,loc40
3173,S,F,5,High School Degree,Bronze,Professional,Y,3,$130K - $150K,0,c11662,loc40
3174,S,F,0,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,c11666,loc40
3175,M,F,2,Bachelors Degree,Bronze,Management,Y,4,$50K - $70K,1,c11678,loc40
3176,M,M,1,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,1,c11683,loc40
3177,M,F,3,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,1,c11685,loc40
3178,S,F,4,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c11690,loc40
3179,S,F,4,Partial College,Silver,Professional,Y,4,$30K - $50K,0,c11695,loc40
3180,S,M,3,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,c11701,loc40
3181,M,M,0,Partial College,Normal,Professional,Y,1,$30K - $50K,0,c11730,loc40
3182,S,M,4,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,c11735,loc40
3183,S,F,4,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,c11761,loc40
3184,M,M,1,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,1,c11763,loc40
3185,S,F,2,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c11766,loc40
3186,M,M,4,Bachelors Degree,Silver,Professional,Y,3,$70K - $90K,2,c11768,loc40
3187,M,M,0,Bachelors Degree,Bronze,Management,Y,1,$70K - $90K,0,c11775,loc40
3188,S,F,2,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,c11887,loc73
3189,S,F,2,Partial High School,Bronze,Skilled Manual,N,1,$30K - $50K,0,c11889,loc73
3190,M,F,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c11892,loc73
3191,S,M,5,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c11895,loc73
3192,M,F,4,Partial High School,Bronze,Skilled Manual,Y,4,$30K - $50K,0,c11897,loc73
3193,M,M,4,Partial College,Golden,Management,Y,3,$30K - $50K,4,c11905,loc73
3194,S,F,1,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c11919,loc73
3195,S,F,4,High School Degree,Normal,Skilled Manual,N,1,$10K - $30K,0,c11922,loc73
3196,S,M,2,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c11926,loc73
3197,M,M,3,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,1,c11927,loc73
3198,S,M,1,Partial High School,Bronze,Manual,N,3,$50K - $70K,0,c11936,loc73
3199,S,F,3,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,c11937,loc73
3200,M,F,0,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0,c11961,loc73
3201,M,F,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,1,c11967,loc73
3202,S,M,4,Bachelors Degree,Silver,Management,N,4,$70K - $90K,0,c11973,loc73
3203,S,M,3,Partial College,Bronze,Skilled Manual,N,1,$50K - $70K,0,c11974,loc73
3204,M,F,3,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,3,c11990,loc73
3205,M,M,5,High School Degree,Normal,Manual,N,3,$30K - $50K,3,c11991,loc82
3206,M,M,4,Graduate Degree,Bronze,Professional,Y,3,$70K - $90K,3,c12010,loc82
3207,S,F,3,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,c12011,loc82
3208,S,F,2,High School Degree,Bronze,Skilled Manual,N,1,$30K - $50K,0,c12016,loc82
3209,M,F,0,Bachelors Degree,Golden,Professional,Y,3,$50K - $70K,0,c12020,loc82
3210,S,F,3,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,0,c12025,loc82
3211,M,M,1,Partial High School,Normal,Manual,Y,1,$10K - $30K,1,c12030,loc82
3212,S,M,3,High School Degree,Bronze,Management,Y,3,$90K - $110K,0,c12032,loc82
3213,M,M,3,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c12036,loc82
3214,S,F,2,Partial College,Bronze,Manual,N,1,$30K - $50K,0,c12037,loc82
3215,S,M,4,Partial High School,Silver,Professional,Y,2,$110K - $130K,0,c12040,loc82
3216,M,F,0,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0,c12049,loc82
3217,S,M,1,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,0,c12054,loc82
3218,S,F,3,Partial College,Bronze,Professional,Y,4,$50K - $70K,0,c12078,loc82
3219,S,M,4,Graduate Degree,Bronze,Professional,Y,2,$90K - $110K,0,c12081,loc82
3220,S,M,3,Bachelors Degree,Silver,Professional,Y,2,$150K +,0,c12085,loc82
3221,S,M,1,Bachelors Degree,Silver,Professional,N,2,$70K - $90K,0,c12094,loc82
3222,M,M,4,Graduate Degree,Bronze,Professional,Y,2,$90K - $110K,0,c12096,loc82
3223,S,M,5,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c12097,loc82
3224,M,M,3,High School Degree,Bronze,Professional,N,1,$70K - $90K,0,c12138,loc100
3225,M,F,1,Bachelors Degree,Bronze,Professional,Y,1,$130K - $150K,1,c12162,loc100
3226,M,M,4,Partial College,Silver,Professional,N,2,$30K - $50K,1,c12189,loc100
3227,S,F,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c12221,loc100
3228,M,M,4,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,2,c12226,loc100
3229,M,M,5,High School Degree,Normal,Skilled Manual,N,4,$30K - $50K,0,c12242,loc110
3230,S,M,1,High School Degree,Silver,Management,N,3,$90K - $110K,0,c12246,loc110
3231,M,F,4,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,2,c12252,loc110
3232,S,M,1,Partial College,Bronze,Manual,Y,4,$50K - $70K,0,c12254,loc110
3233,S,M,0,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c12302,loc113
3234,S,F,4,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,c12349,loc126
3235,S,F,3,Partial High School,Bronze,Professional,Y,3,$110K - $130K,0,c12359,loc126
3236,S,M,1,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,c12360,loc126
3237,M,M,0,High School Degree,Bronze,Professional,Y,2,$90K - $110K,0,c12362,loc126
3238,S,M,1,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0,c12365,loc126
3239,M,F,0,Partial High School,Bronze,Manual,Y,2,$50K - $70K,0,c12405,loc0
3240,S,M,2,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c12411,loc0
3241,M,M,5,Bachelors Degree,Silver,Professional,N,3,$110K - $130K,4,c12458,loc40
3242,M,F,3,Partial College,Bronze,Manual,Y,3,$30K - $50K,1,c12462,loc40
3243,S,F,4,Partial College,Bronze,Clerical,Y,4,$50K - $70K,0,c12478,loc40
3244,S,F,1,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,c12486,loc40
3245,M,M,3,Partial High School,Normal,Manual,Y,0,$10K - $30K,1,c12496,loc40
3246,S,M,4,Partial High School,Bronze,Professional,N,2,$70K - $90K,0,c12497,loc40
3247,S,M,3,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c12547,loc73
3248,M,M,4,Partial College,Bronze,Manual,Y,2,$30K - $50K,1,c12548,loc73
3249,M,F,5,Partial High School,Bronze,Professional,Y,4,$130K - $150K,2,c12558,loc73
3250,M,M,2,Graduate Degree,Bronze,Professional,Y,1,$110K - $130K,1,c12562,loc73
3251,M,M,0,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c12576,loc73
3252,S,M,2,Graduate Degree,Bronze,Professional,N,3,$70K - $90K,0,c12577,loc73
3253,S,F,5,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c12583,loc73
3254,S,M,0,Bachelors Degree,Normal,Professional,N,1,$70K - $90K,0,c12585,loc73
3255,M,M,1,High School Degree,Golden,Skilled Manual,Y,2,$30K - $50K,1,c12586,loc73
3256,S,M,1,Graduate Degree,Bronze,Professional,Y,2,$130K - $150K,0,c12594,loc82
3257,M,F,3,Partial High School,Bronze,Manual,Y,1,$10K - $30K,1,c12601,loc82
3258,S,M,2,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,c12603,loc82
3259,S,F,0,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,c12693,loc110
3260,S,M,2,Bachelors Degree,Silver,Management,N,2,$50K - $70K,0,c12731,loc126
3261,S,F,2,Partial High School,Bronze,Manual,N,1,$10K - $30K,0,c12902,loc40
3262,S,F,5,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c12924,loc40
3263,M,F,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c12937,loc40
3264,M,F,5,High School Degree,Golden,Professional,Y,2,$90K - $110K,3,c12967,loc40
3265,M,F,3,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,1,c13045,loc73
3266,S,F,2,Partial High School,Bronze,Manual,N,4,$30K - $50K,0,c13048,loc73
3267,S,F,3,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,c13053,loc73
3268,M,M,3,High School Degree,Bronze,Manual,N,2,$30K - $50K,2,c13060,loc73
3269,S,F,1,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,c13061,loc73
3270,M,M,2,Bachelors Degree,Normal,Professional,Y,2,$50K - $70K,2,c13067,loc73
3271,S,M,0,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,c13073,loc73
3272,S,F,2,Graduate Degree,Bronze,Professional,Y,3,$90K - $110K,0,c13080,loc73
3273,S,M,3,Bachelors Degree,Bronze,Professional,Y,4,$130K - $150K,0,c13081,loc73
3274,S,M,3,Partial College,Golden,Professional,Y,2,$70K - $90K,0,c13100,loc73
3275,M,F,3,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,1,c13101,loc73
3276,S,M,5,Partial High School,Golden,Skilled Manual,N,2,$30K - $50K,0,c13104,loc73
3277,S,F,3,Bachelors Degree,Silver,Professional,Y,2,$90K - $110K,0,c13127,loc82
3278,S,M,2,Bachelors Degree,Silver,Professional,N,4,$150K +,0,c13139,loc82
3279,M,M,2,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,2,c13152,loc82
3280,M,M,4,Partial High School,Normal,Manual,Y,1,$10K - $30K,3,c13157,loc82
3281,S,M,3,Bachelors Degree,Bronze,Management,N,2,$70K - $90K,0,c13159,loc82
3282,M,F,3,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,1,c13166,loc82
3283,M,F,3,High School Degree,Bronze,Professional,N,4,$90K - $110K,1,c13202,loc100
3284,M,F,5,Partial High School,Normal,Manual,Y,2,$10K - $30K,4,c13261,loc110
3285,S,M,2,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,c13304,loc113
3286,M,M,1,Partial College,Bronze,Skilled Manual,Y,3,$30K - $50K,1,c13325,loc113
3287,M,M,0,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c13329,loc126
3288,S,F,2,High School Degree,Golden,Manual,Y,2,$30K - $50K,0,c13333,loc126
3289,M,F,3,Partial High School,Normal,Manual,Y,2,$10K - $30K,3,c13341,loc126
3290,S,F,4,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,c13345,loc126
3291,M,M,2,High School Degree,Bronze,Manual,N,2,$30K - $50K,2,c13360,loc0
3292,S,F,2,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c13438,loc40
3293,S,M,0,Bachelors Degree,Bronze,Management,N,4,$50K - $70K,0,c13447,loc40
3294,S,F,0,Bachelors Degree,Bronze,Professional,N,2,$90K - $110K,0,c13489,loc73
3295,M,M,2,Partial High School,Normal,Manual,N,1,$10K - $30K,1,c13491,loc82
3296,M,F,2,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,2,c13494,loc82
3297,M,F,5,Partial High School,Bronze,Professional,Y,4,$130K - $150K,2,c13500,loc82
3298,M,F,1,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0,c13507,loc82
3299,M,F,5,Partial High School,Bronze,Manual,N,1,$30K - $50K,0,c13522,loc100
3300,S,M,3,Partial College,Bronze,Management,N,4,$50K - $70K,0,c13540,loc100
3301,S,F,4,Partial High School,Bronze,Skilled Manual,N,3,$30K - $50K,0,c13552,loc100
3302,S,F,1,Bachelors Degree,Silver,Management,N,2,$150K +,0,c13558,loc110
3303,S,F,2,High School Degree,Normal,Skilled Manual,N,1,$10K - $30K,0,c13560,loc110
3304,S,M,1,Partial College,Golden,Manual,Y,1,$50K - $70K,0,c13587,loc126
3305,S,M,4,Partial College,Bronze,Skilled Manual,N,1,$30K - $50K,0,c13606,loc0
3306,S,F,3,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,c13669,loc18
3307,M,F,4,High School Degree,Bronze,Manual,N,4,$30K - $50K,1,c13681,loc18
3308,M,M,4,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,4,c13744,loc40
3309,M,F,1,Partial High School,Golden,Professional,N,4,$90K - $110K,1,c13772,loc40
3310,M,F,2,Bachelors Degree,Bronze,Management,Y,3,$90K - $110K,1,c13773,loc40
3311,M,F,2,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c13778,loc40
3312,S,M,0,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c13806,loc40
3313,S,M,2,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,c13807,loc40
3314,S,F,0,Partial College,Bronze,Management,Y,3,$30K - $50K,0,c13810,loc40
3315,M,F,4,Partial High School,Bronze,Skilled Manual,Y,0,$10K - $30K,4,c13877,loc73
3316,S,M,4,Bachelors Degree,Bronze,Professional,Y,4,$70K - $90K,0,c13881,loc73
3317,M,M,2,High School Degree,Silver,Manual,Y,3,$30K - $50K,2,c13904,loc73
3318,S,F,0,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,c13915,loc73
3319,S,F,4,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,0,c13921,loc73
3320,S,F,0,Bachelors Degree,Normal,Professional,Y,2,$70K - $90K,0,c13922,loc73
3321,M,M,5,Graduate Degree,Golden,Professional,Y,2,$70K - $90K,3,c13939,loc82
3322,S,F,2,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,c13950,loc82
3323,S,M,2,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c13951,loc82
3324,S,F,3,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,c13962,loc82
3325,M,M,3,High School Degree,Golden,Skilled Manual,Y,4,$30K - $50K,3,c13963,loc82
3326,M,M,4,Partial High School,Bronze,Manual,Y,2,$50K - $70K,0,c13977,loc82
3327,M,M,2,High School Degree,Bronze,Management,Y,4,$110K - $130K,2,c13987,loc82
3328,S,M,5,Graduate Degree,Bronze,Professional,N,1,$70K - $90K,0,c14038,loc100
3329,M,M,3,Partial High School,Normal,Manual,Y,0,$10K - $30K,3,c14054,loc110
3330,S,F,3,Partial College,Silver,Manual,N,3,$30K - $50K,0,c14118,loc126
3331,S,M,0,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c14267,loc40
3332,S,M,2,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,c14272,loc40
3333,M,F,3,High School Degree,Bronze,Manual,Y,1,$30K - $50K,1,c14273,loc40
3334,M,F,1,High School Degree,Silver,Professional,Y,1,$110K - $130K,1,c14286,loc40
3335,M,F,5,High School Degree,Normal,Professional,Y,3,$110K - $130K,4,c14309,loc40
3336,M,M,2,Partial High School,Bronze,Skilled Manual,Y,2,$50K - $70K,1,c14313,loc40
3337,M,M,2,High School Degree,Silver,Manual,Y,2,$30K - $50K,1,c14317,loc40
3338,M,M,1,Bachelors Degree,Bronze,Management,Y,1,$70K - $90K,1,c14320,loc40
3339,M,F,3,Partial College,Bronze,Clerical,Y,3,$30K - $50K,2,c14393,loc73
3340,M,M,4,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c14398,loc73
3341,M,F,3,Partial College,Bronze,Management,N,3,$130K - $150K,2,c14406,loc73
3342,M,M,3,Bachelors Degree,Normal,Professional,Y,3,$50K - $70K,2,c14411,loc73
3343,S,F,2,Partial High School,Bronze,Manual,Y,2,$30K - $50K,0,c14418,loc73
3344,M,F,2,High School Degree,Bronze,Professional,Y,3,$130K - $150K,1,c14424,loc73
3345,M,M,5,High School Degree,Golden,Manual,N,3,$30K - $50K,5,c14442,loc82
3346,S,F,4,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,c14445,loc82
3347,M,M,2,High School Degree,Golden,Professional,Y,3,$150K +,2,c14446,loc82
3348,S,F,1,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,c14448,loc82
3349,M,M,2,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,2,c14455,loc82
3350,S,M,1,Partial High School,Bronze,Professional,N,2,$70K - $90K,0,c14458,loc82
3351,M,F,5,Bachelors Degree,Bronze,Management,Y,3,$50K - $70K,2,c14469,loc82
3352,S,M,1,Bachelors Degree,Bronze,Professional,N,1,$110K - $130K,0,c14531,loc110
3353,S,M,1,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,c14536,loc110
3354,S,M,5,Partial High School,Silver,Professional,N,4,$70K - $90K,0,c14586,loc126
3355,M,F,1,High School Degree,Bronze,Manual,Y,4,$30K - $50K,1,c14587,loc126
3356,S,M,3,Graduate Degree,Bronze,Management,Y,3,$90K - $110K,0,c14588,loc126
3357,S,F,3,Partial College,Normal,Skilled Manual,Y,2,$30K - $50K,0,c14672,loc0
3358,S,F,2,High School Degree,Bronze,Skilled Manual,Y,1,$30K - $50K,0,c14791,loc40
3359,M,F,2,Partial High School,Silver,Manual,Y,3,$30K - $50K,2,c14812,loc40
3360,M,M,0,Partial High School,Bronze,Manual,N,2,$30K - $50K,0,c14820,loc40
3361,S,M,1,Bachelors Degree,Bronze,Management,N,2,$50K - $70K,0,c14845,loc40
3362,M,M,5,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,4,c14863,loc40
3363,M,F,5,Partial High School,Normal,Manual,Y,1,$10K - $30K,2,c14866,loc40
3364,M,F,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,1,c14868,loc40
3365,S,M,1,Bachelors Degree,Bronze,Management,Y,3,$50K - $70K,0,c14870,loc40
3366,M,M,2,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c14878,loc40
3367,M,M,0,Bachelors Degree,Normal,Management,N,2,$50K - $70K,0,c14979,loc73
3368,S,M,1,Bachelors Degree,Bronze,Management,N,2,$30K - $50K,0,c14985,loc73
3369,M,M,3,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,c15004,loc73
3370,M,F,2,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,2,c15011,loc73
3371,S,M,1,Bachelors Degree,Silver,Professional,Y,3,$70K - $90K,0,c15019,loc73
3372,S,M,1,Partial High School,Golden,Manual,Y,2,$10K - $30K,0,c15024,loc73
3373,S,M,5,High School Degree,Silver,Manual,Y,3,$30K - $50K,0,c15027,loc73
3374,S,F,5,Bachelors Degree,Normal,Professional,N,2,$70K - $90K,0,c15048,loc73
3375,S,M,3,Bachelors Degree,Bronze,Professional,Y,4,$110K - $130K,0,c15049,loc73
3376,M,M,1,Partial High School,Golden,Management,N,2,$150K +,1,c15055,loc73
3377,M,F,2,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,2,c15056,loc73
3378,M,M,0,High School Degree,Silver,Professional,Y,3,$150K +,0,c15058,loc82
3379,M,M,0,High School Degree,Bronze,Skilled Manual,Y,1,$30K - $50K,0,c15076,loc82
3380,S,M,1,Bachelors Degree,Silver,Professional,Y,3,$70K - $90K,0,c15095,loc82
