"store_city","store_state","store_type","store_sales_in_millions"
"Portland","OR","Supermarket",11.49
"Salem","OR","Deluxe Supermarket",11.49
"Seattle","WA","Supermarket",11.49
"Spokane","WA","Supermarket",11.49
"Tacoma","WA","Deluxe Supermarket",11.49
"Vancouver","BC","Deluxe Supermarket",11.49
"Victoria","BC","Mid-Size Grocery",11.49
"Hidalgo","Zacatecas","Deluxe Supermarket",11.5
"Los Angeles","CA","Supermarket",11.5
"Orizaba","Veracruz","Supermarket",11.5
"Spokane","WA","Supermarket",11.5
"Tacoma","WA","Deluxe Supermarket",11.5
"Vancouver","BC","Deluxe Supermarket",11.5
"Acapulco","Guerrero","Supermarket",11.52
"Beverly Hills","CA","Gourmet Supermarket",11.52
"Bremerton","WA","Supermarket",11.52
"Camacho","Zacatecas","Gourmet Supermarket",11.52
"Hidalgo","Zacatecas","Deluxe Supermarket",11.52
"Hidalgo","Zacatecas","Mid-Size Grocery",11.52
"Los Angeles","CA","Supermarket",11.52
"Merida","Yucatan","Deluxe Supermarket",11.52
"Mexico City","DF","Mid-Size Grocery",11.52
"Orizaba","Veracruz","Supermarket",11.52
"Portland","OR","Supermarket",11.52
"Salem","OR","Deluxe Supermarket",11.52
"Seattle","WA","Supermarket",11.52
"Spokane","WA","Supermarket",11.52
"Tacoma","WA","Deluxe Supermarket",11.52
"Vancouver","BC","Deluxe Supermarket",11.52
"Victoria","BC","Mid-Size Grocery",11.52
"Acapulco","Guerrero","Supermarket",11.55
"Beverly Hills","CA","Gourmet Supermarket",11.55
"Bremerton","WA","Supermarket",11.55
"Camacho","Zacatecas","Gourmet Supermarket",11.55
"Hidalgo","Zacatecas","Deluxe Supermarket",11.55
"Los Angeles","CA","Supermarket",11.55
"Merida","Yucatan","Deluxe Supermarket",11.55
"Orizaba","Veracruz","Supermarket",11.55
"Portland","OR","Supermarket",11.55
"Salem","OR","Deluxe Supermarket",11.55
"Seattle","WA","Supermarket",11.55
"Spokane","WA","Supermarket",11.55
"Tacoma","WA","Deluxe Supermarket",11.55
"Vancouver","BC","Deluxe Supermarket",11.55
"Acapulco","Guerrero","Supermarket",11.56
"Beverly Hills","CA","Gourmet Supermarket",11.56
"Bremerton","WA","Supermarket",11.56
"Camacho","Zacatecas","Gourmet Supermarket",11.56
"Hidalgo","Zacatecas","Deluxe Supermarket",11.56
"Los Angeles","CA","Supermarket",11.56
"Merida","Yucatan","Deluxe Supermarket",11.56
"Mexico City","DF","Mid-Size Grocery",11.56
"Portland","OR","Supermarket",11.56
"Salem","OR","Deluxe Supermarket",11.56
"Seattle","WA","Supermarket",11.56
"Spokane","WA","Supermarket",11.56
"Tacoma","WA","Deluxe Supermarket",11.56
"Vancouver","BC","Deluxe Supermarket",11.56
"Acapulco","Guerrero","Supermarket",11.58
"Bremerton","WA","Supermarket",11.58
"Camacho","Zacatecas","Gourmet Supermarket",11.58
"Hidalgo","Zacatecas","Deluxe Supermarket",11.58
"Los Angeles","CA","Supermarket",11.58
"Merida","Yucatan","Deluxe Supermarket",11.58
"Mexico City","DF","Mid-Size Grocery",11.58
"Orizaba","Veracruz","Supermarket",11.58
"Portland","OR","Supermarket",11.58
"Salem","OR","Deluxe Supermarket",11.58
"Spokane","WA","Supermarket",11.58
"Tacoma","WA","Deluxe Supermarket",11.58
"Vancouver","BC","Deluxe Supermarket",11.58
"Acapulco","Guerrero","Supermarket",11.6
"Beverly Hills","CA","Gourmet Supermarket",11.6
"Bremerton","WA","Supermarket",11.6
"Camacho","Zacatecas","Gourmet Supermarket",11.6
"Hidalgo","Zacatecas","Deluxe Supermarket",11.6
"Hidalgo","Zacatecas","Mid-Size Grocery",11.6
"Los Angeles","CA","Supermarket",11.6
"Merida","Yucatan","Deluxe Supermarket",11.6
"Orizaba","Veracruz","Supermarket",11.6
"Portland","OR","Supermarket",11.6
"Salem","OR","Deluxe Supermarket",11.6
"Seattle","WA","Supermarket",11.6
"Spokane","WA","Supermarket",11.6
"Tacoma","WA","Deluxe Supermarket",11.6
"Vancouver","BC","Deluxe Supermarket",11.6
"Victoria","BC","Mid-Size Grocery",11.6
"Acapulco","Guerrero","Supermarket",11.61
"Beverly Hills","CA","Gourmet Supermarket",11.61
"Bremerton","WA","Supermarket",11.61
"Camacho","Zacatecas","Gourmet Supermarket",11.61
"Hidalgo","Zacatecas","Deluxe Supermarket",11.61
"Hidalgo","Zacatecas","Mid-Size Grocery",11.61
"Los Angeles","CA","Supermarket",11.61
"Merida","Yucatan","Deluxe Supermarket",11.61
"Mexico City","DF","Mid-Size Grocery",11.61
"Orizaba","Veracruz","Supermarket",11.61
"Portland","OR","Supermarket",11.61
"Salem","OR","Deluxe Supermarket",11.61
"Seattle","WA","Supermarket",11.61
"Spokane","WA","Supermarket",11.61
"Tacoma","WA","Deluxe Supermarket",11.61
"Vancouver","BC","Deluxe Supermarket",11.61
"Acapulco","Guerrero","Supermarket",11.64
"Beverly Hills","CA","Gourmet Supermarket",11.64
"Bremerton","WA","Supermarket",11.64
"Camacho","Zacatecas","Gourmet Supermarket",11.64
"Hidalgo","Zacatecas","Deluxe Supermarket",11.64
"Los Angeles","CA","Supermarket",11.64
"Merida","Yucatan","Deluxe Supermarket",11.64
"Mexico City","DF","Mid-Size Grocery",11.64
"Orizaba","Veracruz","Supermarket",11.64
"Portland","OR","Supermarket",11.64
"Salem","OR","Deluxe Supermarket",11.64
"Seattle","WA","Supermarket",11.64
"Spokane","WA","Supermarket",11.64
"Tacoma","WA","Deluxe Supermarket",11.64
"Vancouver","BC","Deluxe Supermarket",11.64
"Victoria","BC","Mid-Size Grocery",11.64
"Beverly Hills","CA","Gourmet Supermarket",11.65
"Hidalgo","Zacatecas","Deluxe Supermarket",11.65
"Salem","OR","Deluxe Supermarket",11.65
"Seattle","WA","Supermarket",11.65
"Spokane","WA","Supermarket",11.65
"Victoria","BC","Mid-Size Grocery",11.65
"Acapulco","Guerrero","Supermarket",11.67
"Bellingham","WA","Small Grocery",11.67
"Beverly Hills","CA","Gourmet Supermarket",11.67
"Bremerton","WA","Supermarket",11.67
"Camacho","Zacatecas","Gourmet Supermarket",11.67
"Guadalajara","Jalisco","Small Grocery",11.67
"Hidalgo","Zacatecas","Deluxe Supermarket",11.67
"Los Angeles","CA","Supermarket",11.67
"Merida","Yucatan","Deluxe Supermarket",11.67
"Mexico City","DF","Mid-Size Grocery",11.67
"Orizaba","Veracruz","Supermarket",11.67
"Portland","OR","Supermarket",11.67
"Salem","OR","Deluxe Supermarket",11.67
"Seattle","WA","Supermarket",11.67
"Spokane","WA","Supermarket",11.67
"Tacoma","WA","Deluxe Supermarket",11.67
"Vancouver","BC","Deluxe Supermarket",11.67
"Victoria","BC","Mid-Size Grocery",11.67
"Acapulco","Guerrero","Supermarket",11.68
"Beverly Hills","CA","Gourmet Supermarket",11.68
"Bremerton","WA","Supermarket",11.68
"Camacho","Zacatecas","Gourmet Supermarket",11.68
"Hidalgo","Zacatecas","Deluxe Supermarket",11.68
"Hidalgo","Zacatecas","Mid-Size Grocery",11.68
"Los Angeles","CA","Supermarket",11.68
"Merida","Yucatan","Deluxe Supermarket",11.68
"Orizaba","Veracruz","Supermarket",11.68
"Seattle","WA","Supermarket",11.68
"Spokane","WA","Supermarket",11.68
"Tacoma","WA","Deluxe Supermarket",11.68
"Beverly Hills","CA","Gourmet Supermarket",11.7
"Bremerton","WA","Supermarket",11.7
"Hidalgo","Zacatecas","Deluxe Supermarket",11.7
"Los Angeles","CA","Supermarket",11.7
"Merida","Yucatan","Deluxe Supermarket",11.7
"Orizaba","Veracruz","Supermarket",11.7
"Portland","OR","Supermarket",11.7
"Salem","OR","Deluxe Supermarket",11.7
"Seattle","WA","Supermarket",11.7
"Spokane","WA","Supermarket",11.7
"Tacoma","WA","Deluxe Supermarket",11.7
"Vancouver","BC","Deluxe Supermarket",11.7
"Acapulco","Guerrero","Supermarket",11.72
"Beverly Hills","CA","Gourmet Supermarket",11.72
"Bremerton","WA","Supermarket",11.72
"Camacho","Zacatecas","Gourmet Supermarket",11.72
"Hidalgo","Zacatecas","Deluxe Supermarket",11.72
"Hidalgo","Zacatecas","Mid-Size Grocery",11.72
"Los Angeles","CA","Supermarket",11.72
"Merida","Yucatan","Deluxe Supermarket",11.72
"Mexico City","DF","Mid-Size Grocery",11.72
"Orizaba","Veracruz","Supermarket",11.72
"Portland","OR","Supermarket",11.72
"Salem","OR","Deluxe Supermarket",11.72
"Seattle","WA","Supermarket",11.72
"Spokane","WA","Supermarket",11.72
"Tacoma","WA","Deluxe Supermarket",11.72
"Vancouver","BC","Deluxe Supermarket",11.72
"Acapulco","Guerrero","Supermarket",11.73
"Beverly Hills","CA","Gourmet Supermarket",11.73
"Bremerton","WA","Supermarket",11.73
"Camacho","Zacatecas","Gourmet Supermarket",11.73
"Hidalgo","Zacatecas","Deluxe Supermarket",11.73
"Hidalgo","Zacatecas","Mid-Size Grocery",11.73
"Los Angeles","CA","Supermarket",11.73
"Merida","Yucatan","Deluxe Supermarket",11.73
"Orizaba","Veracruz","Supermarket",11.73
"Portland","OR","Supermarket",11.73
"Salem","OR","Deluxe Supermarket",11.73
"Seattle","WA","Supermarket",11.73
"Spokane","WA","Supermarket",11.73
"Tacoma","WA","Deluxe Supermarket",11.73
"Vancouver","BC","Deluxe Supermarket",11.73
"Victoria","BC","Mid-Size Grocery",11.73
"Beverly Hills","CA","Gourmet Supermarket",11.75
"Camacho","Zacatecas","Gourmet Supermarket",11.75
"Los Angeles","CA","Supermarket",11.75
"Merida","Yucatan","Deluxe Supermarket",11.75
"Orizaba","Veracruz","Supermarket",11.75
"Portland","OR","Supermarket",11.75
"Salem","OR","Deluxe Supermarket",11.75
"Spokane","WA","Supermarket",11.75
"Tacoma","WA","Deluxe Supermarket",11.75
"Vancouver","BC","Deluxe Supermarket",11.75
"Beverly Hills","CA","Gourmet Supermarket",11.76
"Bremerton","WA","Supermarket",11.76
"Camacho","Zacatecas","Gourmet Supermarket",11.76
"Hidalgo","Zacatecas","Deluxe Supermarket",11.76
"Hidalgo","Zacatecas","Mid-Size Grocery",11.76
"Los Angeles","CA","Supermarket",11.76
"Merida","Yucatan","Deluxe Supermarket",11.76
"Mexico City","DF","Mid-Size Grocery",11.76
"Orizaba","Veracruz","Supermarket",11.76
"Portland","OR","Supermarket",11.76
"Salem","OR","Deluxe Supermarket",11.76
"Seattle","WA","Supermarket",11.76
"Spokane","WA","Supermarket",11.76
"Tacoma","WA","Deluxe Supermarket",11.76
"Vancouver","BC","Deluxe Supermarket",11.76
"Victoria","BC","Mid-Size Grocery",11.76
"Acapulco","Guerrero","Supermarket",11.79
"Beverly Hills","CA","Gourmet Supermarket",11.79
"Bremerton","WA","Supermarket",11.79
"Camacho","Zacatecas","Gourmet Supermarket",11.79
"Hidalgo","Zacatecas","Deluxe Supermarket",11.79
"Los Angeles","CA","Supermarket",11.79
"Merida","Yucatan","Deluxe Supermarket",11.79
"Orizaba","Veracruz","Supermarket",11.79
"Portland","OR","Supermarket",11.79
"Salem","OR","Deluxe Supermarket",11.79
"Seattle","WA","Supermarket",11.79
"Spokane","WA","Supermarket",11.79
"Tacoma","WA","Deluxe Supermarket",11.79
"Vancouver","BC","Deluxe Supermarket",11.79
"Acapulco","Guerrero","Supermarket",11.8
"Beverly Hills","CA","Gourmet Supermarket",11.8
"Bremerton","WA","Supermarket",11.8
"Camacho","Zacatecas","Gourmet Supermarket",11.8
"Hidalgo","Zacatecas","Deluxe Supermarket",11.8
"Los Angeles","CA","Supermarket",11.8
"Merida","Yucatan","Deluxe Supermarket",11.8
"Mexico City","DF","Mid-Size Grocery",11.8
"Orizaba","Veracruz","Supermarket",11.8
"Portland","OR","Supermarket",11.8
"Salem","OR","Deluxe Supermarket",11.8
"Seattle","WA","Supermarket",11.8
"Spokane","WA","Supermarket",11.8
"Tacoma","WA","Deluxe Supermarket",11.8
"Vancouver","BC","Deluxe Supermarket",11.8
"Victoria","BC","Mid-Size Grocery",11.8
"Beverly Hills","CA","Gourmet Supermarket",11.82
"Bremerton","WA","Supermarket",11.82
"Camacho","Zacatecas","Gourmet Supermarket",11.82
"Hidalgo","Zacatecas","Deluxe Supermarket",11.82
"Los Angeles","CA","Supermarket",11.82
"Merida","Yucatan","Deluxe Supermarket",11.82
"Orizaba","Veracruz","Supermarket",11.82
"Portland","OR","Supermarket",11.82
"Salem","OR","Deluxe Supermarket",11.82
"Seattle","WA","Supermarket",11.82
"Spokane","WA","Supermarket",11.82
"Tacoma","WA","Deluxe Supermarket",11.82
"Vancouver","BC","Deluxe Supermarket",11.82
"Acapulco","Guerrero","Supermarket",11.84
"Beverly Hills","CA","Gourmet Supermarket",11.84
"Bremerton","WA","Supermarket",11.84
"Hidalgo","Zacatecas","Deluxe Supermarket",11.84
"Hidalgo","Zacatecas","Mid-Size Grocery",11.84
"Los Angeles","CA","Supermarket",11.84
"Merida","Yucatan","Deluxe Supermarket",11.84
"Orizaba","Veracruz","Supermarket",11.84
"Portland","OR","Supermarket",11.84
"Salem","OR","Deluxe Supermarket",11.84
"Seattle","WA","Supermarket",11.84
"Spokane","WA","Supermarket",11.84
"Tacoma","WA","Deluxe Supermarket",11.84
"Vancouver","BC","Deluxe Supermarket",11.84
"Acapulco","Guerrero","Supermarket",11.85
"Bellingham","WA","Small Grocery",11.85
"Beverly Hills","CA","Gourmet Supermarket",11.85
"Bremerton","WA","Supermarket",11.85
"Camacho","Zacatecas","Gourmet Supermarket",11.85
"Hidalgo","Zacatecas","Deluxe Supermarket",11.85
"Hidalgo","Zacatecas","Mid-Size Grocery",11.85
"Los Angeles","CA","Supermarket",11.85
"Merida","Yucatan","Deluxe Supermarket",11.85
"Orizaba","Veracruz","Supermarket",11.85
"Portland","OR","Supermarket",11.85
"Salem","OR","Deluxe Supermarket",11.85
"Seattle","WA","Supermarket",11.85
"Spokane","WA","Supermarket",11.85
"Tacoma","WA","Deluxe Supermarket",11.85
"Vancouver","BC","Deluxe Supermarket",11.85
"Victoria","BC","Mid-Size Grocery",11.85
"Acapulco","Guerrero","Supermarket",11.88
"Beverly Hills","CA","Gourmet Supermarket",11.88
"Bremerton","WA","Supermarket",11.88
"Camacho","Zacatecas","Gourmet Supermarket",11.88
"Hidalgo","Zacatecas","Deluxe Supermarket",11.88
"Hidalgo","Zacatecas","Mid-Size Grocery",11.88
"Los Angeles","CA","Supermarket",11.88
"Merida","Yucatan","Deluxe Supermarket",11.88
"Mexico City","DF","Mid-Size Grocery",11.88
"Orizaba","Veracruz","Supermarket",11.88
"Portland","OR","Supermarket",11.88
"Salem","OR","Deluxe Supermarket",11.88
"Seattle","WA","Supermarket",11.88
"Spokane","WA","Supermarket",11.88
"Tacoma","WA","Deluxe Supermarket",11.88
"Vancouver","BC","Deluxe Supermarket",11.88
"Beverly Hills","CA","Gourmet Supermarket",11.9
"Camacho","Zacatecas","Gourmet Supermarket",11.9
"Hidalgo","Zacatecas","Deluxe Supermarket",11.9
"Los Angeles","CA","Supermarket",11.9
"Merida","Yucatan","Deluxe Supermarket",11.9
"Orizaba","Veracruz","Supermarket",11.9
"Portland","OR","Supermarket",11.9
"Seattle","WA","Supermarket",11.9
"Tacoma","WA","Deluxe Supermarket",11.9
"Victoria","BC","Mid-Size Grocery",11.9
"Acapulco","Guerrero","Supermarket",11.91
"Beverly Hills","CA","Gourmet Supermarket",11.91
"Bremerton","WA","Supermarket",11.91
"Camacho","Zacatecas","Gourmet Supermarket",11.91
"Hidalgo","Zacatecas","Deluxe Supermarket",11.91
"Hidalgo","Zacatecas","Mid-Size Grocery",11.91
"Los Angeles","CA","Supermarket",11.91
"Merida","Yucatan","Deluxe Supermarket",11.91
"Mexico City","DF","Mid-Size Grocery",11.91
"Orizaba","Veracruz","Supermarket",11.91
"Portland","OR","Supermarket",11.91
"Salem","OR","Deluxe Supermarket",11.91
"Seattle","WA","Supermarket",11.91
"Spokane","WA","Supermarket",11.91
"Tacoma","WA","Deluxe Supermarket",11.91
"Vancouver","BC","Deluxe Supermarket",11.91
"Victoria","BC","Mid-Size Grocery",11.91
"Acapulco","Guerrero","Supermarket",11.92
"Beverly Hills","CA","Gourmet Supermarket",11.92
"Bremerton","WA","Supermarket",11.92
"Camacho","Zacatecas","Gourmet Supermarket",11.92
"Hidalgo","Zacatecas","Deluxe Supermarket",11.92
"Hidalgo","Zacatecas","Mid-Size Grocery",11.92
"Los Angeles","CA","Supermarket",11.92
"Merida","Yucatan","Deluxe Supermarket",11.92
"Mexico City","DF","Mid-Size Grocery",11.92
"Orizaba","Veracruz","Supermarket",11.92
"Portland","OR","Supermarket",11.92
"Salem","OR","Deluxe Supermarket",11.92
"Seattle","WA","Supermarket",11.92
"Spokane","WA","Supermarket",11.92
"Tacoma","WA","Deluxe Supermarket",11.92
"Vancouver","BC","Deluxe Supermarket",11.92
"Acapulco","Guerrero","Supermarket",11.94
"Bellingham","WA","Small Grocery",11.94
"Beverly Hills","CA","Gourmet Supermarket",11.94
"Bremerton","WA","Supermarket",11.94
"Camacho","Zacatecas","Gourmet Supermarket",11.94
"Hidalgo","Zacatecas","Deluxe Supermarket",11.94
"Los Angeles","CA","Supermarket",11.94
"Merida","Yucatan","Deluxe Supermarket",11.94
"Mexico City","DF","Mid-Size Grocery",11.94
"Orizaba","Veracruz","Supermarket",11.94
"Portland","OR","Supermarket",11.94
"Salem","OR","Deluxe Supermarket",11.94
"San Francisco","CA","Small Grocery",11.94
"Seattle","WA","Supermarket",11.94
"Spokane","WA","Supermarket",11.94
"Tacoma","WA","Deluxe Supermarket",11.94
"Vancouver","BC","Deluxe Supermarket",11.94
"Salem","OR","Deluxe Supermarket",11.95
"Seattle","WA","Supermarket",11.95
"Spokane","WA","Supermarket",11.95
"Vancouver","BC","Deluxe Supermarket",11.95
"Acapulco","Guerrero","Supermarket",11.96
"Beverly Hills","CA","Gourmet Supermarket",11.96
"Hidalgo","Zacatecas","Deluxe Supermarket",11.96
"Los Angeles","CA","Supermarket",11.96
"Merida","Yucatan","Deluxe Supermarket",11.96
"Mexico City","DF","Mid-Size Grocery",11.96
"Portland","OR","Supermarket",11.96
"Salem","OR","Deluxe Supermarket",11.96
"Seattle","WA","Supermarket",11.96
"Spokane","WA","Supermarket",11.96
"Tacoma","WA","Deluxe Supermarket",11.96
"Vancouver","BC","Deluxe Supermarket",11.96
"Hidalgo","Zacatecas","Deluxe Supermarket",12
"Merida","Yucatan","Deluxe Supermarket",12
"Portland","OR","Supermarket",12
"Salem","OR","Deluxe Supermarket",12
"Spokane","WA","Supermarket",12
"Tacoma","WA","Deluxe Supermarket",12
"Vancouver","BC","Deluxe Supermarket",12
"Camacho","Zacatecas","Gourmet Supermarket",12.05
"Hidalgo","Zacatecas","Deluxe Supermarket",12.05
"Los Angeles","CA","Supermarket",12.05
"Salem","OR","Deluxe Supermarket",12.05
"Seattle","WA","Supermarket",12.05
"Spokane","WA","Supermarket",12.05
"Tacoma","WA","Deluxe Supermarket",12.05
"Vancouver","BC","Deluxe Supermarket",12.05
"Beverly Hills","CA","Gourmet Supermarket",12.1
"Hidalgo","Zacatecas","Mid-Size Grocery",12.1
"Los Angeles","CA","Supermarket",12.1
"Tacoma","WA","Deluxe Supermarket",12.1
"Merida","Yucatan","Deluxe Supermarket",12.15
"Seattle","WA","Supermarket",12.15
"Acapulco","Guerrero","Supermarket",12.2
"Hidalgo","Zacatecas","Deluxe Supermarket",12.2
"Salem","OR","Deluxe Supermarket",12.2
"Seattle","WA","Supermarket",12.2
"Vancouver","BC","Deluxe Supermarket",12.2
"Beverly Hills","CA","Gourmet Supermarket",12.25
"Bremerton","WA","Supermarket",12.25
"Camacho","Zacatecas","Gourmet Supermarket",12.25
"Hidalgo","Zacatecas","Deluxe Supermarket",12.25
"Merida","Yucatan","Deluxe Supermarket",12.25
"Vancouver","BC","Deluxe Supermarket",12.25
"Los Angeles","CA","Supermarket",12.3
"Salem","OR","Deluxe Supermarket",12.3
"Spokane","WA","Supermarket",12.3
"Vancouver","BC","Deluxe Supermarket",12.3
"Bremerton","WA","Supermarket",12.35
"Hidalgo","Zacatecas","Deluxe Supermarket",12.35
"Hidalgo","Zacatecas","Mid-Size Grocery",12.35
"Merida","Yucatan","Deluxe Supermarket",12.35
"Orizaba","Veracruz","Supermarket",12.35
"Portland","OR","Supermarket",12.35
"Salem","OR","Deluxe Supermarket",12.35
"Seattle","WA","Supermarket",12.35
"Spokane","WA","Supermarket",12.35
"Tacoma","WA","Deluxe Supermarket",12.35
"Vancouver","BC","Deluxe Supermarket",12.35
"Beverly Hills","CA","Gourmet Supermarket",12.4
"Bremerton","WA","Supermarket",12.4
"Hidalgo","Zacatecas","Deluxe Supermarket",12.4
"Hidalgo","Zacatecas","Mid-Size Grocery",12.4
"Los Angeles","CA","Supermarket",12.4
"Mexico City","DF","Mid-Size Grocery",12.4
"Portland","OR","Supermarket",12.4
"Salem","OR","Deluxe Supermarket",12.4
"Seattle","WA","Supermarket",12.4
"Spokane","WA","Supermarket",12.4
"Tacoma","WA","Deluxe Supermarket",12.4
"Vancouver","BC","Deluxe Supermarket",12.4
"Acapulco","Guerrero","Supermarket",12.44
"Beverly Hills","CA","Gourmet Supermarket",12.44
"Bremerton","WA","Supermarket",12.44
"Camacho","Zacatecas","Gourmet Supermarket",12.44
"Hidalgo","Zacatecas","Deluxe Supermarket",12.44
"Hidalgo","Zacatecas","Mid-Size Grocery",12.44
"Los Angeles","CA","Supermarket",12.44
"Merida","Yucatan","Deluxe Supermarket",12.44
"Mexico City","DF","Mid-Size Grocery",12.44
"Orizaba","Veracruz","Supermarket",12.44
"Portland","OR","Supermarket",12.44
"Salem","OR","Deluxe Supermarket",12.44
"Seattle","WA","Supermarket",12.44
"Spokane","WA","Supermarket",12.44
"Tacoma","WA","Deluxe Supermarket",12.44
"Vancouver","BC","Deluxe Supermarket",12.44
"Bremerton","WA","Supermarket",12.45
"Hidalgo","Zacatecas","Deluxe Supermarket",12.45
"Hidalgo","Zacatecas","Mid-Size Grocery",12.45
"Los Angeles","CA","Supermarket",12.45
"Merida","Yucatan","Deluxe Supermarket",12.45
"Tacoma","WA","Deluxe Supermarket",12.45
"Vancouver","BC","Deluxe Supermarket",12.45
"Acapulco","Guerrero","Supermarket",12.48
"Camacho","Zacatecas","Gourmet Supermarket",12.48
"Hidalgo","Zacatecas","Deluxe Supermarket",12.48
"Los Angeles","CA","Supermarket",12.48
"Merida","Yucatan","Deluxe Supermarket",12.48
"Portland","OR","Supermarket",12.48
"Seattle","WA","Supermarket",12.48
"Spokane","WA","Supermarket",12.48
"Tacoma","WA","Deluxe Supermarket",12.48
"Vancouver","BC","Deluxe Supermarket",12.48
"Victoria","BC","Mid-Size Grocery",12.48
"Camacho","Zacatecas","Gourmet Supermarket",12.5
"Hidalgo","Zacatecas","Deluxe Supermarket",12.5
"Acapulco","Guerrero","Supermarket",12.52
"Beverly Hills","CA","Gourmet Supermarket",12.52
"Bremerton","WA","Supermarket",12.52
"Los Angeles","CA","Supermarket",12.52
"Merida","Yucatan","Deluxe Supermarket",12.52
"Mexico City","DF","Mid-Size Grocery",12.52
"Portland","OR","Supermarket",12.52
"Salem","OR","Deluxe Supermarket",12.52
"Seattle","WA","Supermarket",12.52
"Spokane","WA","Supermarket",12.52
"Tacoma","WA","Deluxe Supermarket",12.52
"Vancouver","BC","Deluxe Supermarket",12.52
"Los Angeles","CA","Supermarket",12.55
"Portland","OR","Supermarket",12.55
"Spokane","WA","Supermarket",12.55
"Vancouver","BC","Deluxe Supermarket",12.55
"Beverly Hills","CA","Gourmet Supermarket",12.56
"Camacho","Zacatecas","Gourmet Supermarket",12.56
"Los Angeles","CA","Supermarket",12.56
"Merida","Yucatan","Deluxe Supermarket",12.56
"Orizaba","Veracruz","Supermarket",12.56
"Portland","OR","Supermarket",12.56
"Salem","OR","Deluxe Supermarket",12.56
"Seattle","WA","Supermarket",12.56
"Tacoma","WA","Deluxe Supermarket",12.56
"Vancouver","BC","Deluxe Supermarket",12.56
"Acapulco","Guerrero","Supermarket",12.6
"Beverly Hills","CA","Gourmet Supermarket",12.6
"Bremerton","WA","Supermarket",12.6
"Camacho","Zacatecas","Gourmet Supermarket",12.6
"Hidalgo","Zacatecas","Deluxe Supermarket",12.6
"Hidalgo","Zacatecas","Mid-Size Grocery",12.6
"Los Angeles","CA","Supermarket",12.6
"Merida","Yucatan","Deluxe Supermarket",12.6
"Mexico City","DF","Mid-Size Grocery",12.6
"Orizaba","Veracruz","Supermarket",12.6
"Portland","OR","Supermarket",12.6
"Salem","OR","Deluxe Supermarket",12.6
"Seattle","WA","Supermarket",12.6
"Spokane","WA","Supermarket",12.6
"Tacoma","WA","Deluxe Supermarket",12.6
"Vancouver","BC","Deluxe Supermarket",12.6
"Bremerton","WA","Supermarket",12.64
"Camacho","Zacatecas","Gourmet Supermarket",12.64
"Hidalgo","Zacatecas","Deluxe Supermarket",12.64
"Los Angeles","CA","Supermarket",12.64
"Merida","Yucatan","Deluxe Supermarket",12.64
"Mexico City","DF","Mid-Size Grocery",12.64
"Portland","OR","Supermarket",12.64
"Salem","OR","Deluxe Supermarket",12.64
"Seattle","WA","Supermarket",12.64
"Spokane","WA","Supermarket",12.64
"Tacoma","WA","Deluxe Supermarket",12.64
"Vancouver","BC","Deluxe Supermarket",12.64
"Acapulco","Guerrero","Supermarket",12.65
"Bremerton","WA","Supermarket",12.65
"Hidalgo","Zacatecas","Deluxe Supermarket",12.65
"Los Angeles","CA","Supermarket",12.65
"Mexico City","DF","Mid-Size Grocery",12.65
"Orizaba","Veracruz","Supermarket",12.65
"Portland","OR","Supermarket",12.65
"Seattle","WA","Supermarket",12.65
"Spokane","WA","Supermarket",12.65
"Vancouver","BC","Deluxe Supermarket",12.65
"Acapulco","Guerrero","Supermarket",12.68
"Beverly Hills","CA","Gourmet Supermarket",12.68
"Bremerton","WA","Supermarket",12.68
"Hidalgo","Zacatecas","Mid-Size Grocery",12.68
"Los Angeles","CA","Supermarket",12.68
"Merida","Yucatan","Deluxe Supermarket",12.68
"Portland","OR","Supermarket",12.68
"Salem","OR","Deluxe Supermarket",12.68
"Seattle","WA","Supermarket",12.68
"Tacoma","WA","Deluxe Supermarket",12.68
"Vancouver","BC","Deluxe Supermarket",12.68
"Acapulco","Guerrero","Supermarket",12.7
"Beverly Hills","CA","Gourmet Supermarket",12.72
"Hidalgo","Zacatecas","Deluxe Supermarket",12.72
"Hidalgo","Zacatecas","Mid-Size Grocery",12.72
"Los Angeles","CA","Supermarket",12.72
"Merida","Yucatan","Deluxe Supermarket",12.72
"Orizaba","Veracruz","Supermarket",12.72
"Portland","OR","Supermarket",12.72
"Salem","OR","Deluxe Supermarket",12.72
"Seattle","WA","Supermarket",12.72
"Spokane","WA","Supermarket",12.72
"Tacoma","WA","Deluxe Supermarket",12.72
"Vancouver","BC","Deluxe Supermarket",12.72
"Victoria","BC","Mid-Size Grocery",12.72
"Beverly Hills","CA","Gourmet Supermarket",12.75
"Camacho","Zacatecas","Gourmet Supermarket",12.75
"Hidalgo","Zacatecas","Deluxe Supermarket",12.75
"Merida","Yucatan","Deluxe Supermarket",12.75
"Spokane","WA","Supermarket",12.75
"Vancouver","BC","Deluxe Supermarket",12.75
"Acapulco","Guerrero","Supermarket",12.76
"Beverly Hills","CA","Gourmet Supermarket",12.76
"Bremerton","WA","Supermarket",12.76
"Camacho","Zacatecas","Gourmet Supermarket",12.76
"Hidalgo","Zacatecas","Deluxe Supermarket",12.76
"Hidalgo","Zacatecas","Mid-Size Grocery",12.76
"Los Angeles","CA","Supermarket",12.76
"Merida","Yucatan","Deluxe Supermarket",12.76
"Mexico City","DF","Mid-Size Grocery",12.76
"Orizaba","Veracruz","Supermarket",12.76
