"brand_name","food_category","food_department","food_family","srp","gross_weight","net_weight","recyclable_package","low_fat","units_per_case"
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.14,12.8,10.8,0,0,24
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Steady","Bathroom Products","Health and Hygiene","Non-Consumable",0.96,19.9,18.8,0,0,11
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Consolidated","Bathroom Products","Health and Hygiene","Non-Consumable",2.47,11.7,10.6,0,0,14
"Faux Products","Bathroom Products","Health and Hygiene","Non-Consumable",2.26,12.9,9.89,0,0,23
"Hilltop","Bathroom Products","Health and Hygiene","Non-Consumable",3.38,13.7,10.6,1,0,20
"Bird Call","Bathroom Products","Health and Hygiene","Non-Consumable",2.76,14.4,11.3,1,0,26
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.14,12.8,10.8,0,0,24
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.14,12.8,10.8,0,0,24
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.14,12.8,10.8,0,0,24
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.14,12.8,10.8,0,0,24
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.14,12.8,10.8,0,0,24
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.14,12.8,10.8,0,0,24
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.14,12.8,10.8,0,0,24
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.59,17.6,15.6,0,0,31
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",3.79,16.3,15.2,1,0,5
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Good","Beer and Wine","Alcoholic Beverages","Drink",1.62,6.89,5.88,0,0,13
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",1.86,10.3,8.3,0,0,11
"Pearl","Beer and Wine","Alcoholic Beverages","Drink",0.91,11.6,8.6,0,0,33
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.14,12.8,10.8,0,0,24
"Good","Beer and Wine","Alcoholic Beverages","Drink",2.18,9.35,6.35,0,0,33
"Top Measure","Beer and Wine","Alcoholic Beverages","Drink",1.1,11.8,9.8,1,0,28
"Portsmouth","Beer and Wine","Alcoholic Beverages","Drink",2.16,16.2,13.2,1,0,20
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
"Walrus","Beer and Wine","Alcoholic Beverages","Drink",2.62,6.11,3.11,1,0,31
