promotion_name,media_type,cost,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions
High Roller Savings,Daily Paper,101.84,17.55,7.5465,5
Money Savers,Cash Register Handout,53.01,2.68,0.9648,4
Super Wallet Savers,Cash Register Handout,140.19,7.16,3.0788,2
You Save Days,TV,108.22,6.44,2.4472,4
Price Savers,In-Store Coupon,81.85,11.85,3.6735,3
Free For All,"Sunday Paper, Radio",126.24,8.94,3.8442,3
Money Savers,Cash Register Handout,53.01,2.22,0.7326,3
One Day Sale,"Daily Paper, Radio, TV",117.29,9.84,4.2312,4
Price Savers,Product Attachment,62.27,11.92,3.6952,4
Price Slashers,Sunday Paper,67.2,10.74,3.9738,3
Saving Days,"Daily Paper, Radio",118.36,11.85,3.555,3
Sale Winners,Product Attachment,137.7,10.74,3.759,3
Sale Winners,Product Attachment,137.7,14.32,5.8712,4
Price Savers,Product Attachment,62.27,14.32,5.012,4
Weekend Markdown,Daily Paper,140.57,1.34,0.469,2
Free For All,"Sunday Paper, Radio",126.24,7.38,2.4354,3
Green Light Days,Cash Register Handout,139.19,5.68,2.7832,2
Weekend Markdown,Daily Paper,140.57,11.4,5.016,4
Free For All,Daily Paper,52.06,10.04,4.016,4
Unbeatable Price Savers,Product Attachment,124.36,4.92,1.7712,2
Weekend Markdown,Daily Paper,140.57,3.7,1.85,5
Price Savers,In-Store Coupon,81.85,10.74,4.833,3
Shelf Clearing Days,"Daily Paper, Radio",76.41,4.83,1.8837,3
Big Time Discounts,Product Attachment,109.93,11.92,4.2912,4
Unbeatable Price Savers,Product Attachment,124.36,6.44,1.9964,4
Price Slashers,Sunday Paper,67.2,8.94,3.3972,3
Saving Days,"Daily Paper, Radio",118.36,7.9,3.792,2
Weekend Markdown,Daily Paper,140.57,8.94,2.7714,3
You Save Days,TV,108.22,3.7,1.48,2
One Day Sale,"Daily Paper, Radio, TV",117.29,5.02,2.259,2
You Save Days,TV,108.22,10.74,3.759,3
Sale Winners,Product Attachment,137.7,8.55,4.1895,3
Unbeatable Price Savers,Product Attachment,124.36,2.49,0.7968,3
Saving Days,"Daily Paper, Radio",118.36,3.7,1.221,5
Free For All,Daily Paper,52.06,4.92,1.9188,2
Saving Days,"Daily Paper, Radio",118.36,10.74,4.0812,3
Saving Days,"Daily Paper, Radio",118.36,11.85,5.688,3
Go For It,"Daily Paper, Radio",67.01,8.94,2.7714,3
Money Savers,Cash Register Handout,53.01,2.96,1.1544,4
Green Light Days,Cash Register Handout,139.19,2.96,1.184,4
Fantastic Discounts,"Daily Paper, Radio, TV",120.09,5.7,1.824,2
Unbeatable Price Savers,Daily Paper,104.3,8.55,4.104,3
Dollar Cutters,Daily Paper,110.52,7.02,3.4398,2
Double Down Sale,Product Attachment,129.64,5.96,2.682,2
Sales Galore,"Daily Paper, Radio",109.03,1.48,0.6364,2
Price Destroyers,"Sunday Paper, Radio",115.05,5.7,2.394,2
Super Duper Savers,Cash Register Handout,129.5,2.01,0.9648,3
Price Destroyers,"Daily Paper, Radio, TV",58.27,2.01,0.8844,3
Go For It,Radio,105.74,6.44,2.4472,4
Shelf Clearing Days,Sunday Paper,106.1,7.38,3.0258,3
Price Cutters,Cash Register Handout,145.52,11.4,3.534,4
Green Light Special,In-Store Coupon,123.02,9.12,3.8304,4
Super Duper Savers,Cash Register Handout,129.5,4.92,1.8696,2
Mystery Sale,Bulk Mail,84.97,6.84,3.3516,3
You Save Days,Sunday Paper,51.27,10.53,3.8961,3
Price Destroyers,"Sunday Paper, Radio",115.05,14.32,7.16,4
Shelf Clearing Days,In-Store Coupon,109.21,5.7,2.166,2
Free For All,Radio,140.9,8.55,3.078,3
High Roller Savings,"Daily Paper, Radio, TV",68.15,2.01,0.6633,3
Save-It Sale,"Daily Paper, Radio",64.84,7.38,2.5092,3
Price Slashers,"Sunday Paper, Radio, TV",86.21,5.02,2.51,2
Sales Days,Daily Paper,62.71,5.96,2.98,2
High Roller Savings,"Daily Paper, Radio, TV",68.15,10.53,4.0014,3
Green Light Special,In-Store Coupon,123.02,8.52,2.982,3
Price Destroyers,"Daily Paper, Radio, TV",58.27,8.52,3.5784,3
Super Duper Savers,Cash Register Handout,129.5,3.32,1.2284,4
Super Duper Savers,Cash Register Handout,129.5,15.8,7.742,4
Super Duper Savers,Cash Register Handout,129.5,6.44,2.0608,4
High Roller Savings,"Daily Paper, Radio, TV",68.15,11.4,3.648,4
Shelf Clearing Days,In-Store Coupon,109.21,2.22,1.0878,3
Super Duper Savers,Cash Register Handout,129.5,2.96,0.9768,4
High Roller Savings,"Daily Paper, Radio, TV",68.15,11.85,4.503,3
Coupon Spectacular,TV,51.47,1.34,0.603,2
Coupon Spectacular,TV,51.47,5.55,2.553,3
Price Destroyers,"Sunday Paper, Radio",115.05,3.22,1.288,2
Two for One,Product Attachment,106.2,5.7,1.824,2
Two for One,Product Attachment,106.2,10.53,3.5802,3
Price Cutters,Cash Register Handout,145.52,10.53,4.6332,3
Free For All,Radio,140.9,7.38,3.1734,3
Free For All,Radio,140.9,9.12,3.9216,4
Dollar Cutters,TV,66.18,7.53,2.9367,3
Super Duper Savers,Cash Register Handout,129.5,17.9,6.086,5
Save-It Sale,"Daily Paper, Radio",64.84,10.04,4.4176,4
High Roller Savings,"Daily Paper, Radio, TV",68.15,9.84,3.3456,4
Dollar Cutters,TV,66.18,17.9,7.518,5
Sales Days,Daily Paper,62.71,4.56,1.824,2
Sales Days,Daily Paper,62.71,7.02,2.6676,2
You Save Days,Sunday Paper,51.27,10.53,3.159,3
Coupon Spectacular,TV,51.47,11.92,5.96,4
Price Slashers,"Sunday Paper, Radio, TV",86.21,8.05,4.025,5
Money Savers,"Sunday Paper, Radio, TV",82.61,3.32,1.5604,4
Price Cutters,Sunday Paper,69.42,3.22,1.5778,2
Savings Galore,"Sunday Paper, Radio",105.26,2.51,1.2299,1
Dimes Off,Bulk Mail,84.97,2.98,0.894,1
Dimes Off,Bulk Mail,84.97,3.22,1.1914,2
Fantastic Discounts,"Sunday Paper, Radio, TV",134.01,3.22,1.3524,2
You Save Days,In-Store Coupon,95.25,2.46,1.107,1
Dimes Off,In-Store Coupon,101.65,3.22,1.2236,2
Price Cutters,Sunday Paper,69.42,7.02,3.2292,2
One Day Sale,Street Handout,119.62,8.52,2.982,3
Price Cutters,Sunday Paper,69.42,4.92,2.214,2
Cash Register Lottery,"Sunday Paper, Radio",123.61,5.04,2.3184,3
Big Time Discounts,"Daily Paper, Radio",111.51,1.53,0.7497,3
Cash Register Lottery,"Sunday Paper, Radio",123.61,7.68,3.6864,4
Price Savers,"Sunday Paper, Radio",80.29,6.57,3.0222,3
Cash Register Lottery,"Daily Paper, Radio, TV",55.59,6.96,2.5752,3
Cash Register Lottery,In-Store Coupon,95.78,2.79,1.3392,3
I Cant Believe It Sale,Product Attachment,69.47,8.76,2.9784,3
Cash Register Lottery,"Daily Paper, Radio",59.86,5.76,2.016,3
Double Down Sale,Radio,50.79,3.72,1.6368,4
Free For All,Product Attachment,143.83,3.7,1.147,2
Price Slashers,"Sunday Paper, Radio, TV",54.11,11.43,4.4577,3
Green Light Days,Daily Paper,66.27,14.55,6.111,5
I Cant Believe It Sale,Product Attachment,69.47,8.73,4.2777,3
Cash Register Lottery,"Daily Paper, Radio",59.86,7.62,3.1242,2
Cash Register Lottery,"Daily Paper, Radio",59.86,3.82,1.8718,2
Bag Stuffers,"Daily Paper, Radio",126.62,6.72,3.2256,4
Bag Stuffers,"Daily Paper, Radio",126.62,9.28,3.0624,4
Cash Register Lottery,"Daily Paper, Radio",59.86,8.76,3.066,3
I Cant Believe It Sale,Product Attachment,69.47,2.04,0.6936,4
Big Time Discounts,"Daily Paper, Radio",111.51,6.96,2.2272,3
Cash Register Lottery,"Daily Paper, Radio",59.86,6.96,3.0624,3
Price Savers,"Sunday Paper, Radio",80.29,2.79,0.9207,3
Cash Register Lottery,"Daily Paper, Radio",59.86,2.79,1.1997,3
High Roller Savings,"Daily Paper, Radio",84.16,1.86,0.9114,3
Cash Register Lottery,"Daily Paper, Radio",59.86,5.82,1.9788,2
I Cant Believe It Sale,Product Attachment,69.47,3.72,1.1904,4
Cash Register Lottery,"Sunday Paper, Radio",123.61,4.38,1.971,2
Cash Register Lottery,"Daily Paper, Radio",59.86,5.82,1.8624,2
Price Savers,"Sunday Paper, Radio",80.29,2.04,0.918,4
Bag Stuffers,Product Attachment,82.62,5.76,2.0736,3
One Day Sale,"Daily Paper, Radio, TV",131.75,5.84,2.1608,2
Double Down Sale,Radio,50.79,5.55,2.0535,3
I Cant Believe It Sale,Product Attachment,69.47,1.86,0.8184,3
Cash Register Lottery,"Daily Paper, Radio, TV",55.59,3.7,1.258,2
Price Savers,"Sunday Paper, Radio",80.29,8.4,3.192,5
Green Light Days,Daily Paper,66.27,2.32,0.9048,2
Cash Register Lottery,"Sunday Paper, Radio",123.61,2.79,1.3671,3
Free For All,Product Attachment,143.83,7.64,3.2852,4
Double Down Sale,Radio,50.79,7.62,2.5146,2
I Cant Believe It Sale,Product Attachment,69.47,1.66,0.5644,2
Cash Register Lottery,"Daily Paper, Radio",59.86,4.92,1.5744,2
Bag Stuffers,"Daily Paper, Radio",126.62,7.64,3.2088,4
Big Time Discounts,"Daily Paper, Radio",111.51,4.64,2.2736,2
Green Light Days,Daily Paper,66.27,3.48,1.0788,3
Bag Stuffers,"Daily Paper, Radio",126.62,7.38,2.583,3
Save-It Sale,Radio,144.38,4.38,2.19,2
Bag Stuffers,Product Attachment,82.62,9.55,4.011,5
Double Down Sale,Radio,50.79,1.86,0.744,3
Cash Register Lottery,"Daily Paper, Radio",59.86,2.49,0.8964,3
Cash Register Lottery,"Daily Paper, Radio, TV",55.59,8.76,3.066,3
One Day Sale,"Daily Paper, Radio, TV",131.75,4.64,1.624,2
Two for One,Product Attachment,59.83,11.68,3.6208,4
Big Promo,Sunday Paper,51.12,7.38,3.5424,3
Three for One,Product Attachment,122.47,8.76,2.9784,4
Free For All,In-Store Coupon,109.06,8.73,3.3174,3
Weekend Markdown,In-Store Coupon,73.05,2.55,0.918,5
Super Savers,Cash Register Handout,71.51,7.38,3.0258,3
Save-It Sale,Sunday Paper,139.37,6.96,2.2272,3
Price Savers,Street Handout,115.13,7.38,3.2472,3
Dollar Cutters,"Sunday Paper, Radio",136.74,8.73,3.0555,3
Double Down Sale,TV,95.74,8.73,4.2777,3
Free For All,In-Store Coupon,109.06,2.79,0.8928,3
Weekend Markdown,In-Store Coupon,73.05,3.48,1.4616,3
Two Day Sale,Daily Paper,103.65,1.53,0.5661,3
Super Duper Savers,Sunday Paper,69.65,8.76,3.2412,3
Tip Top Savings,Street Handout,142.58,11.43,4.3434,3
Three for One,Product Attachment,122.47,5.55,2.7195,3
Weekend Markdown,In-Store Coupon,73.05,1.86,0.9114,3
Free For All,Street Handout,55.18,5.55,2.109,3
Super Duper Savers,Daily Paper,91.0,3.72,1.1532,4
Dollar Days,"Daily Paper, Radio",138.81,6.72,3.1584,4
Free For All,In-Store Coupon,109.06,6.72,2.2848,4
Save-It Sale,Sunday Paper,139.37,7.64,2.4448,4
Two Day Sale,Daily Paper,103.65,2.55,1.0965,5
Super Savers,Cash Register Handout,71.51,2.49,0.7968,3
Big Promo,Sunday Paper,51.12,1.53,0.6732,3
Two for One,Product Attachment,59.83,1.24,0.5828,2
Super Duper Savers,Daily Paper,91.0,9.28,3.712,4
Price Savers,"Sunday Paper, Radio",111.7,2.79,1.2555,3
Dollar Days,"Daily Paper, Radio",138.81,6.57,2.7594,3
Dollar Days,"Daily Paper, Radio",138.81,2.04,0.6324,4
Free For All,Street Handout,55.18,11.43,3.7719,3
Sales Galore,Product Attachment,149.08,8.76,2.8032,3
Double Down Sale,TV,95.74,9.28,3.9904,4
Double Down Sale,TV,95.74,3.72,1.8228,4
Sales Galore,Product Attachment,149.08,7.62,3.5814,2
Double Down Sale,TV,95.74,5.82,2.328,2
Price Savers,Street Handout,115.13,7.64,3.82,4
Price Savers,"Sunday Paper, Radio",111.7,9.84,4.2312,4
Super Duper Savers,Daily Paper,91.0,3.36,1.3104,2
Price Winners,In-Store Coupon,94.63,8.73,3.6666,3
Price Savers,Street Handout,115.13,11.43,3.6576,3
Super Duper Savers,Sunday Paper,69.65,3.48,1.5312,3
Dollar Cutters,"Sunday Paper, Radio",136.74,2.49,0.7968,3
Super Savers,Cash Register Handout,71.51,5.04,1.6128,3
Free For All,Street Handout,55.18,5.04,1.764,3
Sales Galore,Product Attachment,149.08,3.82,1.6044,2
Tip Top Savings,Street Handout,142.58,3.36,1.1424,2
Two Day Sale,Radio,91.28,5.55,2.3865,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,7.38,3.3948,3
Dollar Cutters,Street Handout,131.46,4.38,1.6644,2
Dollar Cutters,Street Handout,131.46,1.86,0.8742,3
Big Time Savings,In-Store Coupon,135.8,4.64,1.7168,2
Unbeatable Price Savers,Bulk Mail,66.78,3.36,1.6128,2
Unbeatable Price Savers,Bulk Mail,66.78,3.82,1.337,2
Two Day Sale,Radio,91.28,4.64,1.5312,4
Shelf Clearing Days,Radio,99.77,3.7,1.739,2
Weekend Markdown,"Daily Paper, Radio",69.63,5.55,2.1645,3
Dollar Cutters,Street Handout,131.46,2.49,1.1205,3
Dollar Cutters,Street Handout,131.46,5.73,2.865,3
Weekend Markdown,"Daily Paper, Radio",69.63,8.76,4.2924,3
Pick Your Savings,In-Store Coupon,83.51,8.73,2.7063,3
Weekend Markdown,"Daily Paper, Radio",69.63,5.76,2.1312,3
Two Day Sale,Radio,91.28,1.53,0.459,3
Savings Galore,Street Handout,138.53,1.66,0.6142,2
Weekend Markdown,"Daily Paper, Radio",69.63,11.43,5.4864,3
Two Day Sale,Radio,91.28,8.73,3.6666,3
Two Day Sale,Radio,91.28,5.76,2.4192,3
Price Slashers,"Sunday Paper, Radio, TV",100.44,8.76,4.38,3
Price Slashers,"Sunday Paper, Radio, TV",100.44,5.04,2.1672,3
Weekend Markdown,"Daily Paper, Radio",69.63,2.49,1.1703,3
Sales Galore,Bulk Mail,142.45,3.36,1.3104,2
Dollar Cutters,Street Handout,131.46,2.79,1.3113,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,5.04,2.1168,3
Sales Galore,Bulk Mail,142.45,1.86,0.744,2
Two Day Sale,Radio,91.28,3.84,1.4208,2
Savings Galore,Street Handout,138.53,5.76,2.6496,3
Weekend Markdown,"Daily Paper, Radio",69.63,3.84,1.5744,2
Double Down Sale,Street Handout,59.19,2.49,0.9213,3
Sales Galore,"Daily Paper, Radio, TV",145.41,9.28,2.8768,4
Dollar Cutters,Street Handout,131.46,9.84,3.936,4
Shelf Clearing Days,Radio,99.77,6.57,3.0222,3
Unbeatable Price Savers,Bulk Mail,66.78,6.96,2.088,3
Price Slashers,"Sunday Paper, Radio, TV",100.44,5.73,2.4639,3
Price Slashers,"Sunday Paper, Radio, TV",100.44,1.86,0.8928,3
Weekend Markdown,"Daily Paper, Radio",69.63,5.73,1.719,3
Weekend Markdown,"Daily Paper, Radio",69.63,2.49,0.9711,3
Unbeatable Price Savers,Bulk Mail,66.78,8.76,3.504,3
Two Day Sale,Radio,91.28,3.82,1.6808,2
Price Slashers,Radio,76.98,8.76,3.2412,4
Two Day Sale,Radio,91.28,7.38,2.2878,3
Best Savings,Street Handout,114.01,3.48,1.74,3
Sales Days,Bulk Mail,116.74,1.86,0.93,2
Price Destroyers,"Daily Paper, Radio",62.26,8.76,2.7156,3
Super Duper Savers,Daily Paper,100.91,3.7,1.258,2
Sales Days,Bulk Mail,116.74,7.4,3.256,4
Super Savers,"Sunday Paper, Radio",64.99,2.79,0.9486,3
Save-It Sale,"Daily Paper, Radio, TV",89.37,1.86,0.8928,2
Two for One,"Daily Paper, Radio, TV",57.52,7.64,2.674,4
Super Savers,"Sunday Paper, Radio",64.99,7.64,2.674,4
Dollar Cutters,"Sunday Paper, Radio, TV",135.5,1.53,0.765,3
Price Winners,"Daily Paper, Radio",114.6,11.43,5.6007,3
Save-It Sale,"Daily Paper, Radio, TV",89.37,3.32,1.2284,4
Big Promo,Radio,98.52,4.92,2.1156,2
Green Light Days,Street Handout,133.42,2.49,0.9711,3
Save-It Sale,"Daily Paper, Radio, TV",89.37,7.68,2.6112,4
Save-It Sale,"Daily Paper, Radio, TV",89.37,12.3,3.69,5
Wallet Savers,"Sunday Paper, Radio, TV",79.95,3.36,1.3104,2
Go For It,"Daily Paper, Radio, TV",100.55,1.02,0.3978,2
Wallet Savers,"Sunday Paper, Radio, TV",79.95,5.04,1.764,3
Double Down Sale,"Daily Paper, Radio",62.67,2.79,1.0881,3
Big Time Discounts,In-Store Coupon,59.4,8.76,3.504,3
Go For It,"Daily Paper, Radio, TV",100.55,2.32,0.928,2
Go For It,"Daily Paper, Radio, TV",100.55,7.38,3.3948,3
One Day Sale,In-Store Coupon,93.07,3.36,1.1424,2
Sales Days,Bulk Mail,116.74,5.04,1.8648,3
Sales Days,Bulk Mail,116.74,2.04,0.6732,4
Price Winners,"Daily Paper, Radio",114.6,11.68,5.6064,4
Big Promo,Radio,98.52,4.38,1.4454,2
Price Destroyers,"Daily Paper, Radio",62.26,2.32,1.044,2
Save-It Sale,"Daily Paper, Radio, TV",89.37,6.96,2.9928,3
Price Winners,Cash Register Handout,95.21,5.73,1.8336,3
One Day Sale,In-Store Coupon,93.07,3.7,1.813,2
Super Duper Savers,Daily Paper,100.91,5.04,1.6128,3
Savings Galore,"Sunday Paper, Radio",136.57,7.38,3.69,3
Two for One,"Daily Paper, Radio, TV",57.52,3.32,1.2616,4
Sales Days,Bulk Mail,116.74,1.86,0.7812,3
Go For It,"Daily Paper, Radio, TV",100.55,2.48,0.9424,4
Sales Days,Bulk Mail,116.74,7.68,2.8416,4
Wallet Savers,"Sunday Paper, Radio, TV",79.95,11.43,4.6863,3
Price Winners,Cash Register Handout,95.21,1.86,0.744,2
Big Promo,Radio,98.52,1.24,0.3844,2
Savings Galore,"Sunday Paper, Radio, TV",61.65,5.84,2.5112,2
Dollar Days,Sunday Paper,143.04,6.72,2.1504,4
Saving Days,Product Attachment,83.26,5.76,2.88,3
Save-It Sale,Daily Paper,81.79,8.73,4.0158,3
Price Winners,"Sunday Paper, Radio",122.51,8.73,3.9285,3
Shelf Emptiers,"Daily Paper, Radio, TV",107.89,8.73,4.1031,3
You Save Days,Bulk Mail,131.81,3.36,1.4112,2
Price Destroyers,TV,135.92,5.55,2.3865,3
High Roller Savings,Daily Paper,101.84,3.32,1.2284,4
Super Savers,"Sunday Paper, Radio",64.76,7.4,3.256,4
Pick Your Savings,Radio,147.17,3.84,1.536,2
Price Savers,Cash Register Handout,128.2,8.73,3.6666,3
Price Savers,Cash Register Handout,128.2,5.84,2.1608,2
Double Down Sale,Daily Paper,55.96,5.73,1.9482,3
High Roller Savings,Daily Paper,101.84,15.24,5.334,4
Dollar Cutters,Bulk Mail,141.26,8.4,2.52,5
Best Savings,"Daily Paper, Radio, TV",53.82,5.73,2.3493,3
Two for One,Daily Paper,68.97,3.82,1.2224,2
Dollar Cutters,Bulk Mail,141.26,1.53,0.6732,3
Price Savers,Cash Register Handout,128.2,1.86,0.6882,3
Pick Your Savings,Radio,147.17,14.6,5.256,5
Best Savings,"Daily Paper, Radio, TV",53.82,2.49,1.1703,3
Price Destroyers,TV,135.92,8.73,3.7539,3
High Roller Savings,Daily Paper,101.84,6.57,3.0222,3
High Roller Savings,Daily Paper,101.84,2.49,1.1952,3
Pick Your Savings,Radio,147.17,2.48,0.8928,4
Save-It Sale,Daily Paper,81.79,11.43,3.7719,3
High Roller Savings,Daily Paper,101.84,4.38,2.1462,2
High Roller Savings,Daily Paper,101.84,5.55,2.331,3
Save-It Sale,Daily Paper,81.79,7.68,2.4576,4
High Roller Savings,Daily Paper,101.84,4.92,1.5744,2
Price Destroyers,TV,135.92,2.32,0.7656,2
Price Winners,"Sunday Paper, Radio",122.51,5.73,2.4066,3
Save-It Sale,Daily Paper,81.79,6.72,2.6208,4
Double Down Sale,Daily Paper,55.96,7.64,2.8268,4
Price Savers,Cash Register Handout,128.2,1.86,0.6138,2
Pick Your Savings,Radio,147.17,5.55,2.442,3
Save-It Sale,Daily Paper,81.79,3.7,1.591,2
High Roller Savings,Daily Paper,101.84,2.79,1.2276,3
Pick Your Savings,Radio,147.17,3.32,1.4276,4
Save-It Sale,Daily Paper,81.79,4.38,1.971,2
High Roller Savings,Daily Paper,101.84,2.49,0.9711,3
Two for One,Daily Paper,68.97,1.53,0.5355,3
High Roller Savings,Daily Paper,101.84,6.57,2.6937,3
Best Savings,"Daily Paper, Radio, TV",53.82,5.55,1.887,3
Two Day Sale,"Daily Paper, Radio",149.75,11.68,5.3728,4
You Save Days,Bulk Mail,131.81,6.72,2.2176,4
You Save Days,Bulk Mail,131.81,1.53,0.7497,3
One Day Sale,"Daily Paper, Radio, TV",85.88,3.36,1.5456,2
Shelf Emptiers,Bulk Mail,117.86,9.28,3.8976,4
Shelf Emptiers,Bulk Mail,117.86,5.73,1.8909,3
Sales Galore,TV,106.16,1.86,0.7068,2
Two for One,Daily Paper,68.97,2.48,1.0664,4
Save-It Sale,Daily Paper,81.79,5.82,2.2116,2
Sales Galore,TV,106.16,3.32,1.4608,4
Price Cutters,Product Attachment,129.2,2.49,0.8466,3
You Save Days,Bulk Mail,131.81,2.49,1.1703,3
Sales Galore,TV,106.16,8.76,3.2412,3
Best Savings,"Daily Paper, Radio, TV",53.82,1.02,0.3774,2
Two for One,Daily Paper,68.97,7.4,3.256,4
Shelf Clearing Days,"Sunday Paper, Radio, TV",101.96,8.73,2.619,3
Two Day Sale,Sunday Paper,126.88,9.55,3.82,5
Save-It Sale,Daily Paper,81.79,5.04,2.1672,3
Sales Galore,TV,106.16,5.76,2.7072,3
Two Day Sale,Sunday Paper,126.88,7.68,3.6864,4
Big Promo,"Sunday Paper, Radio, TV",117.04,4.92,2.2632,2
Saving Days,"Sunday Paper, Radio, TV",67.11,4.92,2.0664,2
Two Day Sale,"Daily Paper, Radio",112.52,8.76,3.5916,4
Save-It Sale,Daily Paper,81.79,11.43,3.5433,3
Best Savings,"Daily Paper, Radio, TV",53.82,2.48,1.0416,4
One Day Sale,"Daily Paper, Radio, TV",85.88,2.55,0.918,5
Two Day Sale,Sunday Paper,126.88,6.96,3.2712,3
Shelf Emptiers,"Daily Paper, Radio, TV",107.89,1.02,0.3672,2
Double Down Sale,Daily Paper,55.96,9.28,4.3616,4
Price Cutters,Product Attachment,129.2,1.86,0.6138,2
Best Savings,"Daily Paper, Radio, TV",53.82,2.48,0.8184,4
Fantastic Discounts,Radio,137.46,11.43,4.2291,3
Shelf Clearing Days,"Sunday Paper, Radio, TV",101.96,5.55,2.553,3
Two Day Sale,Sunday Paper,126.88,2.48,0.8184,4
High Roller Savings,Daily Paper,101.84,7.4,2.368,4
Shelf Emptiers,"Daily Paper, Radio, TV",107.89,2.79,1.3671,3
Free For All,Daily Paper,52.06,8.76,3.1536,4
Money Savers,Cash Register Handout,53.01,1.86,0.8184,2
Price Destroyers,Radio,112.49,3.82,1.2988,2
Saving Days,"Daily Paper, Radio",118.36,15.24,7.0104,4
Free For All,Daily Paper,52.06,3.82,1.337,2
Free For All,"Sunday Paper, Radio",126.24,7.64,3.5144,4
Saving Days,"Daily Paper, Radio",118.36,1.86,0.5952,2
Green Light Days,Cash Register Handout,139.19,1.02,0.3366,2
Go For It,Product Attachment,119.3,2.79,1.116,3
Unbeatable Price Savers,Product Attachment,124.36,7.4,3.256,4
Price Slashers,Sunday Paper,67.2,3.36,1.1088,2
Unbeatable Price Savers,Product Attachment,124.36,2.04,0.714,4
One Day Sale,"Daily Paper, Radio, TV",117.29,5.55,1.8315,3
Go For It,Product Attachment,119.3,5.04,2.2176,3
Saving Days,"Daily Paper, Radio",118.36,4.38,1.4454,2
Unbeatable Price Savers,Product Attachment,124.36,2.79,1.0323,3
Go For It,Product Attachment,119.3,5.04,1.8144,3
Go For It,Product Attachment,119.3,4.64,2.0416,4
Saving Days,"Daily Paper, Radio",118.36,1.24,0.3844,2
Unbeatable Price Savers,Product Attachment,124.36,3.1,1.209,5
Free For All,Daily Paper,52.06,2.48,0.9672,4
Money Savers,Cash Register Handout,53.01,5.84,2.8032,2
Super Wallet Savers,Cash Register Handout,140.19,2.49,1.2201,3
Saving Days,"Daily Paper, Radio",118.36,2.49,1.1703,3
Unbeatable Price Savers,Product Attachment,124.36,7.38,3.3948,3
Free For All,Daily Paper,52.06,11.43,5.3721,3
Go For It,"Daily Paper, Radio",67.01,3.7,1.813,2
Unbeatable Price Savers,Product Attachment,124.36,2.79,1.3671,3
Free For All,Daily Paper,52.06,11.43,4.572,3
One Day Sale,"Daily Paper, Radio, TV",117.29,8.76,3.2412,3
High Roller Savings,TV,72.61,2.48,1.0416,4
Weekend Markdown,Street Handout,117.4,2.04,0.6528,4
Green Light Days,Cash Register Handout,139.19,3.36,1.008,2
Super Wallet Savers,Cash Register Handout,140.19,15.24,6.4008,4
Unbeatable Price Savers,Product Attachment,124.36,8.73,4.1031,3
Unbeatable Price Savers,Product Attachment,124.36,2.79,1.3113,3
You Save Days,TV,108.22,8.76,4.2048,4
Super Wallet Savers,Cash Register Handout,140.19,2.79,0.9486,3
Green Light Days,Cash Register Handout,139.19,1.53,0.7497,3
Wallet Savers,"Daily Paper, Radio, TV",53.13,2.49,0.8466,3
Price Destroyers,Radio,112.49,3.84,1.8432,2
Go For It,"Daily Paper, Radio",67.01,5.76,2.0736,3
Go For It,"Daily Paper, Radio",67.01,15.24,7.3152,4
Weekend Markdown,Daily Paper,140.57,6.57,2.8251,3
You Save Days,TV,108.22,1.24,0.5704,2
Green Light Days,Cash Register Handout,139.19,3.48,1.74,3
Money Savers,Cash Register Handout,53.01,6.72,3.024,4
Wallet Savers,"Daily Paper, Radio, TV",53.13,3.48,1.0788,3
Free For All,Daily Paper,52.06,3.82,1.4898,2
Price Destroyers,Sunday Paper,121.44,1.86,0.7998,2
Green Light Days,Cash Register Handout,139.19,3.7,1.813,2
One Day Sale,Cash Register Handout,138.96,5.84,2.4528,2
Tip Top Savings,Cash Register Handout,79.13,3.81,1.7907,1
Fantastic Discounts,"Daily Paper, Radio, TV",120.09,1.24,0.3844,2
Sale Winners,Bulk Mail,108.02,1.68,0.5712,1
Tip Top Savings,Cash Register Handout,79.13,1.86,0.558,2
Shelf Clearing Days,In-Store Coupon,109.21,5.55,1.8315,3
Price Destroyers,"Daily Paper, Radio, TV",58.27,7.68,2.8416,4
Free For All,Radio,140.9,14.6,4.818,5
Shelf Clearing Days,Sunday Paper,106.1,2.04,0.6732,4
Save-It Sale,"Daily Paper, Radio",64.84,1.86,0.7998,3
Super Duper Savers,Cash Register Handout,129.5,1.86,0.6324,2
Three for One,Sunday Paper,118.25,3.7,1.295,2
Shelf Clearing Days,In-Store Coupon,109.21,11.43,3.8862,3
Mystery Sale,Bulk Mail,84.97,9.84,4.7232,4
Super Duper Savers,Cash Register Handout,129.5,7.38,3.0258,3
Price Destroyers,"Daily Paper, Radio, TV",58.27,6.96,2.5056,3
Go For It,Radio,105.74,9.28,3.712,4
Super Duper Savers,Cash Register Handout,129.5,1.66,0.6474,2
Three for One,Sunday Paper,118.25,5.04,1.7136,3
Super Duper Savers,Cash Register Handout,129.5,11.43,3.6576,3
Two for One,Product Attachment,106.2,9.28,4.5472,4
Green Light Special,In-Store Coupon,123.02,6.96,2.5056,3
Mystery Sale,Bulk Mail,84.97,6.96,2.436,3
Super Wallet Savers,"Daily Paper, Radio",109.14,5.04,1.9152,3
Price Destroyers,"Daily Paper, Radio, TV",58.27,11.64,4.074,4
Three for One,Sunday Paper,118.25,7.62,2.9718,2
