product_id,brand_name,food_category,food_department,food_family,SRP,gross_weight,net_weight,recyclable_package,low_fat,units_per_case
prod23396,Moms,Meat,Deli,Food,1.49,11.3,10.3,1,0,32
prod23742,National,Eggs,Eggs,Food,2.89,21.3,19.2,0,1,23
prod23743,Blue Medal,Eggs,Eggs,Food,2.13,17.0,15.0,0,0,35
prod23744,National,Eggs,Eggs,Food,3.74,21.3,19.2,0,1,24
prod23746,Blue Medal,Eggs,Eggs,Food,1.32,12.4,10.3,0,1,9
prod23747,Urban,Eggs,Eggs,Food,2.35,19.3,17.2,1,1,35
prod23748,Jumbo,Eggs,Eggs,Food,0.75,8.94,6.93,0,0,23
prod23751,Urban,Eggs,Eggs,Food,1.31,9.21,7.21,0,0,9
prod23752,Urban,Eggs,Eggs,Food,3.74,10.3,8.3,1,0,34
prod23753,National,Eggs,Eggs,Food,0.93,16.6,14.6,0,1,8
prod23755,Giant,Eggs,Eggs,Food,1.71,9.05,7.05,0,1,20
prod23758,Jumbo,Eggs,Eggs,Food,2.97,7.62,5.61,1,0,3
prod23759,National,Eggs,Eggs,Food,1.17,17.0,15.0,0,1,34
prod23766,Giant,Eggs,Eggs,Food,1.65,19.8,16.7,1,1,27
prod23769,Giant,Eggs,Eggs,Food,2.26,12.2,10.1,0,1,35
prod23776,Jumbo,Eggs,Eggs,Food,1.42,21.7,19.7,0,1,4
prod23781,Jumbo,Eggs,Eggs,Food,3.84,21.9,18.8,0,1,29
prod23791,Blue Medal,Eggs,Eggs,Food,3.63,17.1,14.1,0,0,31
prod23792,Urban,Eggs,Eggs,Food,1.3,13.0,10.0,0,1,29
prod23796,Blue Medal,Eggs,Eggs,Food,2.19,19.5,17.5,1,1,3
prod23798,National,Eggs,Eggs,Food,2.19,18.0,17.0,1,1,11
prod23804,Giant,Eggs,Eggs,Food,1.33,10.9,9.89,1,1,33
prod23805,Urban,Eggs,Eggs,Food,1.79,14.1,12.1,0,0,27
prod23821,Jumbo,Eggs,Eggs,Food,2.68,7.38,5.38,1,0,2
prod23833,Giant,Eggs,Eggs,Food,3.84,18.8,16.7,0,0,33
prod23883,Blue Medal,Eggs,Eggs,Food,2.8,14.7,12.6,0,1,13
prod24373,Denny,Hardware,Household,Non-Consumable,2.38,14.7,11.6,0,0,4
prod24374,High Quality,Hardware,Household,Non-Consumable,2.62,7.64,5.63,1,0,30
prod24376,Cormorant,Hardware,Household,Non-Consumable,2.47,12.6,11.6,1,0,10
prod24377,Red Wing,Hardware,Household,Non-Consumable,0.82,9.47,8.47,1,0,10
prod24378,Cormorant,Hardware,Household,Non-Consumable,2.28,9.63,8.63,1,0,21
prod24380,Denny,Hardware,Household,Non-Consumable,1.52,10.0,8.0,1,0,32
prod24383,Sunset,Hardware,Household,Non-Consumable,1.72,17.3,15.2,0,0,14
prod24385,High Quality,Hardware,Household,Non-Consumable,3.24,9.42,7.42,1,0,20
prod24387,Red Wing,Hardware,Household,Non-Consumable,3.52,21.3,19.2,1,0,26
prod24397,Sunset,Hardware,Household,Non-Consumable,1.83,19.6,17.6,1,0,15
prod24610,Pleasant,Canned Sardines,Canned Foods,Food,1.87,13.2,11.1,1,1,29
prod24612,Better,Canned Sardines,Canned Foods,Food,1.2,11.8,8.8,0,1,7
prod24615,Blue Label,Canned Sardines,Canned Foods,Food,1.8,14.0,11.0,1,0,26
prod24616,Just Right,Canned Sardines,Canned Foods,Food,0.79,6.89,4.88,1,1,24
prod24619,Bravo,Canned Sardines,Canned Foods,Food,2.68,6.44,5.44,1,0,28
prod24716,Just Right,Canned Clams,Canned Foods,Food,2.23,7.65,5.65,0,0,6
prod24717,Better,Canned Clams,Canned Foods,Food,2.11,17.6,16.6,1,1,36
prod24719,Pleasant,Canned Clams,Canned Foods,Food,0.79,9.65,7.64,1,0,14
prod24720,Blue Label,Canned Clams,Canned Foods,Food,1.69,16.7,14.7,1,1,30
prod24725,Bravo,Canned Clams,Canned Foods,Food,3.85,20.4,17.3,1,0,16
prod24849,Nationeel,Snack Foods,Snack Foods,Food,2.51,9.31,6.31,0,1,7
prod24850,Horatio,Snack Foods,Snack Foods,Food,3.82,18.5,16.5,1,0,29
prod24851,Fort West,Snack Foods,Snack Foods,Food,1.44,21.2,19.2,0,1,32
prod24852,Nationeel,Snack Foods,Snack Foods,Food,3.88,10.6,8.6,0,1,28
prod24853,Fast,Snack Foods,Snack Foods,Food,1.51,6.84,3.84,0,1,35
prod24854,Best Choice,Snack Foods,Snack Foods,Food,2.65,10.0,8.0,0,0,30
prod24856,Horatio,Snack Foods,Snack Foods,Food,2.35,17.8,15.7,1,0,13
prod24860,Fast,Snack Foods,Snack Foods,Food,0.51,12.3,11.3,1,1,26
prod24863,Fort West,Snack Foods,Snack Foods,Food,1.46,18.3,16.2,1,1,24
prod24865,Horatio,Snack Foods,Snack Foods,Food,2.98,15.1,13.1,0,0,15
prod24866,Best Choice,Snack Foods,Snack Foods,Food,1.19,14.7,12.6,1,1,21
prod24869,Best Choice,Snack Foods,Snack Foods,Food,2.23,13.6,10.6,0,0,33
prod24873,Fast,Snack Foods,Snack Foods,Food,1.88,13.0,10.0,1,0,13
prod24878,Nationeel,Snack Foods,Snack Foods,Food,0.69,8.63,6.63,0,1,15
prod24888,Fort West,Snack Foods,Snack Foods,Food,2.66,9.31,7.31,0,1,7
prod25213,Consolidated,Pain Relievers,Health and Hygiene,Non-Consumable,0.85,8.57,6.56,1,0,27
prod25214,Faux Products,Pain Relievers,Health and Hygiene,Non-Consumable,3.84,12.4,9.39,0,0,21
prod25215,Steady,Pain Relievers,Health and Hygiene,Non-Consumable,1.42,19.1,18.1,0,0,17
prod25216,Steady,Pain Relievers,Health and Hygiene,Non-Consumable,1.74,10.8,8.8,1,0,28
prod25219,Hilltop,Pain Relievers,Health and Hygiene,Non-Consumable,2.47,6.4,4.4,1,0,33
prod25220,Bird Call,Pain Relievers,Health and Hygiene,Non-Consumable,2.87,19.9,17.8,0,0,5
prod25222,Faux Products,Pain Relievers,Health and Hygiene,Non-Consumable,1.99,12.5,10.5,0,0,9
prod25231,Bird Call,Pain Relievers,Health and Hygiene,Non-Consumable,1.66,15.4,13.3,0,0,2
prod25232,Hilltop,Pain Relievers,Health and Hygiene,Non-Consumable,2.49,6.49,4.48,1,0,10
prod25235,Consolidated,Pain Relievers,Health and Hygiene,Non-Consumable,3.91,13.0,11.0,1,0,1
prod25473,Nationeel,Snack Foods,Snack Foods,Food,1.85,10.4,7.39,1,1,18
prod25475,Best Choice,Snack Foods,Snack Foods,Food,3.44,16.2,14.2,0,0,13
prod25476,Fast,Snack Foods,Snack Foods,Food,3.21,7.87,5.86,1,0,6
prod25477,Nationeel,Snack Foods,Snack Foods,Food,2.73,9.7,8.69,0,0,29
prod25480,Horatio,Snack Foods,Snack Foods,Food,0.82,16.4,15.3,1,0,14
prod25481,Fort West,Snack Foods,Snack Foods,Food,3.88,16.1,14.1,1,1,10
prod25485,Fort West,Snack Foods,Snack Foods,Food,1.26,12.2,11.1,1,1,17
prod25486,Best Choice,Snack Foods,Snack Foods,Food,2.52,20.6,18.6,1,1,15
prod25490,Fort West,Snack Foods,Snack Foods,Food,2.15,16.0,15.0,1,0,30
prod25491,Nationeel,Snack Foods,Snack Foods,Food,3.2,18.9,16.8,1,0,33
prod25495,Fast,Snack Foods,Snack Foods,Food,1.82,21.8,20.7,1,0,20
prod25497,Fast,Snack Foods,Snack Foods,Food,3.76,9.41,6.4,1,0,24
prod25498,Best Choice,Snack Foods,Snack Foods,Food,2.55,12.2,10.1,0,1,7
prod25501,Best Choice,Snack Foods,Snack Foods,Food,3.89,19.8,16.7,0,0,7
prod25504,Fast,Snack Foods,Snack Foods,Food,0.6,16.9,14.8,0,1,21
prod25505,Nationeel,Snack Foods,Snack Foods,Food,3.84,19.7,17.7,1,0,4
prod25507,Fast,Snack Foods,Snack Foods,Food,2.19,17.7,15.7,0,1,9
prod25513,Fort West,Snack Foods,Snack Foods,Food,2.13,19.3,17.2,0,0,35
prod25516,Horatio,Snack Foods,Snack Foods,Food,3.78,10.5,8.5,0,0,28
prod25524,Nationeel,Snack Foods,Snack Foods,Food,1.37,17.0,16.0,1,0,34
prod25528,Best Choice,Snack Foods,Snack Foods,Food,0.86,7.13,6.13,0,1,33
prod25532,Fort West,Snack Foods,Snack Foods,Food,1.73,13.3,11.3,1,0,12
prod25573,Horatio,Snack Foods,Snack Foods,Food,1.82,9.16,8.15,1,1,23
prod25576,Horatio,Snack Foods,Snack Foods,Food,3.36,20.4,18.3,1,0,12
prod25580,Horatio,Snack Foods,Snack Foods,Food,1.32,14.2,12.1,0,1,35
prod26078,Great,Bread,Baked Goods,Food,3.36,8.55,5.55,1,1,2
prod26080,Colony,Bread,Baked Goods,Food,2.48,12.7,11.6,1,0,30
prod26081,Great,Bread,Baked Goods,Food,2.41,11.5,9.5,0,1,24
prod26082,Great,Bread,Baked Goods,Food,2.82,6.44,5.44,0,1,18
prod26083,Modell,Bread,Baked Goods,Food,2.44,7.28,4.28,1,0,27
prod26084,Great,Bread,Baked Goods,Food,2.63,10.1,8.1,1,1,28
prod26085,Fantastic,Bread,Baked Goods,Food,2.33,20.5,18.5,0,0,25
prod26086,Fantastic,Bread,Baked Goods,Food,0.69,18.6,16.6,1,1,19
prod26089,Fantastic,Bread,Baked Goods,Food,0.63,11.6,9.6,0,0,26
prod26090,Colony,Bread,Baked Goods,Food,1.54,7.55,5.55,0,0,35
prod26092,Fantastic,Bread,Baked Goods,Food,1.5,7.94,4.94,1,0,28
prod26093,Colony,Bread,Baked Goods,Food,2.65,16.4,15.3,1,0,35
prod26096,Sphinx,Bread,Baked Goods,Food,2.36,7.55,5.55,1,1,3
prod26100,Modell,Bread,Baked Goods,Food,3.46,14.7,12.6,0,0,36
prod26104,Modell,Bread,Baked Goods,Food,1.27,14.2,12.1,0,0,3
prod26109,Sphinx,Bread,Baked Goods,Food,1.46,6.26,4.26,1,1,27
prod26110,Sphinx,Bread,Baked Goods,Food,1.27,18.1,16.1,0,0,11
prod26117,Modell,Bread,Baked Goods,Food,1.65,15.3,14.3,0,1,16
prod26139,Sphinx,Bread,Baked Goods,Food,2.11,13.8,11.8,0,1,18
prod26175,Colony,Bread,Baked Goods,Food,1.93,6.14,3.13,0,0,33
prod26617,Cutting Edge,Side Dishes,Deli,Food,1.33,8.47,7.47,1,1,35
prod26618,Moms,Side Dishes,Deli,Food,2.33,10.3,8.3,1,1,23
prod26619,Lake,Side Dishes,Deli,Food,1.68,13.2,10.1,0,1,33
prod26621,Cutting Edge,Side Dishes,Deli,Food,2.85,9.66,6.65,0,0,34
prod26622,Moms,Side Dishes,Deli,Food,2.23,16.9,13.8,1,1,15
prod26623,American,Side Dishes,Deli,Food,2.27,7.26,5.26,0,1,5
prod26624,Red Spade,Side Dishes,Deli,Food,3.1,16.7,14.7,1,1,6
prod26627,Lake,Side Dishes,Deli,Food,0.93,14.4,12.3,1,0,4
prod26629,Red Spade,Side Dishes,Deli,Food,0.68,16.9,14.8,0,1,26
prod26631,Cutting Edge,Side Dishes,Deli,Food,1.55,6.19,4.19,1,1,23
prod26632,Lake,Side Dishes,Deli,Food,3.31,13.5,11.5,0,0,29
prod26635,Red Spade,Side Dishes,Deli,Food,0.97,8.83,6.82,0,0,6
prod26643,American,Side Dishes,Deli,Food,0.89,19.9,17.8,0,0,3
prod26646,Moms,Side Dishes,Deli,Food,1.22,21.4,19.3,1,1,6
prod26650,American,Side Dishes,Deli,Food,1.55,20.7,18.7,1,1,4
prod27012,Steady,Bathroom Products,Health and Hygiene,Non-Consumable,0.96,19.9,18.8,0,0,11
prod27013,Hilltop,Bathroom Products,Health and Hygiene,Non-Consumable,3.38,13.7,10.6,1,0,20
prod27014,Consolidated,Bathroom Products,Health and Hygiene,Non-Consumable,2.47,11.7,10.6,0,0,14
prod27016,Bird Call,Bathroom Products,Health and Hygiene,Non-Consumable,2.76,14.4,11.3,1,0,26
prod27027,Faux Products,Bathroom Products,Health and Hygiene,Non-Consumable,2.26,12.9,9.89,0,0,23
prod27124,Good,Beer and Wine,Alcoholic Beverages,Drink,1.62,6.89,5.88,0,0,13
prod27125,Pearl,Beer and Wine,Alcoholic Beverages,Drink,1.86,10.3,8.3,0,0,11
prod27126,Portsmouth,Beer and Wine,Alcoholic Beverages,Drink,3.79,16.3,15.2,1,0,5
prod27127,Pearl,Beer and Wine,Alcoholic Beverages,Drink,0.91,11.6,8.6,0,0,33
prod27128,Top Measure,Beer and Wine,Alcoholic Beverages,Drink,1.1,11.8,9.8,1,0,28
prod27129,Walrus,Beer and Wine,Alcoholic Beverages,Drink,2.59,17.6,15.6,0,0,31
prod27130,Walrus,Beer and Wine,Alcoholic Beverages,Drink,2.62,6.11,3.11,1,0,31
prod27133,Portsmouth,Beer and Wine,Alcoholic Beverages,Drink,2.16,16.2,13.2,1,0,20
prod27141,Good,Beer and Wine,Alcoholic Beverages,Drink,2.18,9.35,6.35,0,0,33
prod27159,Top Measure,Beer and Wine,Alcoholic Beverages,Drink,1.14,12.8,10.8,0,0,24
prod27382,Steady,Pain Relievers,Health and Hygiene,Non-Consumable,2.83,11.8,9.8,1,0,18
prod27384,Hilltop,Pain Relievers,Health and Hygiene,Non-Consumable,3.6,8.77,7.77,1,0,5
prod27385,Consolidated,Pain Relievers,Health and Hygiene,Non-Consumable,3.98,10.0,8.0,1,0,12
prod27387,Bird Call,Pain Relievers,Health and Hygiene,Non-Consumable,2.38,19.0,17.0,1,0,16
prod27388,Faux Products,Pain Relievers,Health and Hygiene,Non-Consumable,1.21,13.3,10.3,1,0,8
prod27530,Golden,Breakfast Foods,Frozen Foods,Food,0.62,7.9,4.9,1,0,1
prod27531,Big Time,Breakfast Foods,Frozen Foods,Food,0.7,13.9,11.8,0,0,30
prod27532,Imagine,Breakfast Foods,Frozen Foods,Food,3.87,7.2,4.19,1,0,27
prod27533,Imagine,Breakfast Foods,Frozen Foods,Food,1.63,8.41,7.4,1,0,1
prod27534,Big Time,Breakfast Foods,Frozen Foods,Food,3.69,19.6,17.6,0,0,33
prod27535,PigTail,Breakfast Foods,Frozen Foods,Food,0.51,14.7,12.6,0,0,26
prod27537,Carrington,Breakfast Foods,Frozen Foods,Food,2.87,13.7,11.6,1,1,36
prod27538,Carrington,Breakfast Foods,Frozen Foods,Food,2.74,10.3,8.3,1,0,29
prod27540,Imagine,Breakfast Foods,Frozen Foods,Food,1.81,6.27,5.26,0,0,3
prod27541,PigTail,Breakfast Foods,Frozen Foods,Food,2.13,11.2,9.19,1,0,7
prod27542,Carrington,Breakfast Foods,Frozen Foods,Food,1.31,10.4,8.39,1,1,32
prod27545,Big Time,Breakfast Foods,Frozen Foods,Food,1.12,21.5,19.5,1,0,14
prod27547,Carrington,Breakfast Foods,Frozen Foods,Food,0.57,7.64,5.63,0,1,22
prod27557,Golden,Breakfast Foods,Frozen Foods,Food,0.77,10.2,8.19,0,1,2
prod27559,PigTail,Breakfast Foods,Frozen Foods,Food,0.55,15.9,14.8,0,0,29
prod27565,Golden,Breakfast Foods,Frozen Foods,Food,0.86,7.86,6.86,1,0,6
prod27570,Big Time,Breakfast Foods,Frozen Foods,Food,0.87,10.2,8.19,0,0,29
prod27578,Golden,Breakfast Foods,Frozen Foods,Food,2.7,21.3,18.2,0,1,25
prod27585,PigTail,Breakfast Foods,Frozen Foods,Food,2.24,17.6,16.6,1,0,11
prod27598,Imagine,Breakfast Foods,Frozen Foods,Food,1.19,15.3,13.3,1,0,1
prod28031,Nationeel,Snack Foods,Snack Foods,Food,2.34,17.0,15.0,1,1,31
prod28032,Horatio,Snack Foods,Snack Foods,Food,1.71,9.63,7.63,1,1,11
prod28033,Best Choice,Snack Foods,Snack Foods,Food,1.97,8.17,5.17,0,1,32
prod28037,Fast,Snack Foods,Snack Foods,Food,1.68,10.5,9.5,1,0,34
prod28041,Fort West,Snack Foods,Snack Foods,Food,0.95,13.8,12.8,1,0,6
prod28164,Golden,Vegetables,Frozen Foods,Food,2.97,14.2,13.1,0,1,3
prod28165,Big Time,Vegetables,Frozen Foods,Food,1.43,9.57,8.56,1,0,34
prod28166,Imagine,Vegetables,Frozen Foods,Food,2.89,13.8,10.8,1,0,3
prod28167,PigTail,Vegetables,Frozen Foods,Food,2.31,6.88,4.88,1,0,29
prod28168,Carrington,Vegetables,Frozen Foods,Food,2.22,16.1,14.1,1,0,29
prod28169,Golden,Vegetables,Frozen Foods,Food,0.72,20.6,18.6,0,1,13
prod28170,Golden,Vegetables,Frozen Foods,Food,1.59,20.5,17.5,0,0,4
prod28171,Big Time,Vegetables,Frozen Foods,Food,1.35,12.0,9.0,0,0,5
prod28173,Big Time,Vegetables,Frozen Foods,Food,1.38,18.9,15.8,1,1,14
prod28179,PigTail,Vegetables,Frozen Foods,Food,3.95,7.54,6.53,1,0,9
prod28186,Imagine,Vegetables,Frozen Foods,Food,3.68,9.79,8.78,1,1,33
prod28188,Carrington,Vegetables,Frozen Foods,Food,0.92,6.87,5.86,0,0,7
prod28197,Carrington,Vegetables,Frozen Foods,Food,2.41,8.15,6.14,0,0,7
prod28200,Imagine,Vegetables,Frozen Foods,Food,0.51,17.6,14.6,1,1,30
prod28202,PigTail,Vegetables,Frozen Foods,Food,0.81,9.94,7.93,0,0,13
prod28550,Musial,Candy,Snacks,Food,1.66,8.49,6.48,1,0,19
prod28551,Atomic,Candy,Snacks,Food,3.33,11.2,8.19,0,1,18
prod28553,Thresher,Candy,Snacks,Food,1.11,11.7,9.69,1,1,9
prod28554,Gulf Coast,Candy,Snacks,Food,3.43,13.2,10.1,0,0,5
prod28555,Choice,Candy,Snacks,Food,0.53,6.89,5.88,0,1,5
prod28653,Nationeel,Snack Foods,Snack Foods,Food,2.98,10.8,7.8,1,1,25
prod28655,Fast,Snack Foods,Snack Foods,Food,3.74,8.42,6.42,1,0,21
prod28656,Best Choice,Snack Foods,Snack Foods,Food,0.82,8.71,6.71,0,1,11
prod28657,Fort West,Snack Foods,Snack Foods,Food,2.7,16.3,14.2,1,1,25
prod28658,Horatio,Snack Foods,Snack Foods,Food,2.63,12.6,9.6,0,0,29
prod28659,Nationeel,Snack Foods,Snack Foods,Food,1.33,7.17,6.17,0,1,18
prod28660,Best Choice,Snack Foods,Snack Foods,Food,2.91,21.5,20.5,1,0,24
prod28662,Horatio,Snack Foods,Snack Foods,Food,2.21,18.5,17.5,0,0,20
prod28668,Fort West,Snack Foods,Snack Foods,Food,1.4,9.14,6.14,0,1,33
prod28681,Fast,Snack Foods,Snack Foods,Food,0.55,18.6,16.6,1,1,25
prod28886,Dollar,Magazines,Periodicals,Non-Consumable,1.69,13.2,12.1,0,0,13
prod28887,Mighty Good,Magazines,Periodicals,Non-Consumable,2.7,18.3,17.2,0,0,4
prod28891,Robust,Magazines,Periodicals,Non-Consumable,1.98,19.5,17.5,1,0,29
prod28894,Gauss,Magazines,Periodicals,Non-Consumable,1.61,13.3,12.3,0,0,10
prod28914,Excel,Magazines,Periodicals,Non-Consumable,2.15,8.39,6.39,0,0,16
prod29019,Bravo,Vegetables,Canned Foods,Food,2.59,9.63,7.63,0,1,20
prod29020,Just Right,Vegetables,Canned Foods,Food,1.2,10.0,9.0,1,1,13
prod29021,Better,Vegetables,Canned Foods,Food,1.32,17.9,16.8,0,1,33
prod29022,Just Right,Vegetables,Canned Foods,Food,2.15,18.0,16.0,0,1,23
prod29023,Blue Label,Vegetables,Canned Foods,Food,2.29,15.0,14.0,0,0,31
prod29024,Just Right,Vegetables,Canned Foods,Food,2.49,8.02,5.02,1,0,20
prod29025,Blue Label,Vegetables,Canned Foods,Food,3.91,21.9,20.8,1,0,33
prod29026,Bravo,Vegetables,Canned Foods,Food,1.55,17.5,15.5,1,1,17
prod29027,Better,Vegetables,Canned Foods,Food,2.83,15.9,13.8,0,0,22
prod29028,Just Right,Vegetables,Canned Foods,Food,1.36,19.7,18.7,1,0,34
prod29029,Bravo,Vegetables,Canned Foods,Food,0.87,13.4,11.3,0,0,32
prod29030,Better,Vegetables,Canned Foods,Food,0.6,8.6,7.6,0,1,26
prod29032,Just Right,Vegetables,Canned Foods,Food,3.83,15.2,13.1,0,0,3
prod29033,Better,Vegetables,Canned Foods,Food,1.4,21.3,19.2,1,1,31
prod29034,Bravo,Vegetables,Canned Foods,Food,3.28,16.2,14.2,0,0,18
prod29035,Better,Vegetables,Canned Foods,Food,1.74,10.9,8.89,1,1,22
prod29037,Blue Label,Vegetables,Canned Foods,Food,3.83,21.2,18.2,0,1,31
prod29039,Pleasant,Vegetables,Canned Foods,Food,2.54,19.9,17.8,1,0,25
prod29044,Pleasant,Vegetables,Canned Foods,Food,1.18,10.0,8.0,0,0,27
prod29051,Blue Label,Vegetables,Canned Foods,Food,2.78,21.3,19.2,0,1,22
prod29053,Better,Vegetables,Canned Foods,Food,1.26,11.6,10.6,1,0,26
prod29058,Blue Label,Vegetables,Canned Foods,Food,2.67,12.6,10.6,1,0,26
prod29059,Just Right,Vegetables,Canned Foods,Food,1.74,8.66,6.65,1,0,32
prod29066,Pleasant,Vegetables,Canned Foods,Food,1.6,7.5,6.5,1,0,30
prod29071,Bravo,Vegetables,Canned Foods,Food,3.15,6.8,5.8,1,0,22
prod29074,Pleasant,Vegetables,Canned Foods,Food,0.72,9.71,7.71,1,0,26
prod29085,Pleasant,Vegetables,Canned Foods,Food,3.5,6.12,3.11,1,1,13
prod29097,Bravo,Vegetables,Canned Foods,Food,1.66,7.39,6.38,1,1,21
prod29103,Pleasant,Vegetables,Canned Foods,Food,3.97,11.5,8.5,0,0,16
prod29181,Blue Label,Vegetables,Canned Foods,Food,2.99,6.91,3.9,1,1,34
prod29784,Big Time,Frozen Entrees,Frozen Foods,Food,2.2,15.7,14.6,1,1,19
prod29785,Imagine,Frozen Entrees,Frozen Foods,Food,2.32,15.0,13.0,1,1,13
prod29786,Carrington,Frozen Entrees,Frozen Foods,Food,3.68,10.2,9.19,0,1,14
prod29788,Golden,Frozen Entrees,Frozen Foods,Food,2.11,10.7,9.69,1,1,35
prod29790,PigTail,Frozen Entrees,Frozen Foods,Food,2.91,21.9,19.8,1,0,23
prod29791,Imagine,Frozen Entrees,Frozen Foods,Food,0.86,9.18,7.18,0,1,10
prod29792,PigTail,Frozen Entrees,Frozen Foods,Food,2.14,14.5,13.5,1,1,35
prod29793,Golden,Frozen Entrees,Frozen Foods,Food,1.83,9.43,6.43,0,0,33
prod29796,Big Time,Frozen Entrees,Frozen Foods,Food,3.91,10.9,8.89,1,1,15
prod29797,Carrington,Frozen Entrees,Frozen Foods,Food,1.77,21.2,20.2,1,1,2
prod29799,Golden,Frozen Entrees,Frozen Foods,Food,0.59,18.3,16.2,1,0,26
prod29803,Carrington,Frozen Entrees,Frozen Foods,Food,2.35,9.06,6.06,1,0,2
prod29824,PigTail,Frozen Entrees,Frozen Foods,Food,1.11,18.4,16.3,1,0,17
prod29826,Big Time,Frozen Entrees,Frozen Foods,Food,3.21,6.35,5.34,0,1,34
prod29838,Imagine,Frozen Entrees,Frozen Foods,Food,2.45,14.4,13.3,1,1,32
prod30161,Tip Top,Seafood,Seafood,Food,3.6,21.3,20.2,1,1,22
prod30163,Dual City,Seafood,Seafood,Food,1.7,12.7,10.6,1,0,3
prod30164,Curlew,Seafood,Seafood,Food,2.58,6.87,3.86,0,1,4
prod30169,Kiwi,Seafood,Seafood,Food,2.38,11.9,8.89,0,0,15
prod30171,Amigo,Seafood,Seafood,Food,2.79,7.92,6.92,0,1,9
prod30279,Choice,Candy,Snacks,Food,1.9,18.4,17.3,1,0,20
prod30280,Atomic,Candy,Snacks,Food,3.16,7.79,5.78,1,1,33
prod30282,Choice,Candy,Snacks,Food,1.72,18.6,16.6,1,0,27
prod30284,Gulf Coast,Candy,Snacks,Food,1.84,18.9,16.8,1,0,14
prod30285,Thresher,Candy,Snacks,Food,1.81,7.2,5.19,0,0,7
prod30286,Thresher,Candy,Snacks,Food,3.65,11.1,8.1,0,0,34
prod30288,Gulf Coast,Candy,Snacks,Food,3.54,10.9,7.89,1,0,33
prod30290,Musial,Candy,Snacks,Food,3.14,10.3,7.3,0,0,15
prod30294,Musial,Candy,Snacks,Food,2.92,14.6,12.6,0,0,5
prod30297,Atomic,Candy,Snacks,Food,2.16,17.5,15.5,0,1,32
prod30533,High Quality,Kitchen Products,Household,Non-Consumable,2.81,20.7,19.7,1,0,17
prod30534,Sunset,Kitchen Products,Household,Non-Consumable,2.71,18.0,15.0,0,0,12
prod30539,Denny,Kitchen Products,Household,Non-Consumable,3.81,20.6,18.6,1,0,26
prod30542,Cormorant,Kitchen Products,Household,Non-Consumable,3.72,17.7,15.7,1,0,8
prod30543,Red Wing,Kitchen Products,Household,Non-Consumable,2.63,8.79,5.78,0,0,23
prod30671,Imagine,Pizza,Frozen Foods,Food,2.7,16.2,15.2,1,0,33
prod30672,PigTail,Pizza,Frozen Foods,Food,1.68,6.06,3.05,0,1,30
prod30673,PigTail,Pizza,Frozen Foods,Food,1.21,10.1,8.1,1,1,13
prod30674,Imagine,Pizza,Frozen Foods,Food,0.57,16.9,14.8,1,1,16
prod30675,Carrington,Pizza,Frozen Foods,Food,3.73,18.5,15.5,0,0,5
prod30676,Golden,Pizza,Frozen Foods,Food,0.83,17.1,16.1,1,0,25
prod30677,Big Time,Pizza,Frozen Foods,Food,0.8,15.5,12.5,1,1,7
prod30678,Carrington,Pizza,Frozen Foods,Food,3.45,19.2,18.2,1,1,12
prod30681,Big Time,Pizza,Frozen Foods,Food,1.25,6.98,3.98,1,0,35
prod30682,Golden,Pizza,Frozen Foods,Food,1.78,19.0,17.0,1,0,19
prod30685,PigTail,Pizza,Frozen Foods,Food,1.45,18.7,16.7,0,0,14
prod30686,Big Time,Pizza,Frozen Foods,Food,1.55,13.6,11.6,1,1,33
prod30687,Golden,Pizza,Frozen Foods,Food,0.96,16.4,14.3,1,0,21
prod30689,Carrington,Pizza,Frozen Foods,Food,3.39,18.8,17.7,1,0,17
prod30691,Imagine,Pizza,Frozen Foods,Food,1.55,6.88,4.88,1,1,24
prod30692,Golden,Pizza,Frozen Foods,Food,2.68,12.8,10.8,1,1,17
prod30701,Big Time,Pizza,Frozen Foods,Food,1.13,9.16,7.15,1,1,8
prod30702,Imagine,Pizza,Frozen Foods,Food,3.46,11.0,9.0,0,1,25
prod30713,Carrington,Pizza,Frozen Foods,Food,2.57,12.1,11.1,1,1,35
prod30735,PigTail,Pizza,Frozen Foods,Food,2.64,12.6,9.6,1,1,10
prod31214,Radius,Breakfast Foods,Breakfast Foods,Food,2.53,13.1,10.1,1,1,12
prod31215,Best,Breakfast Foods,Breakfast Foods,Food,2.47,8.87,6.86,1,0,5
prod31216,Jeffers,Breakfast Foods,Breakfast Foods,Food,2.29,21.3,20.2,0,1,14
prod31217,Johnson,Breakfast Foods,Breakfast Foods,Food,0.76,11.1,10.1,0,1,6
prod31218,Jeffers,Breakfast Foods,Breakfast Foods,Food,1.54,8.9,6.89,1,1,14
prod31219,Johnson,Breakfast Foods,Breakfast Foods,Food,0.83,10.5,7.5,0,1,25
prod31220,Radius,Breakfast Foods,Breakfast Foods,Food,0.86,8.4,7.39,0,1,2
prod31221,Jeffers,Breakfast Foods,Breakfast Foods,Food,1.93,21.6,20.6,1,1,33
prod31222,Johnson,Breakfast Foods,Breakfast Foods,Food,2.35,21.2,19.2,0,1,6
prod31223,Special,Breakfast Foods,Breakfast Foods,Food,2.91,21.8,19.7,1,0,10
prod31227,Special,Breakfast Foods,Breakfast Foods,Food,3.47,9.56,6.56,0,0,25
prod31228,Jeffers,Breakfast Foods,Breakfast Foods,Food,2.65,10.4,7.39,0,0,20
prod31230,Radius,Breakfast Foods,Breakfast Foods,Food,2.64,12.2,9.19,0,1,19
