promotion_id,promotion_name,media_type,cost,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,product_id,store_id,customer_id,location_id
prom33717,High Roller Savings,TV,72.61,4.42,1.547,2,prod37091,s100,c1148,loc100
prom33718,Money Savers,Cash Register Handout,53.01,8.84,4.2432,4,prod37091,s100,c3674,loc100
prom33719,Big Time Discounts,In-Store Coupon,145.6,6.36,2.9892,3,prod37093,s100,c531,loc100
prom33720,Unbeatable Price Savers,Product Attachment,124.36,8.48,3.392,4,prod37093,s100,c3672,loc100
prom33721,High Roller Savings,TV,72.61,8.48,2.544,4,prod37093,s100,c3769,loc100
prom33722,Go For It,"Daily Paper, Radio",67.01,6.36,2.9892,3,prod37093,s100,c3854,loc100
prom33723,Price Slashers,Sunday Paper,67.2,6.36,2.862,3,prod37093,s100,c7440,loc100
prom33724,Saving Days,"Daily Paper, Radio",118.36,5.28,1.6896,3,prod37199,s100,c104,loc100
prom33725,Big Time Discounts,Product Attachment,109.93,7.04,3.3088,4,prod37199,s100,c530,loc100
prom33726,You Save Days,TV,108.22,5.28,2.3232,3,prod37199,s100,c1167,loc100
prom33727,Big Time Discounts,Product Attachment,109.93,5.28,1.6368,3,prod37199,s100,c3855,loc100
prom33728,Super Wallet Savers,Cash Register Handout,140.19,6.42,2.1828,2,prod37200,s100,c1137,loc100
prom33729,Big Time Discounts,In-Store Coupon,145.6,6.42,1.9902,2,prod37200,s100,c3501,loc100
prom33730,Unbeatable Price Savers,Product Attachment,124.36,12.84,5.0076,4,prod37200,s100,c3887,loc100
prom33731,Free For All,Daily Paper,52.06,2.01,0.9849,3,prod37203,s100,c3550,loc100
prom33732,Green Light Days,Cash Register Handout,139.19,3.56,1.246,4,prod37205,s100,c1178,loc100
prom33733,Unbeatable Price Savers,Product Attachment,124.36,1.78,0.6764,2,prod37205,s100,c3672,loc100
prom33734,Super Wallet Savers,Cash Register Handout,140.19,1.78,0.623,2,prod37205,s100,c3789,loc100
prom33735,Weekend Markdown,Daily Paper,140.57,2.67,0.9612,3,prod37205,s100,c6291,loc100
prom33736,Unbeatable Price Savers,Product Attachment,124.36,3.56,1.7088,4,prod37205,s100,c6325,loc100
prom33737,Sale Winners,Product Attachment,137.7,2.67,1.2816,3,prod37205,s100,c15168,loc100
prom33738,Weekend Markdown,Daily Paper,140.57,4.92,2.214,3,prod37318,s100,c3648,loc100
prom33739,Sale Winners,Product Attachment,137.7,6.56,3.1488,4,prod37318,s100,c3795,loc100
prom33740,Price Slashers,Sunday Paper,67.2,10.11,3.033,3,prod37320,s100,c722,loc100
prom33741,Saving Days,"Daily Paper, Radio",118.36,10.11,3.5385,3,prod37320,s100,c1129,loc100
prom33742,Price Savers,Product Attachment,62.27,10.11,4.4484,3,prod37320,s100,c1145,loc100
prom33743,Weekend Markdown,Daily Paper,140.57,13.48,4.1788,4,prod37320,s100,c3553,loc100
prom33744,Saving Days,"Daily Paper, Radio",118.36,10.11,3.9429,3,prod37320,s100,c3564,loc100
prom33745,Weekend Markdown,Daily Paper,140.57,14.72,7.2128,4,prod37321,s100,c3529,loc100
prom33746,Price Savers,Product Attachment,62.27,14.72,5.2992,4,prod37321,s100,c10787,loc100
prom33747,Money Savers,Cash Register Handout,53.01,5.37,2.5776,3,prod37322,s100,c508,loc100
prom33748,Wallet Savers,"Daily Paper, Radio, TV",53.13,5.37,2.4702,3,prod37322,s100,c543,loc100
prom33749,Saving Days,"Daily Paper, Radio",118.36,5.37,1.7721,3,prod37322,s100,c3606,loc100
prom33750,Sale Winners,Product Attachment,137.7,5.37,2.3091,3,prod37322,s100,c3847,loc100
prom33751,Green Light Days,Cash Register Handout,139.19,7.89,3.7872,3,prod37324,s100,c1148,loc100
prom33752,Go For It,Product Attachment,119.3,10.52,4.3132,4,prod37324,s100,c3592,loc100
prom33753,Price Destroyers,Sunday Paper,121.44,7.89,2.9982,3,prod37324,s100,c3614,loc100
prom33754,Price Savers,Product Attachment,62.27,10.52,4.208,4,prod37324,s100,c3712,loc100
prom33755,Price Slashers,Sunday Paper,67.2,13.15,4.6025,5,prod37324,s100,c3729,loc100
prom33756,Free For All,"Sunday Paper, Radio",126.24,10.52,3.3664,4,prod37324,s100,c3732,loc100
prom33757,Big Time Discounts,Product Attachment,109.93,5.26,1.8936,2,prod37324,s100,c3855,loc100
prom33758,Weekend Markdown,Daily Paper,140.57,10.52,4.734,4,prod37324,s100,c5290,loc100
prom33759,Super Wallet Savers,Cash Register Handout,140.19,10.52,3.4716,4,prod37324,s100,c6312,loc100
prom33760,Shelf Clearing Days,"Daily Paper, Radio",76.41,11.1,3.996,3,prod37325,s100,c3606,loc100
prom33761,Price Savers,Product Attachment,62.27,14.8,4.736,4,prod37325,s100,c7875,loc100
prom33762,Price Savers,Product Attachment,62.27,5.25,2.5725,3,prod37326,s100,c107,loc100
prom33763,Saving Days,"Daily Paper, Radio",118.36,5.25,1.995,3,prod37326,s100,c521,loc100
prom33764,Free For All,Daily Paper,52.06,5.25,2.2575,3,prod37326,s100,c3709,loc100
prom33765,Weekend Markdown,Street Handout,117.4,3.5,1.12,2,prod37326,s100,c5331,loc100
prom33766,High Roller Savings,TV,72.61,6.8,3.196,4,prod37328,s100,c537,loc100
prom33767,Price Savers,Product Attachment,62.27,5.1,2.244,3,prod37328,s100,c724,loc100
prom33768,Saving Days,"Daily Paper, Radio",118.36,6.8,3.264,4,prod37328,s100,c1174,loc100
prom33769,Weekend Markdown,Daily Paper,140.57,6.8,2.244,4,prod37328,s100,c3659,loc100
prom33770,Sale Winners,Product Attachment,137.7,3.4,1.496,2,prod37328,s100,c3847,loc100
prom33771,Green Light Days,Cash Register Handout,139.19,3.4,1.394,2,prod37328,s100,c5294,loc100
prom33772,Price Savers,In-Store Coupon,81.85,3.64,1.6744,2,prod37330,s100,c3486,loc100
prom33773,Free For All,Daily Paper,52.06,5.46,2.3478,3,prod37330,s100,c3492,loc100
prom33774,Price Destroyers,Sunday Paper,121.44,7.28,3.2032,4,prod37330,s100,c3614,loc100
prom33775,Free For All,Daily Paper,52.06,9.1,4.459,5,prod37330,s100,c3743,loc100
prom33776,Shelf Clearing Days,"Daily Paper, Radio",76.41,3.64,1.3104,2,prod37330,s100,c6340,loc100
prom33777,Money Savers,Cash Register Handout,53.01,5.46,2.3478,3,prod37330,s100,c7869,loc100
prom33778,Saving Days,"Daily Paper, Radio",118.36,5.38,2.421,2,prod37569,s100,c104,loc100
prom33779,Unbeatable Price Savers,Product Attachment,124.36,8.07,3.3087,3,prod37569,s100,c504,loc100
prom33780,You Save Days,TV,108.22,13.45,6.3215,5,prod37569,s100,c1164,loc100
prom33781,Big Time Discounts,Product Attachment,109.93,13.45,5.7835,5,prod37569,s100,c3896,loc100
prom33782,Weekend Markdown,Daily Paper,140.57,10.76,4.0888,4,prod37569,s100,c5290,loc100
prom33783,Saving Days,"Daily Paper, Radio",118.36,12.88,3.9928,4,prod37570,s100,c546,loc100
prom33784,Price Slashers,Sunday Paper,67.2,12.88,4.1216,4,prod37570,s100,c1131,loc100
prom33785,Weekend Markdown,Daily Paper,140.57,12.88,4.7656,4,prod37570,s100,c3648,loc100
prom33786,Free For All,"Sunday Paper, Radio",126.24,12.88,4.6368,4,prod37570,s100,c7900,loc100
prom33787,Saving Days,"Daily Paper, Radio",118.36,2.04,0.918,3,prod37571,s100,c4709,loc100
prom33788,Green Light Days,Cash Register Handout,139.19,15.28,6.4176,4,prod37573,s100,c557,loc100
prom33789,Price Savers,Product Attachment,62.27,2.22,1.0212,3,prod37575,s100,c544,loc100
prom33790,Shelf Clearing Days,"Daily Paper, Radio",76.41,1.48,0.4588,2,prod37575,s100,c5301,loc100
prom33791,Price Savers,Product Attachment,62.27,2.22,0.888,3,prod37575,s100,c5305,loc100
prom33792,Green Light Days,Cash Register Handout,139.19,8.13,4.065,3,prod37577,s100,c724,loc100
prom33793,Go For It,"Daily Paper, Radio",67.01,10.84,3.6856,4,prod37577,s100,c3579,loc100
prom33794,Free For All,Daily Paper,52.06,10.84,3.794,4,prod37577,s100,c3674,loc100
prom33795,Free For All,"Sunday Paper, Radio",126.24,8.28,3.0636,3,prod37579,s100,c1167,loc100
prom33796,One Day Sale,"Daily Paper, Radio, TV",117.29,8.28,4.0572,3,prod37579,s100,c3613,loc100
prom33797,You Save Days,TV,108.22,11.04,3.6432,4,prod37579,s100,c3759,loc100
prom33798,Free For All,"Sunday Paper, Radio",126.24,11.04,5.2992,4,prod37579,s100,c6259,loc100
prom33799,Super Wallet Savers,Cash Register Handout,140.19,11.94,5.2536,3,prod37583,s100,c1171,loc100
prom33800,Money Savers,Cash Register Handout,53.01,11.94,4.179,3,prod37583,s100,c1176,loc100
prom33801,Price Savers,In-Store Coupon,81.85,11.94,5.1342,3,prod37583,s100,c4697,loc100
prom33802,Price Destroyers,Radio,112.49,11.94,4.0596,3,prod37583,s100,c9503,loc100
prom33803,Free For All,"Sunday Paper, Radio",126.24,15.92,6.0496,4,prod37584,s100,c1130,loc100
prom33804,Money Savers,Cash Register Handout,53.01,11.94,5.1342,3,prod37584,s100,c3711,loc100
prom33805,You Save Days,TV,108.22,11.94,5.0148,3,prod37584,s100,c4695,loc100
prom33806,Price Savers,Product Attachment,62.27,15.92,5.7312,4,prod37584,s100,c15251,loc100
prom33807,You Save Days,TV,108.22,10.8,4.86,5,prod37601,s100,c725,loc100
prom33808,Super Wallet Savers,Cash Register Handout,140.19,6.48,2.3976,3,prod37601,s100,c3606,loc100
prom33809,Price Slashers,Sunday Paper,67.2,6.68,3.1396,4,prod37813,s100,c106,loc100
prom33810,Price Destroyers,Sunday Paper,121.44,3.34,1.2358,2,prod37813,s100,c537,loc100
prom33811,Free For All,Daily Paper,52.06,6.68,2.6052,4,prod37813,s100,c3523,loc100
prom33812,Money Savers,Cash Register Handout,53.01,10.08,4.1328,3,prod37814,s100,c505,loc100
prom33813,Sale Winners,Product Attachment,137.7,13.44,5.2416,4,prod37814,s100,c520,loc100
prom33814,Shelf Clearing Days,"Daily Paper, Radio",76.41,6.72,2.7552,2,prod37814,s100,c713,loc100
prom33815,Free For All,"Sunday Paper, Radio",126.24,6.87,2.6793,3,prod37815,s100,c1167,loc100
prom33816,Free For All,Daily Paper,52.06,9.16,2.9312,4,prod37815,s100,c3674,loc100
prom33817,Big Time Discounts,Product Attachment,109.93,9.16,3.8472,4,prod37815,s100,c35798,loc100
prom33818,Sale Winners,Product Attachment,137.7,3.32,1.2948,2,prod37816,s100,c1166,loc100
prom33819,Super Wallet Savers,Cash Register Handout,140.19,3.32,1.1288,2,prod37816,s100,c6259,loc100
prom33820,You Save Days,TV,108.22,4.34,1.6926,2,prod37820,s100,c513,loc100
prom33821,Weekend Markdown,Daily Paper,140.57,6.51,2.8644,3,prod37820,s100,c3789,loc100
prom33822,Weekend Markdown,Street Handout,117.4,6.51,3.1899,3,prod37820,s100,c3791,loc100
prom33823,High Roller Savings,TV,72.61,5.58,2.0646,3,prod37920,s100,c1148,loc100
prom33824,High Roller Savings,TV,72.61,1.28,0.4352,2,prod37923,s100,c3793,loc100
prom33825,Free For All,"Sunday Paper, Radio",126.24,1.92,0.768,3,prod37923,s100,c7482,loc100
prom33826,Money Savers,Cash Register Handout,53.01,13.9,6.116,5,prod37925,s100,c522,loc100
prom33827,Weekend Markdown,Daily Paper,140.57,8.34,3.336,3,prod37925,s100,c716,loc100
prom33828,Shelf Clearing Days,"Daily Paper, Radio",76.41,8.34,4.0032,3,prod37925,s100,c3515,loc100
prom33829,Big Time Discounts,Product Attachment,109.93,5.56,1.7236,2,prod37925,s100,c3608,loc100
prom33830,Weekend Markdown,Daily Paper,140.57,5.56,2.6688,2,prod37925,s100,c3648,loc100
prom33831,One Day Sale,"Daily Paper, Radio, TV",117.29,1.77,0.8142,3,prod37926,s100,c531,loc100
prom33832,Unbeatable Price Savers,Product Attachment,124.36,2.36,0.826,4,prod37926,s100,c3878,loc100
prom33833,Price Destroyers,Sunday Paper,121.44,5.96,2.0264,4,prod38046,s100,c540,loc100
prom33834,Money Savers,Cash Register Handout,53.01,4.47,1.9668,3,prod38046,s100,c541,loc100
prom33835,Unbeatable Price Savers,Product Attachment,124.36,4.47,1.4304,3,prod38046,s100,c3709,loc100
prom33836,Super Wallet Savers,Cash Register Handout,140.19,4.47,1.788,3,prod38046,s100,c3848,loc100
prom33837,Free For All,"Sunday Paper, Radio",126.24,5.96,2.8012,4,prod38046,s100,c5294,loc100
prom33838,Big Time Discounts,Product Attachment,109.93,9.16,3.664,4,prod38047,s100,c517,loc100
prom33839,Price Savers,Product Attachment,62.27,6.87,2.6106,3,prod38047,s100,c7440,loc100
prom33840,High Roller Savings,TV,72.61,1.56,0.7644,3,prod38048,s100,c1148,loc100
prom33841,Price Savers,Product Attachment,62.27,1.04,0.3952,2,prod38048,s100,c3604,loc100
prom33842,Wallet Savers,"Daily Paper, Radio, TV",53.13,4.35,1.653,3,prod38049,s100,c544,loc100
prom33843,Big Time Discounts,Product Attachment,109.93,4.35,1.7835,3,prod38049,s100,c1173,loc100
prom33844,Saving Days,"Daily Paper, Radio",118.36,4.41,1.7199,3,prod38051,s100,c514,loc100
prom33845,Price Savers,Product Attachment,62.27,5.88,2.352,4,prod38051,s100,c557,loc100
prom33846,Unbeatable Price Savers,Product Attachment,124.36,4.41,1.9845,3,prod38051,s100,c3672,loc100
prom33847,Weekend Markdown,Street Handout,117.4,4.41,2.1609,3,prod38051,s100,c3729,loc100
prom33848,Weekend Markdown,Daily Paper,140.57,5.88,2.8812,4,prod38051,s100,c3741,loc100
prom33849,Money Savers,Cash Register Handout,53.01,5.88,2.646,4,prod38051,s100,c3841,loc100
prom33850,Free For All,"Sunday Paper, Radio",126.24,4.26,1.704,2,prod38158,s100,c545,loc100
prom33851,Sale Winners,Product Attachment,137.7,6.39,2.4282,3,prod38158,s100,c557,loc100
prom33852,Go For It,"Daily Paper, Radio",67.01,8.52,3.7488,4,prod38158,s100,c3795,loc100
prom33853,Weekend Markdown,Daily Paper,140.57,4.26,1.3206,2,prod38158,s100,c3897,loc100
prom33854,Super Wallet Savers,Cash Register Handout,140.19,11.4,4.446,4,prod38159,s100,c3508,loc100
prom33855,Saving Days,"Daily Paper, Radio",118.36,5.7,1.824,2,prod38159,s100,c3717,loc100
prom33856,Unbeatable Price Savers,Product Attachment,124.36,5.7,2.736,2,prod38159,s100,c3812,loc100
prom33857,Super Wallet Savers,Cash Register Handout,140.19,16.0,6.08,5,prod38165,s100,c527,loc100
prom33858,Price Destroyers,Radio,112.49,9.6,3.168,3,prod38165,s100,c1157,loc100
prom33859,Big Time Discounts,In-Store Coupon,145.6,9.6,3.744,3,prod38165,s100,c3671,loc100
prom33860,Unbeatable Price Savers,Product Attachment,124.36,1.66,0.7304,2,prod38169,s100,c543,loc100
prom33861,Super Wallet Savers,Cash Register Handout,140.19,2.49,1.2201,3,prod38169,s100,c3661,loc100
prom33862,High Roller Savings,TV,72.61,2.49,1.1205,3,prod38169,s100,c3849,loc100
prom33863,Wallet Savers,"Daily Paper, Radio, TV",53.13,3.32,1.2284,4,prod38169,s100,c8040,loc100
prom33864,Price Destroyers,Sunday Paper,121.44,6.56,2.7552,4,prod38182,s100,c512,loc100
prom33865,Price Destroyers,Radio,112.49,3.28,1.0824,2,prod38182,s100,c557,loc100
prom33866,Weekend Markdown,Daily Paper,140.57,4.92,2.3616,3,prod38182,s100,c6358,loc100
prom33867,Free For All,"Sunday Paper, Radio",126.24,4.92,2.46,3,prod38182,s100,c7421,loc100
prom33868,Green Light Days,Cash Register Handout,139.19,2.49,1.1454,3,prod38265,s100,c727,loc100
prom33869,Shelf Clearing Days,"Daily Paper, Radio",76.41,3.32,1.0956,4,prod38265,s100,c5301,loc100
prom33870,Free For All,"Sunday Paper, Radio",126.24,3.32,1.4608,4,prod38265,s100,c5327,loc100
prom33871,Price Slashers,Sunday Paper,67.2,1.66,0.5478,2,prod38265,s100,c7403,loc100
prom33872,Weekend Markdown,Daily Paper,140.57,1.59,0.7632,3,prod38268,s100,c557,loc100
prom33873,You Save Days,TV,108.22,1.06,0.4664,2,prod38268,s100,c725,loc100
prom33874,Weekend Markdown,Daily Paper,140.57,1.59,0.5406,3,prod38268,s100,c3564,loc100
prom33875,Saving Days,"Daily Paper, Radio",118.36,1.59,0.6837,3,prod38268,s100,c3606,loc100
prom33876,Saving Days,"Daily Paper, Radio",118.36,2.12,0.6784,4,prod38268,s100,c3829,loc100
prom33877,Price Savers,Product Attachment,62.27,2.12,0.8692,4,prod38268,s100,c5317,loc100
prom33878,High Roller Savings,TV,72.61,4.26,1.491,2,prod38272,s100,c107,loc100
prom33879,Price Slashers,Sunday Paper,67.2,4.26,1.704,2,prod38272,s100,c543,loc100
prom33880,One Day Sale,"Daily Paper, Radio, TV",117.29,8.52,3.6636,4,prod38272,s100,c3720,loc100
prom33881,Unbeatable Price Savers,Product Attachment,124.36,6.39,2.3643,3,prod38272,s100,c38369,loc100
prom33882,Saving Days,"Daily Paper, Radio",118.36,4.17,2.0433,3,prod38273,s100,c1167,loc100
prom33883,Wallet Savers,"Daily Paper, Radio, TV",53.13,4.17,1.8348,3,prod38273,s100,c3567,loc100
prom33884,Saving Days,"Daily Paper, Radio",118.36,6.95,3.058,5,prod38273,s100,c3715,loc100
prom33885,Big Time Discounts,Product Attachment,109.93,8.46,3.4686,3,prod38401,s100,c517,loc100
prom33886,Free For All,Daily Paper,52.06,8.46,4.23,3,prod38401,s100,c521,loc100
prom33887,Saving Days,"Daily Paper, Radio",118.36,5.64,2.256,2,prod38401,s100,c3804,loc100
prom33888,Go For It,"Daily Paper, Radio",67.01,5.64,1.8612,2,prod38401,s100,c3854,loc100
prom33889,Super Wallet Savers,Cash Register Handout,140.19,8.46,4.1454,3,prod38401,s100,c10041,loc100
prom33890,High Roller Savings,TV,72.61,9.2,4.232,4,prod38402,s100,c3579,loc100
prom33891,Saving Days,"Daily Paper, Radio",118.36,6.9,2.76,3,prod38402,s100,c6386,loc100
prom33892,Price Savers,In-Store Coupon,81.85,5.16,2.5284,3,prod38404,s100,c540,loc100
prom33893,Green Light Days,Cash Register Handout,139.19,5.16,1.9608,3,prod38404,s100,c3666,loc100
prom33894,Weekend Markdown,Daily Paper,140.57,6.88,2.3392,4,prod38404,s100,c7421,loc100
prom33895,Super Wallet Savers,Cash Register Handout,140.19,5.22,2.2446,3,prod38405,s100,c542,loc100
prom33896,You Save Days,TV,108.22,5.22,1.9836,3,prod38405,s100,c3894,loc100
prom33897,Wallet Savers,"Daily Paper, Radio, TV",53.13,5.22,2.0358,3,prod38405,s100,c4700,loc100
prom33898,Price Savers,Product Attachment,62.27,3.14,1.2874,2,prod38406,s100,c107,loc100
prom33899,Price Slashers,Sunday Paper,67.2,3.14,1.413,2,prod38406,s100,c543,loc100
prom33900,Green Light Days,Cash Register Handout,139.19,7.85,2.4335,5,prod38406,s100,c3745,loc100
prom33901,Weekend Markdown,Daily Paper,140.57,5.56,1.8904,2,prod38521,s100,c521,loc100
prom33902,Unbeatable Price Savers,Product Attachment,124.36,8.34,4.17,3,prod38521,s100,c3682,loc100
prom33903,Shelf Clearing Days,"Daily Paper, Radio",76.41,8.34,3.5028,3,prod38521,s100,c3735,loc100
prom33904,Go For It,"Daily Paper, Radio",67.01,11.12,3.336,4,prod38521,s100,c11231,loc100
prom33905,Sale Winners,Product Attachment,137.7,11.64,4.074,4,prod38523,s100,c3825,loc100
prom33906,Unbeatable Price Savers,Product Attachment,124.36,11.64,3.7248,4,prod38523,s100,c4728,loc100
prom33907,Big Time Discounts,In-Store Coupon,145.6,1.8,0.72,3,prod38525,s100,c510,loc100
prom33908,Price Destroyers,Sunday Paper,121.44,14.48,5.068,4,prod38529,s100,c3614,loc100
prom33909,Green Light Days,Cash Register Handout,139.19,10.86,3.9096,3,prod38529,s100,c3642,loc100
prom33910,Saving Days,"Daily Paper, Radio",118.36,3.7,1.48,2,prod38545,s100,c723,loc100
prom33911,Saving Days,"Daily Paper, Radio",118.36,7.4,2.294,4,prod38545,s100,c1129,loc100
prom33912,Green Light Days,Cash Register Handout,139.19,5.55,2.3865,3,prod38545,s100,c4753,loc100
prom33913,Saving Days,"Daily Paper, Radio",118.36,9.44,4.1536,4,prod38633,s100,c1130,loc100
prom33914,Unbeatable Price Savers,Product Attachment,124.36,6.78,3.1866,3,prod38634,s100,c712,loc100
prom33915,Saving Days,"Daily Paper, Radio",118.36,6.78,2.7798,3,prod38634,s100,c1125,loc100
prom33916,Weekend Markdown,Daily Paper,140.57,6.78,3.1188,3,prod38634,s100,c3529,loc100
prom33917,High Roller Savings,TV,72.61,3.78,1.3986,3,prod38637,s100,c3628,loc100
prom33918,Saving Days,"Daily Paper, Radio",118.36,5.04,1.8648,4,prod38637,s100,c4753,loc100
prom33919,Saving Days,"Daily Paper, Radio",118.36,3.78,1.3608,3,prod38637,s100,c19877,loc100
prom33920,Unbeatable Price Savers,Product Attachment,124.36,3.78,1.4742,3,prod38637,s100,c38369,loc100
prom33921,Price Slashers,Sunday Paper,67.2,1.16,0.406,2,prod38640,s100,c511,loc100
prom33922,Green Light Days,Cash Register Handout,139.19,1.16,0.522,2,prod38640,s100,c3614,loc100
prom33923,High Roller Savings,TV,72.61,2.32,0.9744,4,prod38640,s100,c3691,loc100
prom33924,Price Destroyers,Radio,112.49,1.74,0.8178,3,prod38640,s100,c7465,loc100
prom33925,Weekend Markdown,Daily Paper,140.57,2.9,1.015,5,prod38640,s100,c36835,loc100
prom33926,Shelf Clearing Days,"Daily Paper, Radio",76.41,4.94,1.8772,2,prod38641,s100,c534,loc100
prom33927,Unbeatable Price Savers,Product Attachment,124.36,4.94,1.5314,2,prod38641,s100,c3581,loc100
prom33928,Weekend Markdown,Daily Paper,140.57,9.88,2.964,4,prod38641,s100,c3830,loc100
prom33929,Weekend Markdown,Street Handout,117.4,4.94,2.47,2,prod38641,s100,c3889,loc100
prom33930,Price Savers,Product Attachment,62.27,4.84,2.0812,4,prod38742,s100,c3849,loc100
prom33931,Weekend Markdown,Daily Paper,140.57,3.63,1.5972,3,prod38742,s100,c6291,loc100
prom33932,Shelf Clearing Days,"Daily Paper, Radio",76.41,4.8,1.584,3,prod38744,s100,c102,loc100
prom33933,Free For All,"Sunday Paper, Radio",126.24,3.2,1.248,2,prod38744,s100,c3623,loc100
prom33934,Wallet Savers,"Daily Paper, Radio, TV",53.13,3.2,1.248,2,prod38744,s100,c3651,loc100
prom33935,Unbeatable Price Savers,Product Attachment,124.36,4.8,1.776,3,prod38744,s100,c3892,loc100
prom33936,Saving Days,"Daily Paper, Radio",118.36,8.28,2.5668,3,prod38745,s100,c1159,loc100
prom33937,Saving Days,"Daily Paper, Radio",118.36,5.52,2.484,2,prod38745,s100,c3856,loc100
prom33938,Money Savers,Cash Register Handout,53.01,11.04,3.5328,4,prod38745,s100,c10617,loc100
prom33939,Price Destroyers,Radio,112.49,11.04,5.0784,4,prod38745,s100,c13552,loc100
prom33940,Price Destroyers,Sunday Paper,121.44,8.28,4.14,3,prod38745,s100,c35783,loc100
prom33941,One Day Sale,"Daily Paper, Radio, TV",117.29,3.96,1.2276,4,prod38747,s100,c538,loc100
prom33942,Weekend Markdown,Daily Paper,140.57,1.98,0.8316,2,prod38747,s100,c552,loc100
prom33943,Saving Days,"Daily Paper, Radio",118.36,2.97,1.0395,3,prod38747,s100,c716,loc100
prom33944,Free For All,"Sunday Paper, Radio",126.24,2.97,1.0692,3,prod38747,s100,c3558,loc100
prom33945,Super Wallet Savers,Cash Register Handout,140.19,2.97,0.9207,3,prod38747,s100,c3692,loc100
prom33946,Free For All,Daily Paper,52.06,2.97,1.0692,3,prod38747,s100,c4695,loc100
prom33947,Super Savers,TV,114.98,1.36,0.4488,1,prod4,s110,c111,loc110
prom33948,Sales Galore,"Daily Paper, Radio",109.03,1.87,0.6171,1,prod7,s110,c112,loc110
prom33949,Coupon Spectacular,Daily Paper,90.58,3.28,1.3776,2,prod11,s110,c110,loc110
prom33950,Fantastic Discounts,"Daily Paper, Radio, TV",120.09,8.97,3.0498,3,prod127,s110,c567,loc110
prom33951,Go For It,Radio,73.02,0.93,0.3999,1,prod130,s110,c563,loc110
prom33952,Tip Top Savings,Cash Register Handout,79.13,5.86,1.8166,2,prod135,s110,c562,loc110
prom33953,Unbeatable Price Savers,Daily Paper,94.69,1.87,0.561,1,prod139,s110,c564,loc110
prom33954,Sales Galore,"Daily Paper, Radio",109.03,5.61,2.4684,3,prod139,s110,c568,loc110
prom33955,One Day Sale,Street Handout,95.15,3.74,1.309,1,prod140,s110,c566,loc110
prom33956,Big Promo,Cash Register Handout,77.7,4.26,1.4058,3,prod143,s110,c561,loc110
prom33957,Unbeatable Price Savers,Daily Paper,104.3,3.86,1.4282,1,prod150,s110,c565,loc110
prom33958,Sale Winners,Bulk Mail,108.02,7.72,2.5476,2,prod150,s110,c569,loc110
prom33959,Wallet Savers,TV,139.36,1.06,0.5194,2,prod154,s110,c560,loc110
prom33960,Double Your Savings,Street Handout,122.16,3.93,1.8078,1,prod156,s110,c559,loc110
prom33961,Two Day Sale,"Daily Paper, Radio, TV",132.9,2.86,1.0582,1,prod626,s110,c731,loc110
prom33962,Coupon Spectacular,Daily Paper,90.58,2.17,0.7161,1,prod629,s110,c728,loc110
prom33963,Sale Winners,Bulk Mail,108.02,2.3,0.897,1,prod631,s110,c730,loc110
prom33964,Coupon Spectacular,Daily Paper,90.58,6.22,2.177,2,prod633,s110,c729,loc110
prom33965,Sales Galore,"Daily Paper, Radio",109.03,2.46,1.0824,2,prod748,s110,c1184,loc110
prom33966,Sale Winners,Bulk Mail,108.02,5.46,2.73,2,prod751,s110,c1187,loc110
prom33967,Dollar Cutters,Daily Paper,110.52,1.84,0.5704,1,prod753,s110,c1183,loc110
prom33968,Two Day Sale,Cash Register Handout,74.5,1.35,0.594,1,prod755,s110,c1180,loc110
prom33969,Super Savers,TV,114.98,1.49,0.745,1,prod756,s110,c561,loc110
prom33970,Wallet Savers,TV,139.36,1.3,0.481,1,prod758,s110,c1182,loc110
prom33971,Two Day Sale,"Daily Paper, Radio, TV",132.9,7.04,2.3232,2,prod772,s110,c1179,loc110
prom33972,Sale Winners,Bulk Mail,108.02,3.52,1.3024,1,prod772,s110,c1186,loc110
prom33973,One Day Sale,Cash Register Handout,138.96,7.08,2.3364,3,prod799,s110,c1185,loc110
prom33974,Double Your Savings,Street Handout,122.16,5.74,1.7794,2,prod1239,s110,c3937,loc110
prom33975,Dollar Cutters,Daily Paper,110.52,1.16,0.3596,1,prod1240,s110,c1183,loc110
prom33976,Two Day Sale,Cash Register Handout,74.5,1.31,0.4323,1,prod1247,s110,c3925,loc110
prom33977,Coupon Spectacular,Daily Paper,90.58,3.91,1.4076,1,prod1257,s110,c3908,loc110
prom33978,Dollar Cutters,Daily Paper,110.52,3.87,1.6641,1,prod1263,s110,c3955,loc110
prom33979,Free For All,Product Attachment,121.8,1.84,0.6072,2,prod1267,s110,c3942,loc110
prom33980,Free For All,Product Attachment,121.8,3.54,1.4514,2,prod1272,s110,c3928,loc110
prom33981,Two Day Sale,Cash Register Handout,74.5,2.84,0.9088,1,prod1277,s110,c3939,loc110
prom33982,Bag Stuffers,"Daily Paper, Radio",117.93,6.34,2.2824,2,prod1279,s110,c3924,loc110
prom33983,Go For It,Radio,73.02,1.38,0.6486,2,prod1280,s110,c3926,loc110
prom33984,Double Your Savings,Street Handout,122.16,6.72,3.2928,2,prod1281,s110,c562,loc110
prom33985,Coupon Spectacular,Daily Paper,90.58,3.36,1.3104,1,prod1281,s110,c729,loc110
prom33986,Big Promo,"Sunday Paper, Radio, TV",70.98,2.83,1.3018,1,prod1282,s110,c3915,loc110
