,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home,store_city,store_state,media_type,cost,promotion_name,store_sales_in_millions
31522,1,1,4.0,3,2,4,0,4.0,70000,0.0,3,0,0,131.81,48,10.41
31523,1,1,2.0,4,1,3,0,3.0,70000,0.0,3,0,5,147.35,30,5.91
31524,0,0,3.0,0,3,2,0,1.0,10000,1.0,3,0,8,53.37,47,8.22
31525,0,0,5.0,3,3,4,1,3.0,70000,5.0,3,0,6,83.26,34,5.79
31526,1,0,3.0,3,1,3,1,4.0,130000,0.0,3,0,4,53.82,1,5.06
31527,0,1,2.0,0,0,1,1,1.0,10000,2.0,3,0,2,55.96,11,2.4
31528,1,1,3.0,3,1,3,0,4.0,50000,0.0,3,0,8,53.37,47,10.5
31529,1,0,3.0,1,1,1,0,1.0,30000,0.0,3,0,2,101.84,18,7.72
31530,1,1,2.0,3,1,3,0,3.0,70000,0.0,3,0,10,122.51,29,10.41
31531,0,1,3.0,4,3,3,1,3.0,130000,3.0,3,0,4,146.41,3,2.49
31532,1,1,0.0,0,1,1,0,3.0,50000,0.0,3,0,1,128.2,26,10.41
31533,1,0,2.0,2,3,3,1,4.0,110000,0.0,3,0,4,146.41,3,10.5
31534,0,1,1.0,0,3,4,0,2.0,150000,1.0,3,0,0,141.26,9,5.79
31535,0,0,4.0,4,3,3,1,3.0,70000,3.0,3,0,9,143.04,10,10.96
31536,0,1,4.0,0,0,2,1,2.0,10000,3.0,3,0,4,107.89,37,13.7
31537,0,1,4.0,0,0,2,1,2.0,10000,3.0,3,0,4,107.89,37,2.58
31538,1,0,2.0,3,1,3,0,2.0,50000,0.0,1,0,3,149.75,43,2.58
31539,0,1,5.0,1,0,1,0,3.0,30000,3.0,1,0,2,81.79,33,4.53
31540,0,0,3.0,0,0,2,1,1.0,10000,2.0,1,0,9,126.88,43,7.05
31541,1,0,2.0,0,1,2,0,1.0,30000,0.0,1,0,2,77.32,4,7.92
31542,1,0,2.0,0,1,2,0,1.0,30000,0.0,1,0,2,77.32,4,7.41
31543,1,0,1.0,4,1,3,1,1.0,110000,0.0,1,0,3,112.52,43,4.7
31544,1,0,1.0,1,2,4,1,4.0,150000,0.0,1,0,3,112.52,43,5.79
31545,0,0,1.0,3,1,3,0,1.0,50000,1.0,1,0,6,129.2,24,10.56
31546,0,0,2.0,3,1,4,1,3.0,50000,2.0,1,0,11,67.11,34,2.28
31547,0,1,4.0,1,1,1,0,3.0,30000,3.0,1,0,0,96.55,32,11.64
31548,0,0,4.0,0,1,2,1,0.0,10000,4.0,1,0,11,95.55,18,4.14
31549,0,0,4.0,2,3,3,1,3.0,30000,4.0,1,0,6,129.2,24,10.41
31550,0,0,2.0,0,0,2,0,1.0,10000,2.0,1,0,4,85.88,22,1.66
31551,0,0,1.0,3,1,4,1,2.0,50000,1.0,1,0,11,95.55,18,5.79
31552,1,1,1.0,1,1,3,1,2.0,90000,0.0,1,0,11,117.04,2,7.0
31553,0,0,0.0,3,3,3,1,3.0,50000,0.0,1,0,2,101.84,18,9.88
31554,1,1,0.0,3,1,3,0,1.0,50000,0.0,1,0,2,101.84,18,1.66
31555,1,0,4.0,2,0,1,0,1.0,30000,0.0,1,0,9,126.88,43,7.41
31556,1,0,4.0,2,0,1,0,1.0,30000,0.0,1,0,9,126.88,43,2.28
31557,0,0,0.0,2,0,3,0,2.0,30000,0.0,1,0,2,68.97,44,7.72
31558,1,1,5.0,0,2,1,1,1.0,30000,0.0,1,0,3,112.52,43,4.3
31559,0,0,4.0,3,1,3,0,3.0,50000,2.0,1,0,6,129.2,24,7.41
31560,0,0,0.0,0,0,2,0,0.0,10000,0.0,1,0,6,129.2,24,5.06
31561,1,0,1.0,1,1,1,1,2.0,30000,0.0,1,0,6,129.2,24,3.02
31562,1,0,1.0,1,1,1,1,2.0,30000,0.0,1,0,3,68.84,21,4.62
31563,1,1,4.0,0,0,2,1,1.0,10000,0.0,1,0,0,131.81,48,10.5
31564,1,0,5.0,3,3,3,1,1.0,110000,0.0,1,0,9,126.88,43,5.79
31565,1,0,4.0,1,1,3,1,3.0,90000,0.0,1,0,2,81.79,33,6.16
31566,1,0,2.0,3,1,4,0,4.0,70000,0.0,1,0,3,112.52,43,7.72
31567,1,0,2.0,3,1,4,0,4.0,70000,0.0,1,0,11,67.11,34,7.41
31568,1,1,0.0,3,2,3,0,3.0,50000,0.0,1,0,3,149.75,43,7.92
31569,1,0,2.0,1,1,1,0,2.0,30000,0.0,1,0,11,117.04,2,5.91
31570,1,1,4.0,3,1,3,1,2.0,50000,0.0,1,0,4,85.88,22,5.79
31571,1,0,1.0,0,0,2,0,1.0,10000,0.0,1,0,3,68.84,21,10.12
31572,0,1,3.0,0,3,2,0,2.0,30000,3.0,1,0,4,85.88,22,7.05
31573,1,1,1.0,3,1,4,1,3.0,50000,0.0,1,0,9,67.25,23,1.72
31574,0,1,2.0,0,0,1,1,0.0,10000,1.0,1,0,2,101.84,18,10.41
31575,0,0,4.0,1,1,3,1,1.0,130000,0.0,1,0,6,129.2,24,7.92
31576,0,0,4.0,1,1,3,1,1.0,130000,0.0,1,0,6,129.2,24,7.72
31577,0,0,1.0,0,0,1,1,2.0,10000,0.0,1,0,11,117.04,2,3.04
31578,1,0,1.0,0,0,1,0,2.0,10000,0.0,1,0,6,129.2,24,5.79
31579,0,1,1.0,0,2,4,1,1.0,110000,1.0,1,0,3,149.75,43,8.22
31580,1,1,2.0,3,1,3,1,3.0,50000,0.0,1,0,0,131.81,48,11.75
31581,1,0,2.0,2,1,4,1,3.0,90000,0.0,1,0,4,85.88,22,3.94
31582,0,1,0.0,3,0,3,1,2.0,10000,0.0,1,0,4,58.16,5,3.86
31583,0,0,0.0,2,1,1,0,2.0,50000,0.0,1,0,4,58.16,5,7.72
31584,0,1,1.0,0,1,2,0,0.0,10000,1.0,1,0,3,68.84,21,6.87
31585,0,0,3.0,2,1,3,1,3.0,130000,2.0,1,0,2,101.84,18,10.5
31586,0,0,4.0,1,0,2,1,3.0,30000,4.0,1,0,2,55.96,11,6.16
31587,1,1,1.0,3,2,3,0,2.0,70000,0.0,1,0,11,95.55,18,5.48
31588,1,0,4.0,3,1,4,0,2.0,70000,0.0,1,0,1,128.2,26,6.87
31589,0,1,4.0,4,1,3,1,2.0,90000,0.0,1,0,4,58.16,5,6.87
31590,0,1,3.0,0,0,2,0,1.0,10000,2.0,4,1,12,72.61,18,10.12
31591,0,1,2.0,3,1,4,1,3.0,50000,2.0,4,1,6,137.7,30,14.0
31592,1,0,1.0,4,1,3,1,2.0,70000,0.0,4,1,2,52.06,14,4.94
31593,0,0,4.0,3,3,3,1,2.0,70000,4.0,4,1,6,109.93,3,8.22
31594,0,0,2.0,0,0,1,1,1.0,10000,2.0,4,1,1,140.19,40,2.76
31595,0,0,2.0,0,0,1,1,1.0,10000,2.0,4,1,12,108.22,48,4.94
31596,1,0,4.0,4,1,3,1,3.0,130000,0.0,4,1,2,52.06,14,3.02
31597,0,0,2.0,0,3,3,0,3.0,90000,2.0,4,1,3,67.01,15,7.05
31598,1,1,3.0,3,1,3,0,1.0,50000,0.0,4,1,2,52.06,14,3.08
31599,1,1,3.0,3,1,3,0,1.0,50000,0.0,4,1,6,109.93,3,7.92
31600,1,1,2.0,2,1,0,1,1.0,50000,0.0,4,1,1,53.01,20,4.53
31601,1,0,1.0,4,1,3,1,3.0,90000,0.0,4,1,10,126.24,14,1.2
31602,0,0,4.0,1,3,4,0,3.0,150000,4.0,4,1,1,139.19,16,2.28
31603,0,0,2.0,4,1,3,1,3.0,70000,1.0,4,1,12,72.61,18,10.41
31604,0,0,3.0,1,3,2,1,4.0,30000,3.0,4,1,6,124.36,45,7.95
31605,0,1,4.0,1,3,2,1,4.0,30000,4.0,4,1,3,118.36,34,2.49
31606,0,0,5.0,0,1,1,0,1.0,30000,0.0,4,1,12,72.61,18,8.22
31607,0,0,1.0,3,1,3,0,4.0,70000,1.0,4,1,2,140.57,47,2.4
31608,1,1,4.0,1,1,3,0,3.0,70000,0.0,4,1,1,139.19,16,2.4
31609,0,0,3.0,3,1,4,1,3.0,50000,1.0,4,1,12,72.61,18,4.14
31610,0,0,3.0,3,1,4,1,3.0,50000,1.0,4,1,12,72.61,18,10.5
31611,0,1,0.0,4,1,3,1,2.0,110000,0.0,4,1,4,117.29,22,10.5
31612,1,1,4.0,3,1,4,0,4.0,50000,0.0,4,1,3,76.41,36,10.5
31613,0,1,5.0,1,3,3,1,4.0,130000,4.0,4,1,9,121.44,25,10.12
31614,0,0,3.0,1,3,3,1,3.0,70000,3.0,4,1,3,118.36,34,7.05
31615,1,0,1.0,0,0,1,1,2.0,10000,0.0,4,1,2,52.06,14,14.0
31616,1,0,1.0,0,0,1,1,2.0,10000,0.0,4,1,6,62.27,26,1.52
31617,1,0,2.0,3,1,3,0,2.0,50000,0.0,4,1,3,118.36,34,8.73
31618,0,0,4.0,3,1,3,1,2.0,50000,1.0,4,1,10,126.24,14,5.48
31619,0,0,4.0,4,3,3,1,3.0,150000,4.0,4,1,2,140.57,47,3.86
31620,0,0,1.0,0,0,2,0,1.0,10000,1.0,4,1,3,118.36,34,7.95
31621,1,0,1.0,4,1,3,1,3.0,30000,0.0,4,1,3,118.36,34,5.79
31622,0,0,4.0,3,2,3,1,2.0,50000,0.0,4,1,3,76.41,36,17.5
31623,1,1,3.0,0,0,2,0,2.0,10000,0.0,4,1,2,140.57,47,5.52
31624,0,0,3.0,1,3,1,1,2.0,30000,3.0,4,1,10,126.24,14,8.73
31625,1,0,1.0,3,1,3,1,2.0,130000,0.0,4,1,4,53.13,46,3.02
31626,0,0,4.0,0,0,2,1,0.0,10000,4.0,4,1,6,109.93,3,5.91
31627,1,1,2.0,2,1,2,0,1.0,30000,0.0,4,1,6,124.36,45,7.72
31628,0,0,1.0,3,1,3,1,1.0,130000,1.0,4,1,9,67.2,27,1.72
31629,0,0,5.0,1,3,2,1,3.0,30000,5.0,4,1,4,117.29,22,8.73
31630,1,1,2.0,3,1,4,1,3.0,70000,0.0,4,1,1,139.19,16,8.73
31631,1,0,3.0,1,1,1,1,3.0,30000,0.0,4,1,12,108.22,48,8.73
31632,1,0,3.0,1,1,1,1,3.0,30000,0.0,4,1,12,108.22,48,1.52
31633,0,0,5.0,0,0,1,1,1.0,10000,3.0,4,1,9,121.44,25,11.64
31634,1,1,5.0,1,1,1,0,3.0,30000,0.0,4,1,9,67.2,27,11.64
31635,1,0,3.0,0,1,2,0,1.0,30000,0.0,4,1,2,140.57,47,7.59
31636,0,0,1.0,1,1,1,0,4.0,30000,1.0,4,1,3,76.41,36,4.14
31637,1,0,2.0,1,1,1,0,3.0,30000,0.0,4,1,3,118.36,34,1.72
31638,0,0,1.0,0,0,1,0,0.0,10000,1.0,4,1,10,126.24,14,4.58
31639,1,0,3.0,1,1,1,1,2.0,30000,0.0,4,1,12,108.22,48,10.41
31640,1,1,1.0,3,1,3,0,2.0,50000,0.0,4,1,12,108.22,48,5.48
31641,1,1,3.0,0,0,2,1,1.0,10000,0.0,4,1,9,121.44,25,10.41
31642,0,1,4.0,1,3,1,1,3.0,30000,4.0,4,1,2,140.57,47,9.65
31643,0,0,3.0,3,1,3,0,3.0,70000,2.0,4,1,10,126.24,14,2.4
31644,0,0,3.0,3,1,4,1,2.0,70000,0.0,4,1,3,118.36,34,5.91
31645,1,0,5.0,3,0,4,1,1.0,70000,0.0,4,1,9,67.2,27,10.6
31646,0,0,4.0,0,1,2,1,2.0,30000,2.0,4,1,6,109.93,3,4.7
31647,1,1,1.0,4,1,4,1,1.0,90000,0.0,4,1,1,140.19,40,7.41
31648,1,0,4.0,0,0,1,1,2.0,10000,0.0,4,1,5,81.85,26,9.4
31649,0,1,0.0,0,0,2,1,2.0,10000,0.0,4,1,2,140.57,47,7.05
31650,1,0,2.0,1,1,2,0,1.0,30000,0.0,4,1,12,108.22,48,13.88
31651,1,0,2.0,3,3,3,0,4.0,70000,0.0,4,1,5,81.85,26,4.62
31652,1,1,4.0,1,1,2,0,2.0,30000,0.0,4,1,3,76.41,36,3.94
31653,0,1,5.0,1,3,2,1,3.0,30000,4.0,4,1,2,140.57,47,2.28
31654,0,1,3.0,1,3,2,1,3.0,30000,3.0,4,1,2,52.06,14,4.53
31655,1,1,5.0,0,1,4,1,3.0,130000,0.0,4,1,12,72.61,18,4.94
31656,1,1,4.0,4,2,4,1,2.0,90000,0.0,4,1,1,139.19,16,6.16
31657,0,1,3.0,3,3,4,0,2.0,50000,3.0,4,1,8,117.4,47,2.4
31658,1,0,3.0,2,1,2,0,4.0,30000,0.0,4,1,1,139.19,16,6.87
31659,0,0,1.0,1,1,3,0,1.0,110000,1.0,4,1,6,137.7,30,10.96
31660,1,1,1.0,3,1,4,0,1.0,50000,0.0,4,1,7,112.49,25,1.2
31661,1,1,4.0,3,1,3,1,2.0,50000,0.0,4,1,2,140.57,47,10.56
31662,1,0,2.0,1,1,2,1,2.0,30000,0.0,4,1,12,72.61,18,7.92
31663,0,1,4.0,1,3,1,1,3.0,30000,4.0,4,1,3,67.01,15,2.58
31664,0,1,1.0,0,1,1,1,1.0,30000,1.0,4,1,12,108.22,48,3.86
31665,1,1,4.0,1,1,2,0,4.0,30000,0.0,4,1,6,62.27,26,5.3
31666,1,0,1.0,0,0,1,1,2.0,10000,0.0,4,1,2,52.06,14,4.62
31667,0,1,3.0,1,2,1,1,3.0,30000,3.0,0,2,0,108.02,30,1.51
31668,0,0,2.0,1,1,3,1,4.0,70000,2.0,0,2,2,90.58,7,5.79
31669,1,0,4.0,1,2,3,1,4.0,150000,0.0,0,2,1,74.5,43,8.73
31670,0,0,2.0,0,1,3,1,4.0,130000,2.0,0,2,1,74.5,43,4.94
31671,0,0,4.0,0,0,2,1,1.0,10000,4.0,0,2,4,132.9,43,1.93
31672,1,0,3.0,2,1,2,0,3.0,50000,0.0,0,2,2,94.69,45,10.41
31673,0,0,4.0,2,1,0,1,2.0,50000,4.0,0,2,1,77.7,2,5.3
31674,1,0,4.0,1,1,2,0,3.0,30000,0.0,0,2,3,109.03,32,5.79
31675,1,0,5.0,3,2,3,0,2.0,50000,0.0,0,2,3,109.03,32,1.93
31676,1,0,2.0,3,1,3,0,3.0,30000,0.0,2,2,9,106.1,36,7.72
31677,0,0,5.0,3,2,3,1,3.0,130000,2.0,2,2,9,106.1,36,2.49
31678,0,1,3.0,1,3,1,0,4.0,30000,3.0,2,2,1,129.5,38,5.3
31679,1,0,4.0,1,1,2,0,1.0,30000,0.0,2,2,3,109.14,40,13.2
31680,1,0,4.0,1,1,2,0,1.0,30000,0.0,2,2,5,123.02,17,3.04
31681,1,1,3.0,3,1,3,0,3.0,50000,0.0,2,2,4,58.27,25,8.73
31682,0,0,2.0,1,0,4,1,3.0,70000,2.0,2,2,11,82.61,20,7.92
31683,1,1,0.0,2,1,0,1,3.0,30000,0.0,2,2,12,51.47,7,1.72
31684,1,1,1.0,0,0,2,1,2.0,10000,0.0,2,2,1,145.52,24,8.22
31685,1,0,1.0,3,1,3,0,1.0,50000,0.0,2,2,4,68.15,18,3.04
31686,1,0,3.0,1,1,3,1,4.0,130000,0.0,2,2,6,106.2,44,2.58
31687,1,0,2.0,3,1,3,0,2.0,30000,0.0,2,2,4,58.27,25,11.64
31688,1,0,2.0,3,1,3,0,2.0,30000,0.0,2,2,6,106.2,44,1.2
31689,1,1,2.0,1,1,1,0,2.0,30000,0.0,2,2,11,82.61,20,8.22
31690,1,0,3.0,0,0,1,0,0.0,10000,0.0,2,2,4,68.15,18,5.28
31691,1,0,0.0,3,2,4,1,3.0,150000,0.0,2,2,1,145.52,24,7.41
31692,1,1,0.0,3,3,3,1,2.0,110000,0.0,2,2,11,86.21,27,5.48
31693,1,1,0.0,1,1,2,0,4.0,30000,0.0,2,2,1,129.5,38,4.94
31694,0,1,3.0,0,0,2,0,1.0,10000,1.0,2,2,7,105.74,15,10.41
31695,1,1,4.0,0,0,2,0,1.0,10000,0.0,2,2,11,86.21,27,5.79
31696,1,1,1.0,0,3,2,0,2.0,10000,0.0,2,2,1,129.5,38,3.94
31697,1,0,5.0,3,1,3,0,2.0,50000,0.0,2,2,4,68.15,18,4.53
31698,0,1,5.0,1,1,2,1,4.0,30000,1.0,2,2,10,115.05,25,5.28
31699,0,0,1.0,0,0,2,1,1.0,10000,1.0,2,2,1,145.52,24,10.12
31700,0,1,3.0,2,3,0,1,3.0,30000,3.0,2,2,1,145.52,24,6.94
31701,1,1,3.0,3,1,4,0,3.0,70000,0.0,2,2,5,123.02,17,7.05
31702,0,1,2.0,0,1,3,1,3.0,110000,0.0,2,2,11,86.21,27,6.87
31703,0,1,1.0,0,0,2,1,1.0,10000,0.0,2,2,9,106.1,36,10.6
31704,1,1,2.0,0,0,1,1,1.0,10000,0.0,2,2,7,140.9,14,1.66
31705,1,0,0.0,1,1,2,0,3.0,30000,0.0,2,2,11,82.61,20,1.8
31706,1,0,4.0,0,1,2,0,2.0,30000,0.0,2,2,7,105.74,15,7.59
31707,1,1,4.0,0,0,1,0,1.0,10000,0.0,2,2,11,82.61,20,12.35
31708,0,1,3.0,1,3,2,1,2.0,30000,3.0,2,2,5,123.02,17,10.6
31709,1,1,5.0,1,1,1,0,4.0,30000,0.0,2,2,11,82.61,20,5.28
31710,1,0,1.0,3,1,3,0,4.0,50000,0.0,2,2,4,68.15,18,8.73
31711,1,1,2.0,1,0,2,1,2.0,50000,0.0,2,2,2,62.71,31,8.73
31712,1,1,2.0,1,1,2,1,2.0,30000,0.0,2,2,9,106.1,36,2.28
31713,0,1,2.0,3,1,4,1,2.0,70000,1.0,2,2,7,105.74,15,2.49
31714,0,0,4.0,1,3,2,1,4.0,30000,4.0,2,2,11,82.61,20,2.58
31715,0,1,4.0,1,3,2,1,1.0,30000,2.0,2,2,5,109.21,36,4.14
31716,0,0,0.0,0,0,1,1,0.0,10000,0.0,2,2,9,106.1,36,5.28
31717,1,1,3.0,1,1,2,0,4.0,30000,0.0,2,2,11,82.61,20,5.79
31718,1,0,1.0,3,1,4,0,1.0,50000,0.0,2,2,5,109.21,36,10.6
31719,0,0,5.0,3,2,4,1,3.0,50000,5.0,6,0,10,78.45,45,1.93
31720,0,0,3.0,1,3,3,1,1.0,150000,1.0,6,0,1,121.95,35,0.86
31721,1,0,1.0,4,1,4,1,2.0,110000,0.0,6,0,6,101.75,37,2.35
31722,1,0,2.0,3,1,4,0,3.0,50000,0.0,6,0,0,76.05,35,7.0
31723,1,1,4.0,2,1,4,0,2.0,90000,0.0,6,0,1,136.43,41,5.48
31724,1,1,2.0,1,1,3,1,1.0,70000,0.0,6,0,0,84.97,8,2.47
31725,1,1,3.0,1,1,1,1,2.0,30000,0.0,6,0,3,115.85,19,7.0
31726,1,1,4.0,0,0,2,0,1.0,10000,0.0,6,0,11,95.28,5,4.94
31727,0,0,2.0,3,0,3,1,1.0,10000,0.0,6,0,8,119.62,22,3.94
31728,1,0,1.0,0,0,1,0,1.0,10000,0.0,5,1,3,126.62,0,4.38
31729,0,1,0.0,3,2,3,1,4.0,50000,0.0,5,1,3,59.86,6,6.2
31730,0,1,0.0,3,2,3,1,4.0,50000,0.0,5,1,3,59.86,6,6.57
31731,1,1,2.0,2,1,3,0,3.0,30000,0.0,5,1,3,59.86,6,2.19
31732,1,0,2.0,3,2,3,0,3.0,50000,0.0,5,1,6,69.47,19,5.78
31733,1,1,4.0,1,3,1,1,2.0,30000,0.0,5,1,6,143.83,14,17.5
31734,1,1,5.0,1,1,2,1,2.0,30000,0.0,5,1,2,66.27,16,8.76
31735,0,0,4.0,1,0,2,0,3.0,30000,1.0,5,1,7,53.45,4,4.65
31736,1,0,1.0,1,1,1,0,2.0,30000,0.0,5,1,7,50.79,11,2.01
31737,0,0,5.0,1,1,1,1,4.0,30000,3.0,5,1,3,84.16,18,2.01
31738,0,0,4.0,1,3,1,0,2.0,30000,4.0,5,1,3,126.62,0,2.01
31739,1,1,2.0,2,1,3,1,1.0,30000,0.0,5,1,3,59.86,6,1.59
31740,0,0,2.0,0,0,2,1,0.0,10000,2.0,5,1,11,54.11,27,1.34
31741,1,1,5.0,3,1,4,0,2.0,50000,0.0,5,1,3,84.16,18,14.45
31742,1,0,0.0,0,0,1,0,0.0,10000,0.0,5,1,11,54.11,27,2.19
31743,1,0,0.0,0,0,1,0,0.0,10000,0.0,5,1,11,54.11,27,7.0
31744,0,0,2.0,0,0,2,1,1.0,10000,2.0,5,1,11,54.11,27,8.67
31745,1,1,2.0,1,1,2,1,2.0,50000,0.0,5,1,3,59.86,6,5.66
31746,1,0,4.0,3,3,3,0,2.0,50000,0.0,5,1,4,55.59,6,10.5
31747,1,0,4.0,3,3,3,0,2.0,50000,0.0,5,1,3,126.62,0,8.67
31748,1,1,1.0,3,1,3,1,4.0,90000,0.0,5,1,4,55.59,6,10.5
31749,1,1,1.0,3,1,3,1,4.0,90000,0.0,5,1,3,126.62,0,1.06
31750,1,0,3.0,4,1,3,0,4.0,130000,0.0,5,1,3,111.51,3,8.76
31751,1,1,4.0,1,1,2,1,3.0,30000,0.0,5,1,11,54.11,27,2.12
31752,0,1,4.0,4,3,3,1,2.0,70000,4.0,5,1,3,126.62,0,8.76
31753,0,0,3.0,0,0,2,1,2.0,10000,0.0,5,1,3,126.62,0,4.38
31754,0,0,1.0,0,1,2,1,4.0,30000,1.0,5,1,7,53.45,4,2.01
31755,0,0,1.0,0,1,4,0,2.0,90000,1.0,5,1,6,69.47,19,4.38
31756,1,0,2.0,2,1,1,0,3.0,50000,0.0,5,1,4,54.9,42,6.57
31757,0,0,4.0,3,3,3,1,3.0,50000,3.0,5,1,3,126.62,0,5.22
31758,1,0,5.0,0,0,2,0,0.0,10000,0.0,5,1,7,50.79,11,1.46
31759,1,1,3.0,1,1,1,0,2.0,30000,0.0,5,1,3,126.62,0,10.5
31760,0,1,2.0,1,0,1,1,1.0,10000,1.0,5,1,6,69.47,19,7.0
31761,0,1,3.0,3,1,3,0,4.0,50000,2.0,5,1,4,55.59,6,7.0
31762,1,0,3.0,3,1,3,0,3.0,70000,0.0,5,1,4,55.59,6,6.57
31763,0,1,1.0,3,3,3,1,4.0,150000,1.0,5,1,6,143.83,14,4.38
31764,1,0,4.0,1,1,2,0,1.0,30000,0.0,5,1,6,69.47,19,2.12
31765,0,1,4.0,0,1,1,1,4.0,30000,1.0,5,1,6,69.47,19,8.49
31766,1,1,0.0,3,1,4,0,3.0,70000,0.0,5,1,2,66.27,16,5.85
31767,1,0,2.0,0,0,2,1,1.0,10000,0.0,5,1,4,55.59,6,8.67
31768,1,0,4.0,1,1,3,1,4.0,130000,0.0,5,1,10,80.29,26,8.49
31769,1,0,1.0,0,2,3,1,3.0,150000,0.0,5,1,11,54.11,27,5.22
31770,1,1,0.0,0,0,1,1,1.0,10000,0.0,5,1,7,53.45,4,8.67
31771,0,0,0.0,3,1,3,1,1.0,50000,0.0,5,1,3,84.16,18,6.2
31772,1,0,1.0,1,1,2,0,3.0,30000,0.0,5,1,6,82.62,0,3.1
31773,1,1,4.0,1,3,2,0,2.0,30000,0.0,5,1,3,59.86,6,8.67
31774,0,0,4.0,0,0,2,1,0.0,10000,3.0,5,1,10,123.61,6,2.12
31775,0,0,3.0,3,1,4,1,3.0,70000,1.0,5,1,3,59.86,6,6.57
31776,1,1,1.0,1,1,1,1,3.0,30000,0.0,5,1,6,69.47,19,1.59
31777,1,1,2.0,3,1,3,1,3.0,50000,0.0,9,2,5,73.05,47,8.67
31778,0,0,1.0,0,2,1,0,1.0,10000,1.0,9,2,9,51.12,2,6.57
31779,1,1,0.0,2,1,1,0,3.0,30000,0.0,9,2,2,91.0,38,4.65
31780,1,1,0.0,2,1,1,0,3.0,30000,0.0,9,2,5,94.63,29,11.56
31781,1,0,3.0,1,1,1,0,1.0,30000,0.0,9,2,9,69.65,38,2.19
31782,0,1,0.0,0,1,4,1,4.0,90000,0.0,9,2,12,95.74,11,5.22
31783,0,1,1.0,3,1,4,1,1.0,30000,0.0,9,2,6,149.08,32,8.49
31784,0,0,3.0,3,3,3,1,3.0,50000,3.0,9,2,8,55.18,14,1.59
31785,1,0,3.0,1,2,2,0,1.0,30000,0.0,9,2,10,136.74,9,14.0
31786,0,0,3.0,2,3,3,1,4.0,30000,3.0,9,2,6,59.83,44,6.57
31787,0,0,2.0,1,1,3,1,3.0,70000,2.0,9,2,5,109.06,14,2.19
31788,1,1,3.0,3,3,3,0,2.0,70000,0.0,9,2,3,138.81,10,6.2
31789,1,0,2.0,0,1,2,0,2.0,30000,0.0,9,2,8,67.31,34,1.59
31790,1,0,4.0,3,1,3,0,2.0,50000,0.0,9,2,3,138.81,10,8.49
31791,0,1,1.0,1,1,1,0,2.0,30000,0.0,9,2,12,95.74,11,4.38
31792,1,0,1.0,1,1,2,1,4.0,30000,0.0,9,2,12,95.74,11,2.19
31793,1,0,3.0,1,1,2,1,3.0,30000,0.0,9,2,8,142.58,42,4.65
31794,0,1,1.0,0,0,2,0,0.0,10000,0.0,9,2,3,138.81,10,6.96
31795,1,1,2.0,3,0,3,0,1.0,70000,0.0,9,2,5,109.06,14,8.67
31796,0,1,2.0,0,0,1,1,0.0,10000,2.0,9,2,12,95.74,11,2.92
31797,1,0,2.0,0,1,3,0,3.0,90000,0.0,9,2,10,111.7,26,10.5
31798,1,0,0.0,0,0,2,1,1.0,10000,0.0,9,2,8,115.13,26,2.92
31799,0,1,2.0,0,0,2,1,1.0,10000,2.0,9,2,9,51.12,2,1.06
31800,1,1,3.0,1,1,2,1,2.0,30000,0.0,9,2,6,149.08,32,5.85
31801,1,0,1.0,3,1,4,1,1.0,110000,0.0,9,2,9,69.65,38,7.0
31802,1,0,1.0,3,1,4,1,1.0,110000,0.0,9,2,10,111.7,26,3.48
31803,0,0,3.0,1,1,2,1,3.0,30000,1.0,9,2,9,51.12,2,4.65
31804,0,1,4.0,1,3,1,1,3.0,30000,4.0,9,2,12,95.74,11,8.76
31805,0,0,3.0,1,0,3,1,2.0,130000,2.0,9,2,10,111.7,26,3.9
31806,0,0,5.0,0,3,1,1,4.0,30000,4.0,9,2,8,67.31,34,2.19
31807,0,0,1.0,1,1,3,1,3.0,130000,1.0,9,2,10,111.7,26,3.9
31808,0,0,2.0,0,1,1,1,1.0,30000,2.0,9,2,9,69.65,38,2.19
31809,1,0,1.0,4,2,3,1,3.0,150000,0.0,9,2,10,136.74,9,6.57
31810,1,1,2.0,2,1,1,0,2.0,30000,0.0,7,2,7,76.98,27,5.22
31811,1,0,1.0,0,2,1,1,1.0,10000,0.0,7,2,4,137.77,45,1.46
31812,0,0,4.0,2,0,0,1,2.0,30000,4.0,7,2,8,131.46,9,2.68
31813,0,0,0.0,2,1,2,1,2.0,30000,0.0,7,2,8,114.01,1,1.59
31814,1,0,2.0,3,1,4,1,1.0,50000,0.0,7,2,7,76.98,27,5.85
31815,0,1,4.0,3,3,4,0,3.0,50000,3.0,7,2,7,91.28,43,7.75
31816,0,1,4.0,3,3,4,0,3.0,50000,3.0,7,2,8,59.19,11,6.96
31817,1,0,4.0,3,2,3,1,3.0,50000,0.0,7,2,6,138.23,28,5.85
31818,0,0,4.0,3,3,4,1,4.0,50000,3.0,7,2,7,90.58,5,2.19
31819,0,1,4.0,1,3,2,0,2.0,30000,2.0,7,2,5,134.66,39,6.96
31820,1,1,1.0,0,3,1,0,1.0,10000,0.0,7,2,7,99.77,36,2.92
31821,0,0,1.0,3,1,3,1,2.0,70000,0.0,7,2,4,145.41,32,5.66
31822,0,1,2.0,3,1,4,0,2.0,70000,1.0,7,2,0,66.78,45,7.8
31823,0,1,4.0,3,3,4,1,4.0,50000,4.0,7,2,3,69.63,47,1.46
