,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,store_sqft,grocery_sqft,frozen_sqft,meat_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,cost,promotion_name,store_type,store_city,store_state,media_type
35667,7.38,3.2472,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,122.51,29,3,3,0,10
35668,9.84,4.8216,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,55.96,11,3,3,0,2
35669,1.98,0.9306,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,85.88,22,1,1,0,4
35670,6.81,2.1111,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,85.88,22,1,1,0,4
35671,10.6,4.558,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,117.04,2,1,1,0,11
35672,8.88,3.0192,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,95.55,18,1,1,0,11
35673,6.4,3.072,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,85.88,22,1,1,0,4
35674,12.72,5.5968,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,107.89,37,1,1,0,4
35675,5.43,2.2263,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,126.88,43,1,1,0,9
35676,4.82,1.7352,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,68.97,44,1,1,0,2
35677,4.5,2.025,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,85.88,22,1,1,0,4
35678,6.93,2.772,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,101.96,36,1,1,0,11
35679,6.93,2.7027,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,81.79,33,1,1,0,2
35680,9.24,3.3264,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,53.82,1,1,1,0,4
35681,9.24,2.8644,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,95.55,18,1,1,0,11
35682,11.12,3.4472,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,55.96,11,1,1,0,2
35683,6.66,2.664,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,131.81,48,1,1,0,0
35684,8.34,4.0866,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,101.96,36,1,1,0,11
35685,7.72,2.4704,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,101.84,18,1,1,0,2
35686,9.24,4.0656,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,81.79,33,1,1,0,2
35687,3.2,1.248,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,81.79,33,1,1,0,2
35688,9.65,4.3425,5.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,95.55,18,1,1,0,11
35689,3.62,1.1222,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,149.75,43,1,1,0,3
35690,12.72,4.7064,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,101.96,36,1,1,0,11
35691,1.8,0.846,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,137.46,13,1,1,0,7
35692,7.1,2.272,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,107.89,37,1,1,0,4
35693,7.38,3.3948,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,53.82,1,1,1,0,4
35694,9.24,4.5276,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,67.25,23,1,1,0,9
35695,6.81,3.3369,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,77.32,4,1,1,0,2
35696,8.85,2.9205,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,55.96,11,1,1,0,2
35697,15.9,7.791,5.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,149.75,43,1,1,0,3
35698,5.3,2.438,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,126.88,43,1,1,0,9
35699,8.85,2.832,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,101.96,36,1,1,0,11
35700,8.34,3.8364,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,106.16,32,1,1,0,12
35701,6.56,2.8208,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,112.52,43,1,1,0,3
35702,1.8,0.828,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,129.2,24,1,1,0,6
35703,9.24,3.9732,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,85.88,22,1,1,0,4
35704,6.93,3.3957,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,129.2,24,1,1,0,6
35705,4.82,2.3136,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,117.04,2,1,1,0,11
35706,1.32,0.6468,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,85.88,22,1,1,0,4
35707,7.38,2.4354,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,53.82,1,1,1,0,4
35708,6.93,2.772,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,137.34,37,1,1,0,8
35709,1.2,0.492,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,131.81,48,1,1,0,0
35710,4.5,2.25,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,106.16,32,1,1,0,12
35711,8.85,4.425,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,149.75,43,1,1,0,3
35712,5.3,2.544,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,85.88,22,1,1,0,4
35713,4.54,2.1338,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,81.79,33,1,1,0,2
35714,9.54,3.0528,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,137.34,37,1,1,0,8
35715,4.5,2.025,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,129.2,24,1,1,0,6
35716,3.0,1.14,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,85.88,22,1,1,0,4
35717,4.5,1.98,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,131.81,48,1,1,0,0
35718,7.95,3.1005,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,149.75,43,1,1,0,3
35719,6.66,2.331,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,129.2,24,1,1,0,6
35720,3.0,1.17,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,129.2,24,1,1,0,6
35721,12.72,6.2328,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,95.55,18,1,1,0,11
35722,5.3,1.855,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,67.25,23,1,1,0,9
35723,9.24,3.8808,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,68.97,44,1,1,0,2
35724,9.64,4.0488,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,129.2,24,1,1,0,6
35725,8.85,3.717,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,101.84,18,1,1,0,2
35726,10.52,3.8924,4.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,95.55,18,1,1,0,11
35727,8.34,2.7522,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,81.79,33,1,1,0,2
35728,8.34,4.0866,3.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,96.55,32,1,1,0,0
35729,4.8,1.536,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,53.01,20,3,4,1,1
35730,7.38,3.0996,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,62.27,26,3,4,1,6
35731,7.38,3.2472,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,109.93,3,3,4,1,6
35732,6.93,3.465,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,53.13,46,3,4,1,4
35733,4.62,1.9866,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,52.06,14,3,4,1,2
35734,1.32,0.594,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,76.41,36,3,4,1,3
35735,5.79,2.0844,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,52.06,14,3,4,1,2
35736,7.38,2.8044,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,119.3,15,3,4,1,6
35737,4.92,1.8696,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,119.3,15,3,4,1,6
35738,4.82,2.41,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,139.19,16,3,4,1,1
35739,4.5,2.025,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,52.06,14,3,4,1,2
35740,8.88,3.2856,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,118.36,34,3,4,1,3
35741,14.2,5.112,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,108.22,48,3,4,1,12
35742,12.72,4.3248,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,118.36,34,3,4,1,3
35743,6.93,3.3264,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,53.13,46,3,4,1,4
35744,3.3,1.32,5.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,76.41,36,3,4,1,3
35745,8.85,3.0975,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,119.3,15,3,4,1,6
35746,9.08,3.5412,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,145.6,3,3,4,1,5
35747,12.72,5.2152,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,124.36,45,3,4,1,6
35748,1.2,0.516,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,108.22,48,3,4,1,12
35749,6.66,1.998,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,67.2,27,3,4,1,9
35750,3.62,1.5928,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,76.41,36,3,4,1,3
35751,9.24,2.9568,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,117.4,47,3,4,1,8
35752,7.1,2.698,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,126.24,14,3,4,1,10
35753,9.84,3.0504,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,126.24,14,3,4,1,10
35754,8.88,3.7296,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,62.27,26,3,4,1,6
35755,5.43,2.172,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,140.57,47,3,4,1,2
35756,11.1,5.55,5.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,52.06,14,3,4,1,2
35757,8.34,4.0866,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,140.19,40,3,4,1,1
35758,8.88,3.0192,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,140.57,47,3,4,1,2
35759,7.72,3.0108,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,124.36,45,3,4,1,6
35760,9.64,3.7596,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,139.19,16,3,4,1,1
35761,4.62,2.2176,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,139.19,16,3,4,1,1
35762,4.62,1.4322,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,139.19,16,3,4,1,1
35763,6.93,2.6334,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,121.44,25,3,4,1,9
35764,9.24,3.4188,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,67.2,27,3,4,1,9
35765,7.23,3.3258,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,124.36,45,3,4,1,6
35766,6.93,2.4948,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,124.36,45,3,4,1,6
35767,6.93,3.3957,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,117.29,22,3,4,1,4
35768,9.54,3.6252,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,108.22,48,3,4,1,12
35769,8.85,3.4515,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,139.19,16,3,4,1,1
35770,8.88,4.0848,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,121.44,25,3,4,1,9
35771,7.38,2.5092,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,67.2,27,3,4,1,9
35772,7.89,3.6294,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,118.36,34,3,4,1,3
35773,4.92,1.5252,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,118.36,34,3,4,1,3
35774,13.9,4.17,5.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,118.36,34,3,4,1,3
35775,11.8,3.54,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,81.85,26,3,4,1,5
35776,3.62,1.3394,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,137.7,30,3,4,1,6
35777,1.2,0.576,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,139.19,16,3,4,1,1
35778,6.66,3.2634,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,124.36,45,3,4,1,6
35779,10.65,4.7925,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,119.3,15,3,4,1,6
35780,9.64,3.9524,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,62.27,26,3,4,1,6
35781,6.93,3.2571,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,140.57,47,3,4,1,2
35782,10.65,5.325,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,140.57,47,3,4,1,2
35783,6.36,3.1164,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,121.44,25,3,4,1,9
35784,7.95,3.7365,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,137.7,30,3,4,1,6
35785,6.66,2.7306,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,118.36,34,3,4,1,3
35786,5.9,2.773,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,53.13,46,3,4,1,4
35787,6.81,3.3369,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,118.36,34,3,4,1,3
35788,7.38,2.4354,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,67.01,15,3,4,1,3
35789,7.38,2.952,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,140.57,47,3,4,1,2
35790,10.65,3.195,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,117.4,47,3,4,1,8
35791,4.44,1.8648,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,67.2,27,3,4,1,9
35792,6.93,3.2571,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,140.19,40,3,4,1,1
35793,5.79,2.1423,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,108.22,48,3,4,1,12
35794,7.89,2.9193,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,139.19,16,3,4,1,1
35795,8.85,3.6285,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,52.06,14,3,4,1,2
35796,6.0,2.1,4.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,137.7,30,3,4,1,6
35797,4.92,1.476,3.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,108.22,48,3,4,1,12
35798,4.92,1.5744,2.0,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,109.93,3,3,4,1,6
35799,1.64,0.5904,1.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,104.3,45,2,0,2,2
35800,2.63,1.1309,1.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,121.8,14,2,0,2,6
35801,1.8,0.63,3.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,122.16,12,2,0,2,8
35802,5.9,2.301,2.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,108.02,30,2,0,2,0
35803,3.55,1.3135,1.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,109.03,32,2,0,2,3
35804,4.44,1.4208,2.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,94.69,45,2,0,2,2
35805,5.3,1.908,2.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,129.64,11,2,0,2,6
35806,3.0,1.08,2.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,73.02,15,2,0,2,7
35807,1.6,0.768,1.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,52.42,33,2,0,2,5
35808,4.62,1.8942,2.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,139.36,46,2,0,2,12
35809,3.62,1.3756,2.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,104.3,45,2,0,2,2
35810,6.66,2.5974,3.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,52.42,33,2,0,2,5
35811,2.46,1.1316,1.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,52.42,33,2,0,2,5
35812,3.86,1.4668,2.0,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,74.5,43,2,0,2,1
35813,11.12,4.6704,4.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,51.27,48,3,2,2,9
35814,8.85,4.248,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,51.27,48,3,2,2,9
35815,6.81,2.5197,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,106.1,36,3,2,2,9
35816,6.81,3.2007,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,145.52,24,3,2,2,1
35817,9.64,3.856,4.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,86.21,27,3,2,2,11
35818,4.5,1.98,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,82.61,20,3,2,2,11
35819,8.85,4.071,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,106.1,36,3,2,2,9
35820,10.65,4.686,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,129.5,38,3,2,2,1
35821,8.88,4.0848,4.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,145.52,24,3,2,2,1
35822,4.5,2.115,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,129.5,38,3,2,2,1
35823,1.2,0.504,2.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,118.25,41,3,2,2,9
35824,4.62,1.4322,2.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,51.27,48,3,2,2,9
35825,3.86,1.6984,2.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,140.9,14,3,2,2,7
35826,3.0,1.08,2.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,123.02,17,3,2,2,5
35827,6.93,2.4948,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,109.21,36,3,2,2,5
35828,2.4,0.864,4.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,129.5,38,3,2,2,1
35829,9.24,4.3428,4.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,58.27,25,3,2,2,4
35830,9.64,3.856,4.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,105.74,15,3,2,2,7
35831,6.4,1.984,4.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,84.97,21,3,2,2,0
35832,8.85,4.248,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,84.97,21,3,2,2,0
35833,9.54,3.2436,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,129.5,38,3,2,2,1
35834,6.66,3.2634,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,68.15,18,3,2,2,4
35835,6.81,2.5878,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,64.84,33,3,2,2,3
35836,4.8,2.064,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,51.47,7,3,2,2,12
35837,8.85,3.717,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,145.52,24,3,2,2,1
35838,9.84,3.5424,4.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,66.18,9,3,2,2,12
35839,7.38,3.2472,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,106.1,36,3,2,2,9
35840,10.65,4.26,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,84.97,21,3,2,2,0
35841,8.34,2.8356,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,82.61,20,3,2,2,11
35842,9.54,2.9574,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,115.05,25,3,2,2,10
35843,7.72,3.5512,4.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,68.15,18,3,2,2,4
35844,4.92,1.9188,2.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,106.2,44,3,2,2,6
35845,10.6,3.286,4.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,82.61,20,3,2,2,11
35846,9.54,3.2436,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,64.84,33,3,2,2,3
35847,7.23,2.7474,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,145.52,24,3,2,2,1
35848,6.0,1.98,4.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,64.84,33,3,2,2,3
35849,9.24,4.3428,4.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,123.02,17,3,2,2,5
35850,5.43,2.172,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,105.74,15,3,2,2,7
35851,4.92,1.5744,3.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,62.71,31,3,2,2,2
35852,11.8,4.838,4.0,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,68.15,18,3,2,2,4
35853,2.63,1.1046,1.0,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,69.42,24,2,6,0,9
35854,2.65,1.113,1.0,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,134.01,13,2,6,0,11
35855,0.6,0.258,1.0,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,95.65,32,2,6,0,11
35856,5.9,2.242,2.0,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,101.75,37,2,6,0,6
35857,6.81,2.9283,3.0,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,67.51,47,2,6,0,11
35858,7.1,2.627,2.0,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,115.85,19,2,6,0,3
35859,3.0,0.9,2.0,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,105.26,35,2,6,0,10
35860,5.56,1.8348,2.0,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,124.56,39,2,6,0,11
35861,4.44,1.4652,2.0,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,124.56,39,2,6,0,11
35862,2.31,1.0395,1.0,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,115.85,19,2,6,0,3
35863,2.22,0.7326,1.0,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,119.62,22,2,6,0,8
35864,2.19,0.876,3.0,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,144.38,33,0,5,1,7
35865,7.6,3.496,4.0,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,80.29,26,0,5,1,10
